# E(keV),beta sin absorb,rX sin absorb,20 micras,40 micras,60 micras,100 micras,,Area sin absorbente: 1.217e6
# 1,2,3,4,5,6,7,,
243.79,2868.2044539844,0,477.2044539844,112.2044539844,18.6090097931,-4.0812603013,,
244.18,2837.618421557,0,515.618421557,133.618421557,13.5122712153,-1.9530070145,,
244.57,2760.5161945648,0,477.5161945648,111.5161945648,17.1972879588,6.0876231362,,
244.96,2847.9301621373,0,520.9301621373,138.9301621373,19.5793648708,3.0730192802,,
245.35,2800.1022269922,0,491.1022269922,141.1022269922,23.0812702724,-2.8977730078,,
245.74,2810.6882594197,0,562.6882594197,155.6882594197,21.4864370962,1.8311165625,,
246.13,2853.2742918471,0,561.2742918471,129.2742918471,19.1043601843,-0.2971367243,,
246.52,2896.9301621373,0,513.9301621373,122.9301621373,21.1538523423,3.0730192802,,
246.91,2745.2742918471,0,507.2742918471,153.2742918471,17.9234945806,-0.2971367243,,
247.3,2927.3441297098,0,493.3441297098,128.3441297098,20.7805761791,1.7727011384,,
247.69,2907.1022269922,0,526.1022269922,125.1022269922,28.1983545549,0.5307984208,,
248.08,2814.7580972824,0,578.7580972824,153.7580972824,29.854224845,0.4723829967,,
248.47,2761.5161945648,0,502.5161945648,147.5161945648,20.7398847698,-0.769519721,,
248.86,2722.1022269922,0,574.1022269922,123.1022269922,22.6876484045,0.5307984208,,
249.25,2815.3441297098,0,538.3441297098,147.3441297098,25.8976604615,1.7727011384,,
249.64,2793.1720648549,0,495.1720648549,133.1720648549,21.6085113242,0.8863505692,,
250.03,2835.4463567021,0,490.4463567021,116.4463567021,20.6381562465,-1.1250718694,,
250.42,2722.1022269922,0,507.1022269922,146.1022269922,15.2088329148,0.5307984208,,
250.81,2834.6882594197,0,550.6882594197,137.6882594197,18.3374621532,0.1168308483,,
251.2,2906.618421557,0,524.618421557,131.618421557,10.7569181401,-3.6672927287,,
251.59,2773.7580972824,0,548.7580972824,142.7580972824,26.3116280341,0.4723829967,,
251.98,2747.6882594197,0,550.6882594197,137.6882594197,21.8800589641,3.5454022768,,
252.37,2746.4463567021,0,517.4463567021,151.4463567021,13.9465844925,-2.8393575837,,
252.76,2835.2742918471,0,577.2742918471,159.2742918471,15.1681415055,-0.2971367243,,
253.15,2729.6882594197,0,516.6882594197,126.6882594197,17.9438402853,-1.597454866,,
253.54,2944.1022269922,0,556.1022269922,157.1022269922,19.9322953293,7.3879412779,,
253.93,2792.6882594197,0,536.6882594197,150.6882594197,17.9438402853,0.1168308483,,
254.32,2818.9301621373,0,529.9301621373,121.9301621373,19.9729867387,-0.3555521484,,
254.71,2795.1022269922,0,539.1022269922,128.1022269922,23.8685140082,0.5307984208,,
255.1,2811.7580972824,0,524.7580972824,106.7580972824,20.013678148,-1.2419027176,,
255.49,2633.8603242746,0,515.8603242746,145.8603242746,12.3924427256,1.0031814175,,
255.88,2721.2742918471,0,499.2742918471,136.2742918471,20.6788476558,-3.7257081529,,
256.27,2724.1022269922,0,508.1022269922,148.1022269922,19.5386734615,2.2450841351,,
256.66,2729.6882594197,0,508.6882594197,143.6882594197,18.731084021,1.8311165625,,
257.05,2760.2742918471,0,556.2742918471,144.2742918471,22.2533351273,1.41714899,,
257.44,2704.3441297098,0,553.3441297098,160.3441297098,17.2379793682,1.7727011384,,
257.83,2718.2742918471,0,527.2742918471,124.2742918471,25.4023100704,-3.7257081529,,
258.22,2854.1022269922,0,532.1022269922,122.1022269922,19.1450515936,-1.1834872935,,
258.61,2787.6882594197,0,540.6882594197,131.6882594197,23.4545464356,-1.597454866,,
259,2615.7580972824,0,533.7580972824,148.7580972824,26.3116280341,-1.2419027176,,
259.39,2722.8603242746,0,525.8603242746,143.8603242746,24.59472063,6.1460385603,,
259.78,2749.6882594197,0,518.6882594197,140.6882594197,23.8481683035,-1.597454866,,
260.17,2664.0323891295,0,538.0323891295,140.0323891295,18.2560793345,-1.5390394419,,
260.56,2784.8603242746,0,550.8603242746,153.8603242746,15.9350395366,-2.4253900111,,
260.95,2698.6882594197,0,544.6882594197,115.6882594197,19.5183277568,0.1168308483,,
261.34,2793.1720648549,0,575.1720648549,121.1720648549,25.1511081351,4.3149219978,,
261.73,2763.1022269922,0,544.1022269922,144.1022269922,18.3578078578,2.2450841351,,
262.12,2726.2742918471,0,519.2742918471,144.2742918471,24.2214444667,-2.0114224386,,
262.51,2793.4463567021,0,496.4463567021,127.4463567021,16.3083156998,-2.8393575837,,
262.9,2708.5161945648,0,528.5161945648,127.5161945648,18.3781535625,-2.4838054352,,
263.29,2662.5161945648,0,552.5161945648,135.5161945648,21.1335066377,-0.769519721,,
263.68,2771.7580972824,0,543.7580972824,117.7580972824,20.8009218837,3.9009544252,,
264.07,2639.5161945648,0,541.5161945648,119.5161945648,16.803666091,-2.4838054352,,
264.46,2733.9301621373,0,540.9301621373,135.9301621373,16.0367680599,-0.3555521484,,
264.85,2707.3441297098,0,542.3441297098,150.3441297098,25.5040385937,0.0584154241,,
265.24,2796.6882594197,0,527.6882594197,119.6882594197,25.422655775,0.1168308483,,
265.63,2721.9301621373,0,545.9301621373,140.9301621373,26.6645584927,-0.3555521484,,
266.02,2797.1022269922,0,536.1022269922,152.1022269922,16.3896985184,2.2450841351,,
266.41,2710.9301621373,0,463.9301621373,126.9301621373,19.9729867387,-2.0698378627,,
266.8,2753.3441297098,0,527.3441297098,134.3441297098,21.9614417827,0.0584154241,,
267.19,2615.2742918471,0,555.2742918471,131.2742918471,21.8597132594,1.41714899,,
267.58,2682.1022269922,0,528.1022269922,147.1022269922,18.3578078578,-1.1834872935,,
267.97,2729.3441297098,0,528.3441297098,136.3441297098,22.7486855185,1.7727011384,,
268.36,2688.1022269922,0,539.1022269922,129.1022269922,19.9322953293,2.2450841351,,
268.75,2675.6882594197,0,542.6882594197,128.6882594197,24.6354120393,3.5454022768,,
269.14,2638.5161945648,0,555.5161945648,153.5161945648,16.803666091,-0.769519721,,
269.53,2701.3441297098,0,540.3441297098,158.3441297098,18.0252231039,3.4869868527,,
269.92,2689.2044539844,0,507.2044539844,142.2044539844,16.2472785858,-4.0812603013,,
270.31,2704.1022269922,0,495.1022269922,132.1022269922,19.1450515936,-1.1834872935,,
270.7,2687.1022269922,0,514.1022269922,117.1022269922,22.6876484045,0.5307984208,,
271.09,2767.1022269922,0,524.1022269922,122.1022269922,20.3259171972,-2.8977730078,,
271.48,2726.1022269922,0,580.1022269922,141.1022269922,23.0812702724,3.9593698494,,
271.87,2704.6882594197,0,510.6882594197,134.6882594197,17.9438402853,-1.597454866,,
272.26,2706.6882594197,0,575.6882594197,133.6882594197,18.731084021,-3.3117405803,,
272.65,2661.5161945648,0,554.5161945648,122.5161945648,20.7398847698,4.3733374219,,
273.04,2691.1022269922,0,483.1022269922,132.1022269922,21.5067828009,3.9593698494,,
273.43,2752.1022269922,0,541.1022269922,141.1022269922,23.8685140082,0.5307984208,,
273.82,2681.9301621373,0,511.9301621373,106.9301621373,26.6645584927,6.5015907087,,
274.21,2619.2742918471,0,552.2742918471,136.2742918471,16.3490071091,1.41714899,,
274.6,2714.1022269922,0,527.1022269922,133.1022269922,19.5386734615,-1.1834872935,,
274.99,2720.6882594197,0,559.6882594197,127.6882594197,19.1247058889,-1.597454866,,
275.38,2791.2742918471,0,530.2742918471,141.2742918471,22.2533351273,3.1314347043,,
275.77,2668.1022269922,0,516.1022269922,105.1022269922,21.5067828009,-2.8977730078,,
276.16,2630.9301621373,0,528.9301621373,143.9301621373,21.9410960781,-2.0698378627,,
276.55,2668.1720648549,0,544.1720648549,142.1720648549,26.7255956066,4.3149219978,,
276.94,2773.9301621373,0,532.9301621373,131.9301621373,22.7283398138,-0.3555521484,,
277.33,2661.9301621373,0,526.9301621373,127.9301621373,18.3984992671,3.0730192802,,
277.72,2594.6882594197,0,490.6882594197,151.6882594197,13.2203778707,-3.3117405803,,
278.11,2621.1022269922,0,491.1022269922,129.1022269922,18.7514297257,-1.1834872935,,
278.5,2602.9301621373,0,520.9301621373,124.9301621373,18.3984992671,-0.3555521484,,
278.89,2576.5161945648,0,560.5161945648,136.5161945648,13.26106928,-0.769519721,,
279.28,2632.1720648549,0,519.1720648549,133.1720648549,16.4914270417,0.8863505692,,
279.67,2639.6882594197,0,537.6882594197,128.6882594197,19.5183277568,0.1168308483,,
280.06,2574.1022269922,0,507.1022269922,130.1022269922,23.0812702724,3.9593698494,,
280.45,2641.9301621373,0,520.9301621373,143.9301621373,18.3984992671,3.0730192802,,
280.84,2661.9301621373,0,499.9301621373,150.9301621373,19.9729867387,-0.3555521484,,
281.23,2541.5161945648,0,541.5161945648,126.5161945648,24.2824815807,6.0876231362,,
281.62,2671.2742918471,0,515.2742918471,133.2742918471,17.9234945806,-2.0114224386,,
282.01,2570.1022269922,0,552.1022269922,127.1022269922,15.9960766505,2.2450841351,,
282.4,2650.5161945648,0,511.5161945648,140.5161945648,27.8250783916,-2.4838054352,,
282.79,2686.5161945648,0,551.5161945648,134.5161945648,21.1335066377,0.9447659933,,
283.18,2631.1022269922,0,540.1022269922,127.1022269922,17.1769422542,0.5307984208,,
283.57,2563.1022269922,0,526.1022269922,139.1022269922,17.1769422542,2.2450841351,,
283.96,2583.5161945648,0,553.5161945648,139.5161945648,18.3781535625,-2.4838054352,,
284.35,2649.3441297098,0,537.3441297098,137.3441297098,20.7805761791,-1.6558702902,,
284.74,2472.9301621373,0,551.9301621373,110.9301621373,19.9729867387,3.0730192802,,
285.13,2572.7580972824,0,540.7580972824,121.7580972824,16.471081337,0.4723829967,,
285.52,2544.2742918471,0,540.2742918471,161.2742918471,24.2214444667,-0.2971367243,,
285.91,2615.5161945648,0,490.5161945648,134.5161945648,20.7398847698,2.6590517076,,
286.3,2600.9301621373,0,519.9301621373,123.9301621373,19.1857430029,1.3587335659,,
286.69,2590.9301621373,0,529.9301621373,137.9301621373,27.4518022284,3.0730192802,,
287.08,2577.9301621373,0,541.9301621373,129.9301621373,19.9729867387,1.3587335659,,
287.47,2525.1022269922,0,479.1022269922,165.1022269922,19.1450515936,0.5307984208,,
287.86,2591.2742918471,0,554.2742918471,123.2742918471,19.4979820522,-3.7257081529,,
288.25,2508.3441297098,0,557.3441297098,153.3441297098,19.5997105754,5.201272567,,
288.64,2542.6882594197,0,514.6882594197,154.6882594197,16.7629746816,-1.597454866,,
289.03,2601.5161945648,0,494.5161945648,153.5161945648,19.1653972982,2.6590517076,,
289.42,2491.3441297098,0,535.3441297098,133.3441297098,20.7805761791,1.7727011384,,
289.81,2549.5161945648,0,536.5161945648,123.5161945648,22.3143722413,2.6590517076,,
290.2,2616.9301621373,0,530.9301621373,115.9301621373,19.1857430029,-0.3555521484,,
290.59,2618.9301621373,0,523.9301621373,136.9301621373,17.2176336635,-2.0698378627,,
290.98,2562.3441297098,0,533.3441297098,138.3441297098,19.5997105754,3.4869868527,,
291.37,2556.3441297098,0,559.3441297098,146.3441297098,16.4507356324,1.7727011384,,
291.76,2562.3441297098,0,521.3441297098,134.3441297098,19.2060887076,-1.6558702902,,
292.15,2573.3441297098,0,517.3441297098,148.3441297098,20.7805761791,-1.6558702902,,
292.54,2634.9301621373,0,534.9301621373,123.9301621373,17.2176336635,-0.3555521484,,
292.93,2538.7580972824,0,483.7580972824,140.7580972824,19.2264344122,2.186668711,,
293.32,2689.2742918471,0,508.2742918471,116.2742918471,12.0191665624,-0.2971367243,,
293.71,2484,0,528,136,24.0109339408,5.1428571429,,
294.1,2562.4463567021,0,513.4463567021,131.4463567021,17.0955594355,-4.5536432979,,
294.49,2560.3441297098,0,491.3441297098,111.3441297098,16.0571137645,0.0584154241,,
294.88,2558.9301621373,0,529.9301621373,123.9301621373,15.2495243241,1.3587335659,,
295.27,2586.6882594197,0,497.6882594197,138.6882594197,21.0928152283,-1.597454866,,
295.66,2410.7580972824,0,521.7580972824,110.7580972824,21.5881656195,3.9009544252,,
296.05,2480.9301621373,0,516.9301621373,146.9301621373,18.0048773993,-0.3555521484,,
296.44,2492.1022269922,0,500.1022269922,124.1022269922,23.8685140082,-2.8977730078,,
296.83,2490.5161945648,0,525.5161945648,134.5161945648,16.4100442231,-2.4838054352,,
297.22,2477.5161945648,0,558.5161945648,116.5161945648,18.7717754304,-0.769519721,,
297.61,2527.7580972824,0,552.7580972824,125.7580972824,22.3754093553,0.4723829967,,
298,2361.1022269922,0,521.1022269922,138.1022269922,15.2088329148,-1.1834872935,,
298.39,2555.1720648549,0,522.1720648549,124.1720648549,20.0340238526,7.7434934263,,
298.78,2436.1022269922,0,500.1022269922,140.1022269922,17.9641859899,7.3879412779,,
299.17,2476.5161945648,0,544.5161945648,135.5161945648,16.4100442231,2.6590517076,,
299.56,2514.9301621373,0,549.9301621373,125.9301621373,20.3666086065,-0.3555521484,,
299.95,2484.3441297098,0,539.3441297098,132.3441297098,22.3550636506,-1.6558702902,,
300.34,2414.3441297098,0,564.3441297098,120.3441297098,11.7272732178,1.7727011384,,
300.73,2582.3441297098,0,505.3441297098,136.3441297098,18.8124668397,0.0584154241,,
301.12,2470.5161945648,0,495.5161945648,123.5161945648,19.5590191661,4.3733374219,,
301.51,2471.1720648549,0,504.1720648549,123.1720648549,16.0978051738,4.3149219978,,
301.9,2432.7580972824,0,499.7580972824,137.7580972824,21.1945437516,3.9009544252,,
302.29,2351.8603242746,0,506.8603242746,124.8603242746,23.8074768942,2.7174671317,,
302.68,2556.1022269922,0,548.1022269922,140.1022269922,19.1450515936,-1.1834872935,,
303.07,2527.1720648549,0,531.1720648549,136.1720648549,16.4914270417,4.3149219978,,
303.46,2569.1022269922,0,523.1022269922,158.1022269922,20.3259171972,-1.1834872935,,
303.85,2431.3441297098,0,522.3441297098,155.3441297098,19.5997105754,-1.6558702902,,
304.24,2335.5860324275,0,545.5860324275,130.5860324275,23.5969663682,1.3003181417,,
304.63,2476.3441297098,0,479.3441297098,146.3441297098,16.8443575003,1.7727011384,,
305.02,2457.5161945648,0,505.5161945648,121.5161945648,17.1972879588,2.6590517076,,
305.41,2502.9301621373,0,508.9301621373,136.9301621373,21.9410960781,1.3587335659,,
305.8,2502.7580972824,0,536.7580972824,137.7580972824,21.1945437516,2.186668711,,
306.19,2427.5161945648,0,517.5161945648,141.5161945648,16.4100442231,-0.769519721,,
306.58,2423.1720648549,0,526.1720648549,138.1720648549,18.4595363811,2.6006362835,,
306.97,2382.2742918471,0,544.2742918471,136.2742918471,12.4127884303,-2.0114224386,,
307.36,2453.5161945648,0,483.5161945648,140.5161945648,19.5590191661,-0.769519721,,
307.75,2416.6882594197,0,534.6882594197,147.6882594197,13.6139997386,1.8311165625,,
308.14,2428.9301621373,0,485.9301621373,126.9301621373,21.5474742102,-2.0698378627,,
308.53,2433.3441297098,0,536.3441297098,126.3441297098,16.8443575003,0.0584154241,,
308.92,2357.9301621373,0,539.9301621373,110.9301621373,23.5155835496,4.7873049944,,
309.31,2458.9301621373,0,514.9301621373,110.9301621373,18.0048773993,6.5015907087,,
309.7,2419.1022269922,0,494.1022269922,133.1022269922,18.3578078578,-1.1834872935,,
310.09,2490.9301621373,0,520.9301621373,130.9301621373,22.7283398138,1.3587335659,,
310.48,2424.5161945648,0,515.5161945648,133.5161945648,20.7398847698,-2.4838054352,,
310.87,2360.5161945648,0,517.5161945648,147.5161945648,22.3143722413,-0.769519721,,
311.26,2351.1720648549,0,514.1720648549,127.1720648549,20.0340238526,-0.8279351451,,
311.65,2385.5161945648,0,555.5161945648,138.5161945648,21.1335066377,-0.769519721,,
312.04,2423.9301621373,0,520.9301621373,140.9301621373,15.2495243241,4.7873049944,,
312.43,2449.2742918471,0,513.2742918471,119.2742918471,14.3808977697,-2.0114224386,,
312.82,2431.3441297098,0,558.3441297098,119.3441297098,20.3869543112,5.201272567,,
313.21,2432.5161945648,0,501.5161945648,135.5161945648,19.1653972982,0.9447659933,,
313.6,2402.3441297098,0,521.3441297098,123.3441297098,20.7805761791,0.0584154241,,
313.99,2352.3441297098,0,487.3441297098,131.3441297098,21.9614417827,0.0584154241,,
314.38,2378.6882594197,0,514.6882594197,134.6882594197,16.7629746816,-1.597454866,,
314.77,2450.1022269922,0,561.1022269922,118.1022269922,16.3896985184,-1.1834872935,,
315.16,2399.9301621373,0,522.9301621373,127.9301621373,17.6112555314,-0.3555521484,,
315.55,2402.9301621373,0,515.9301621373,131.9301621373,14.8559024562,-0.3555521484,,
315.94,2366.9301621373,0,485.9301621373,108.9301621373,14.8559024562,1.3587335659,,
316.33,2368.9301621373,0,525.9301621373,135.9301621373,13.6750368526,-2.0698378627,,
316.72,2358.7580972824,0,514.7580972824,145.7580972824,24.7371405626,3.9009544252,,
317.11,2444.3441297098,0,516.3441297098,131.3441297098,22.3550636506,-1.6558702902,,
317.5,2345.7580972824,0,514.7580972824,115.7580972824,18.8328125443,3.9009544252,,
317.89,2315.7580972824,0,517.7580972824,116.7580972824,17.2583250728,0.4723829967,,
318.28,2385.6882594197,0,518.6882594197,139.6882594197,23.8481683035,-1.597454866,,
318.67,2362.3441297098,0,534.3441297098,116.3441297098,15.6634918966,0.0584154241,,
319.06,2312.7580972824,0,494.7580972824,128.7580972824,17.6519469407,0.4723829967,,
319.45,2344.6882594197,0,539.6882594197,126.6882594197,15.582109078,-3.3117405803,,
319.84,2286.7580972824,0,503.7580972824,137.7580972824,16.8647032049,3.9009544252,,
320.23,2361.3441297098,0,519.3441297098,118.3441297098,11.7272732178,-1.6558702902,,
320.62,2394.9301621373,0,538.9301621373,126.9301621373,21.1538523423,4.7873049944,,
321.01,2286.4463567021,0,480.4463567021,129.4463567021,15.1274500961,-2.8393575837,,
321.4,2355.7580972824,0,518.7580972824,142.7580972824,21.1945437516,7.3295258538,,
321.79,2279.618421557,0,520.618421557,111.618421557,15.8740024226,-3.6672927287,,
322.18,2274.7580972824,0,498.7580972824,90.7580972824,19.6200562801,0.4723829967,,
322.57,2299.9301621373,0,542.9301621373,133.9301621373,21.5474742102,-2.0698378627,,
322.96,2367.3441297098,0,518.3441297098,127.3441297098,17.2379793682,0.0584154241,,
323.35,2382.3441297098,0,522.3441297098,111.3441297098,16.8443575003,3.4869868527,,
323.74,2317.9301621373,0,510.9301621373,119.9301621373,16.0367680599,-0.3555521484,,
324.13,2276.1720648549,0,466.1720648549,150.1720648549,20.8212675884,2.6006362835,,
324.52,2360.1720648549,0,513.1720648549,139.1720648549,18.0659145132,-0.8279351451,,
324.91,2292.1022269922,0,514.1022269922,134.1022269922,19.5386734615,-1.1834872935,,
325.3,2341.7580972824,0,509.7580972824,133.7580972824,22.3754093553,0.4723829967,,
325.69,2346.9301621373,0,531.9301621373,128.9301621373,19.9729867387,4.7873049944,,
326.08,2405.3441297098,0,539.3441297098,143.3441297098,15.2698700287,0.0584154241,,
326.47,2364.3441297098,0,523.3441297098,119.3441297098,20.7805761791,-1.6558702902,,
326.86,2215.9301621373,0,542.9301621373,145.9301621373,20.7602304744,3.0730192802,,
327.25,2314.3441297098,0,570.3441297098,115.3441297098,19.2060887076,-1.6558702902,,
327.64,2250.7580972824,0,497.7580972824,126.7580972824,20.4073000159,-1.2419027176,,
328.03,2276.7580972824,0,511.7580972824,125.7580972824,18.0455688086,0.4723829967,,
328.42,2256.1022269922,0,526.1022269922,131.1022269922,16.3896985184,2.2450841351,,
328.81,2293.3441297098,0,531.3441297098,134.3441297098,20.3869543112,-1.6558702902,,
329.2,2303.1022269922,0,484.1022269922,135.1022269922,20.7195390651,2.2450841351,,
329.59,2288.3441297098,0,530.3441297098,135.3441297098,15.2698700287,1.7727011384,,
329.98,2298.3441297098,0,480.3441297098,139.3441297098,22.3550636506,0.0584154241,,
330.37,2299.1720648549,0,528.1720648549,123.1720648549,19.6404019848,-0.8279351451,,
330.76,2262.5161945648,0,516.5161945648,134.5161945648,18.7717754304,-0.769519721,,
331.15,2283.1720648549,0,454.1720648549,133.1720648549,20.4276457205,-0.8279351451,,
331.54,2294.1720648549,0,452.1720648549,110.1720648549,17.2786707775,-0.8279351451,,
331.93,2281.1720648549,0,535.1720648549,158.1720648549,14.9169395702,-0.8279351451,,
332.32,2285.1720648549,0,513.1720648549,117.1720648549,18.853158249,2.6006362835,,
332.71,2203.9301621373,0,502.9301621373,122.9301621373,12.8877931168,-2.0698378627,,
333.1,2298.1022269922,0,508.1022269922,114.1022269922,14.0279673111,2.2450841351,,
333.49,2235.7580972824,0,480.7580972824,131.7580972824,19.2264344122,-1.2419027176,,
333.88,2264.3441297098,0,514.3441297098,130.3441297098,18.8124668397,0.0584154241,,
334.27,2189.9301621373,0,506.9301621373,121.9301621373,18.0048773993,1.3587335659,,
334.66,2208.5860324275,0,470.5860324275,134.5860324275,17.2990164821,-0.4139675725,,
335.05,2249.2742918471,0,493.2742918471,125.2742918471,18.3171164485,-0.2971367243,,
335.44,2242.3441297098,0,494.3441297098,131.3441297098,18.0252231039,0.0584154241,,
335.83,2255.7580972824,0,466.7580972824,113.7580972824,18.0455688086,-1.2419027176,,
336.22,2213.1022269922,0,500.1022269922,126.1022269922,17.5705641221,-2.8977730078,,
336.61,2347.1720648549,0,486.1720648549,114.1720648549,16.8850489096,4.3149219978,,
337,2251.9301621373,0,497.9301621373,123.9301621373,20.3666086065,-0.3555521484,,
337.39,2223.9301621373,0,477.9301621373,112.9301621373,18.3984992671,3.0730192802,,
337.78,2237.1720648549,0,517.1720648549,124.1720648549,14.5233177023,0.8863505692,,
338.17,2244.7580972824,0,477.7580972824,133.7580972824,20.013678148,0.4723829967,,
338.56,2190.5161945648,0,535.5161945648,131.5161945648,17.1972879588,-0.769519721,,
338.95,2222.2742918471,0,525.2742918471,122.2742918471,18.3171164485,-2.0114224386,,
339.34,2174.1022269922,0,508.1022269922,109.1022269922,13.2407235754,0.5307984208,,
339.73,2191.9301621373,0,504.9301621373,105.9301621373,16.4303899277,-0.3555521484,,
340.12,2205.9301621373,0,521.9301621373,134.9301621373,14.0686587204,3.0730192802,,
340.51,2240.7580972824,0,484.7580972824,124.7580972824,16.8647032049,2.186668711,,
340.9,2140.1022269922,0,538.1022269922,117.1022269922,17.9641859899,-2.8977730078,,
341.29,2146.9301621373,0,485.9301621373,98.9301621373,18.3984992671,1.3587335659,,
341.68,2128.7580972824,0,523.7580972824,125.7580972824,20.013678148,0.4723829967,,
342.07,2136.3441297098,0,513.3441297098,114.3441297098,19.2060887076,0.0584154241,,
342.46,2201.9301621373,0,490.9301621373,116.9301621373,14.4622805883,3.0730192802,,
342.85,2188.1720648549,0,530.1720648549,127.1720648549,17.6722926454,4.3149219978,,
343.24,2097.5860324275,0,494.5860324275,113.5860324275,19.2671258215,6.4431752846,,
343.63,2181.9301621373,0,496.9301621373,134.9301621373,14.8559024562,-0.3555521484,,
344.02,2193.1720648549,0,495.1720648549,113.1720648549,16.0978051738,2.6006362835,,
344.41,2210.5161945648,0,501.5161945648,111.5161945648,17.9845316946,2.6590517076,,
344.8,2241.9301621373,0,494.9301621373,107.9301621373,15.2495243241,1.3587335659,,
345.19,2239.1720648549,0,516.1720648549,128.1720648549,19.6404019848,0.8863505692,,
345.58,2172.3441297098,0,491.3441297098,120.3441297098,16.0571137645,1.7727011384,,
345.97,2083.6882594197,0,492.6882594197,121.6882594197,15.582109078,-3.3117405803,,
346.36,2183.1022269922,0,485.1022269922,128.1022269922,17.9641859899,-1.1834872935,,
346.75,2059.7580972824,0,516.7580972824,126.7580972824,16.471081337,0.4723829967,,
347.14,2172.3441297098,0,508.3441297098,117.3441297098,14.0890044251,1.7727011384,,
347.53,2190.9301621373,0,495.9301621373,101.9301621373,20.7602304744,-0.3555521484,,
347.92,2096.6882594197,0,469.6882594197,117.6882594197,13.2203778707,-1.597454866,,
348.31,2138.3441297098,0,463.3441297098,115.3441297098,17.631601236,0.0584154241,,
348.7,2103.3441297098,0,489.3441297098,115.3441297098,16.4507356324,1.7727011384,,
349.09,2140.6882594197,0,473.6882594197,104.6882594197,14.4012434743,1.8311165625,,
349.48,2179.9301621373,0,449.9301621373,109.9301621373,16.8240117956,-0.3555521484,,
349.87,2225.1720648549,0,516.1720648549,97.1720648549,18.0659145132,-0.8279351451,,
350.26,2182.7580972824,0,470.7580972824,129.7580972824,18.0455688086,-1.2419027176,,
350.65,2046.1720648549,0,514.1720648549,135.1720648549,23.1829987957,-0.8279351451,,
351.04,2182.7580972824,0,493.7580972824,119.7580972824,18.8328125443,0.4723829967,,
351.43,2066.7580972824,0,496.7580972824,120.7580972824,20.8009218837,2.186668711,,
351.82,2155.1720648549,0,460.1720648549,120.1720648549,23.1829987957,-0.8279351451,,
352.21,2165.3441297098,0,527.3441297098,105.3441297098,16.4507356324,-1.6558702902,,
352.6,2064.5161945648,0,463.5161945648,144.5161945648,14.4419348837,-0.769519721,,
352.99,2082.5161945648,0,442.5161945648,101.5161945648,16.803666091,-2.4838054352,,
353.38,2143.7580972824,0,502.7580972824,144.7580972824,12.9284845261,0.4723829967,,
353.77,2154.7580972824,0,451.7580972824,118.7580972824,14.5029719976,2.186668711,,
354.16,2062.1022269922,0,469.1022269922,115.1022269922,14.8152110469,-2.8977730078,,
354.55,2139.5860324275,0,527.5860324275,128.5860324275,15.3309071427,4.7288895703,,
354.94,2033.9301621373,0,483.9301621373,108.9301621373,15.2495243241,1.3587335659,,
355.33,2009.3441297098,0,450.3441297098,148.3441297098,15.2698700287,1.7727011384,,
355.72,2132.3441297098,0,453.3441297098,128.3441297098,17.2379793682,1.7727011384,,
356.11,2094.3441297098,0,477.3441297098,116.3441297098,19.2060887076,-1.6558702902,,
356.5,2007.1022269922,0,480.1022269922,117.1022269922,12.0598579717,2.2450841351,,
356.89,2044.7580972824,0,445.7580972824,124.7580972824,20.8009218837,-1.2419027176,,
357.28,2022.9301621373,0,491.9301621373,99.9301621373,15.643146192,-0.3555521484,,
357.67,2126.1720648549,0,466.1720648549,114.1720648549,13.3424520987,0.8863505692,,
358.06,2105.7580972824,0,480.7580972824,122.7580972824,13.7157282619,-1.2419027176,,
358.45,2037.5161945648,0,455.5161945648,108.5161945648,16.803666091,-0.769519721,,
358.84,2042.5161945648,0,486.5161945648,111.5161945648,17.5909098267,-2.4838054352,,
359.23,2043.5161945648,0,442.5161945648,110.5161945648,17.5909098267,0.9447659933,,
359.62,1911.7580972824,0,456.7580972824,108.7580972824,17.2583250728,-1.2419027176,,
360.01,1992.9301621373,0,481.9301621373,118.9301621373,14.4622805883,-0.3555521484,,
360.4,2081.9301621373,0,500.9301621373,106.9301621373,22.334717946,-2.0698378627,,
360.79,2027.3441297098,0,478.3441297098,133.3441297098,13.3017606893,8.6298439956,,
361.18,1971.7580972824,0,479.7580972824,123.7580972824,18.0455688086,3.9009544252,,
361.57,2027.7580972824,0,440.7580972824,93.7580972824,17.6519469407,0.4723829967,,
361.96,2107.9301621373,0,454.9301621373,111.9301621373,14.4622805883,-2.0698378627,,
362.35,2044.5161945648,0,466.5161945648,119.5161945648,13.26106928,-0.769519721,,
362.74,2028.9301621373,0,472.9301621373,101.9301621373,14.8559024562,-2.0698378627,,
363.13,2008.5161945648,0,420.5161945648,104.5161945648,12.4738255443,-2.4838054352,,
363.52,2096.7580972824,0,444.7580972824,112.7580972824,15.6838376013,-1.2419027176,,
363.91,2081.5860324275,0,488.5860324275,116.5860324275,12.5755540676,1.3003181417,,
364.3,2121.1022269922,0,459.1022269922,102.1022269922,16.3896985184,-1.1834872935,,
364.69,2035.1720648549,0,503.1720648549,111.1720648549,17.2786707775,0.8863505692,,
365.08,2018.7580972824,0,476.7580972824,116.7580972824,16.471081337,2.186668711,,
365.47,1998.9301621373,0,499.9301621373,98.9301621373,9.3451963059,-0.3555521484,,
365.86,1972.5161945648,0,451.5161945648,116.5161945648,10.8993380727,4.3733374219,,
366.25,1945.7580972824,0,463.7580972824,113.7580972824,17.6519469407,-1.2419027176,,
