# E(keV),beta sin absorb,rX sin absorb,20 micras,40 micras,60 micras,100 micras,,Area sin absorbente: 1.217e6
# 1,2,3,4,5,6,7,,
490.66,1023.7580972824,0,211.7580972824,43.7580972824,3.0879378291,2.186668711,,
491.05,1000.1022269922,0,225.1022269922,46.1022269922,1.038445671,-2.8977730078,,
491.44,1017.1022269922,0,197.1022269922,37.1022269922,1.8256894068,-2.8977730078,,
491.83,1008.9301621373,0,213.9301621373,31.9301621373,1.8663808161,-0.3555521484,,
492.22,932.1720648549,0,211.1720648549,36.1720648549,2.321039798,0.8863505692,,
492.61,1012,0,212,37,4.7234624146,0,,
493,966.1720648549,0,226.1720648549,31.1720648549,3.1082835337,-0.8279351451,,
493.39,965.7580972824,0,223.7580972824,34.7580972824,1.9070722254,0.4723829967,,
493.78,1009.5860324275,0,188.5860324275,31.5860324275,0.7668980311,4.7288895703,,
494.17,928.1720648549,0,177.1720648549,28.1720648549,3.5019054016,-0.8279351451,,
494.56,1001.1720648549,0,193.1720648549,41.1720648549,2.321039798,-0.8279351451,,
494.95,969,0,182,40,4.7234624146,3.4285714286,,
495.34,971.1720648549,0,209.1720648549,37.1720648549,2.7146616659,-0.8279351451,,
495.73,908.1720648549,0,204.1720648549,39.1720648549,2.321039798,-0.8279351451,,
496.12,928.5860324275,0,182.5860324275,39.5860324275,3.5222511063,-0.4139675725,,
496.51,1012.1720648549,0,181.1720648549,33.1720648549,2.321039798,0.8863505692,,
496.9,884.7580972824,0,233.7580972824,31.7580972824,2.6943159612,0.4723829967,,
497.29,939.7580972824,0,210.7580972824,34.7580972824,2.6943159612,0.4723829967,,
497.68,966.5860324275,0,194.5860324275,35.5860324275,3.5222511063,-0.4139675725,,
498.07,968.5860324275,0,176.5860324275,33.5860324275,4.309494842,1.3003181417,,
498.46,939,0,177,43,6.2979498861,0,,
498.85,948.9301621373,0,192.9301621373,34.9301621373,2.6536245519,-0.3555521484,,
499.24,957,0,210,28,3.5425968109,0,,
499.63,971.5860324275,0,226.5860324275,34.5860324275,3.9158729742,-0.4139675725,,
500.02,846.5860324275,0,193.5860324275,29.5860324275,2.7350073705,-0.4139675725,,
500.41,868.3441297098,0,206.3441297098,29.3441297098,1.8867265208,-1.6558702902,,
500.8,922,0,195,24,4.7234624146,1.7142857143,,
501.19,925.7580972824,0,193.7580972824,39.7580972824,2.6943159612,-1.2419027176,,
501.58,952.7580972824,0,196.7580972824,33.7580972824,3.481559697,-1.2419027176,,
501.97,875.7580972824,0,206.7580972824,20.7580972824,2.6943159612,0.4723829967,,
502.36,1010.5860324275,0,153.5860324275,37.5860324275,2.3413855026,-0.4139675725,,
502.75,937.9301621373,0,185.9301621373,35.9301621373,3.4408682876,-0.3555521484,,
503.14,887.5860324275,0,195.5860324275,37.5860324275,5.4903604457,-0.4139675725,,
503.53,877.3441297098,0,176.3441297098,32.3441297098,3.4612139923,3.4869868527,,
503.92,897.1720648549,0,175.1720648549,19.1720648549,2.7146616659,2.6006362835,,
504.31,903.3441297098,0,200.3441297098,41.3441297098,2.6739702565,3.4869868527,,
504.7,889,0,197,35,1.9681093394,0,,
505.09,891.5860324275,0,185.5860324275,35.5860324275,1.5541417669,1.3003181417,,
505.48,879.1022269922,0,175.1022269922,37.1022269922,1.038445671,-2.8977730078,,
505.87,875.5161945648,0,175.5161945648,27.5161945648,0.6651695078,-0.769519721,,
506.26,849.7580972824,0,182.7580972824,15.7580972824,1.1198284897,-1.2419027176,,
506.65,890.7580972824,0,185.7580972824,38.7580972824,1.5134503576,2.186668711,,
507.04,895.9301621373,0,173.9301621373,27.9301621373,2.6536245519,-0.3555521484,,
507.43,831.1720648549,0,189.1720648549,31.1720648549,2.7146616659,4.3149219978,,
507.82,853.5860324275,0,200.5860324275,35.5860324275,1.9477636347,1.3003181417,,
508.21,902.1720648549,0,170.1720648549,39.1720648549,1.5337960622,-0.8279351451,,
508.6,927.1720648549,0,194.1720648549,30.1720648549,2.7146616659,-0.8279351451,,
508.99,868.9301621373,0,141.9301621373,20.9301621373,0.6855152125,-0.3555521484,,
509.38,846.1720648549,0,177.1720648549,28.1720648549,2.7146616659,-0.8279351451,,
509.77,947.7580972824,0,153.7580972824,30.7580972824,1.9070722254,-1.2419027176,,
510.16,873.7580972824,0,181.7580972824,24.7580972824,1.1198284897,-1.2419027176,,
510.55,870.3441297098,0,155.3441297098,28.3441297098,-0.4750046865,-1.6558702902,,
510.94,897.9301621373,0,180.9301621373,35.9301621373,1.0791370804,1.3587335659,,
511.33,826.3441297098,0,166.3441297098,25.3441297098,1.4931046529,-1.6558702902,,
511.72,906.1720648549,0,170.1720648549,21.1720648549,1.5337960622,-0.8279351451,,
512.11,901.1720648549,0,181.1720648549,24.1720648549,2.321039798,-0.8279351451,,
512.5,877.7580972824,0,168.7580972824,32.7580972824,2.3006940933,-1.2419027176,,
512.89,891.7580972824,0,158.7580972824,27.7580972824,1.5134503576,0.4723829967,,
513.28,818.7580972824,0,184.7580972824,22.7580972824,3.481559697,-1.2419027176,,
513.67,847.5860324275,0,165.5860324275,18.5860324275,4.7031167099,-0.4139675725,,
514.06,808.1720648549,0,187.1720648549,19.1720648549,2.321039798,-0.8279351451,,
514.45,820.3441297098,0,174.3441297098,23.3441297098,1.4931046529,0.0584154241,,
514.84,841.5860324275,0,160.5860324275,25.5860324275,3.1286292384,1.3003181417,,
515.23,756.1720648549,0,190.1720648549,13.1720648549,2.7146616659,0.8863505692,,
515.62,836.3441297098,0,157.3441297098,17.3441297098,0.7058609171,-1.6558702902,,
516.01,854.1720648549,0,152.1720648549,27.1720648549,1.5337960622,2.6006362835,,
516.4,783.1720648549,0,158.1720648549,26.1720648549,1.1401741943,-0.8279351451,,
516.79,784.1720648549,0,152.1720648549,25.1720648549,0.7465523264,-0.8279351451,,
517.18,798.1720648549,0,152.1720648549,23.1720648549,2.7146616659,-0.8279351451,,
517.57,804.9301621373,0,141.9301621373,27.9301621373,1.0791370804,-2.0698378627,,
517.96,807,0,164,23,1.1808656036,0,,
518.35,810.9301621373,0,183.9301621373,22.9301621373,0.2918933446,-2.0698378627,,
518.74,835.5860324275,0,155.5860324275,26.5860324275,0.7668980311,1.3003181417,,
519.13,837.3441297098,0,178.3441297098,23.3441297098,0.7058609171,0.0584154241,,
519.52,801.3441297098,0,156.3441297098,27.3441297098,1.099482785,0.0584154241,,
519.91,821.1720648549,0,159.1720648549,29.1720648549,1.5337960622,-0.8279351451,,
520.3,775.5860324275,0,165.5860324275,23.5860324275,1.5541417669,-0.4139675725,,
520.69,815,0,140,15,1.9681093394,0,,
521.08,772.5860324275,0,164.5860324275,32.5860324275,3.9158729742,-0.4139675725,,
521.47,761.7580972824,0,150.7580972824,18.7580972824,0.7262066218,2.186668711,,
521.86,762.7580972824,0,155.7580972824,18.7580972824,0.7262066218,-1.2419027176,,
522.25,759.1720648549,0,146.1720648549,28.1720648549,2.321039798,-0.8279351451,,
522.64,785.9301621373,0,133.9301621373,12.9301621373,1.8663808161,-0.3555521484,,
523.03,763.1720648549,0,154.1720648549,19.1720648549,1.9274179301,2.6006362835,,
523.42,750,0,142,31,5.1170842825,1.7142857143,,
523.81,759.7580972824,0,132.7580972824,16.7580972824,0.7262066218,-1.2419027176,,
524.2,760.5860324275,0,135.5860324275,14.5860324275,1.5541417669,1.3003181417,,
524.59,757.5860324275,0,164.5860324275,21.5860324275,0.3732761632,1.3003181417,,
524.98,742.1720648549,0,131.1720648549,27.1720648549,0.7465523264,0.8863505692,,
525.37,708,0,135,19,1.1808656036,1.7142857143,,
525.76,761.3441297098,0,152.3441297098,17.3441297098,0.3122390492,0.0584154241,,
526.15,722.9301621373,0,158.9301621373,19.9301621373,-0.1017285233,-2.0698378627,,
526.54,747.1720648549,0,148.1720648549,29.1720648549,0.7465523264,-0.8279351451,,
526.93,737.7580972824,0,153.7580972824,24.7580972824,0.3325847539,-1.2419027176,,
527.32,748.1720648549,0,139.1720648549,17.1720648549,0.3529304586,-0.8279351451,,
527.71,732,0,155,13,1.9681093394,1.7142857143,,
528.1,742.7580972824,0,123.7580972824,17.7580972824,1.9070722254,-1.2419027176,,
528.49,691.7580972824,0,117.7580972824,19.7580972824,0.7262066218,-1.2419027176,,
528.88,747.1720648549,0,150.1720648549,20.1720648549,0.3529304586,0.8863505692,,
529.27,726.7580972824,0,141.7580972824,28.7580972824,3.0879378291,-1.2419027176,,
529.66,717.5860324275,0,139.5860324275,22.5860324275,1.9477636347,-0.4139675725,,
530.05,700.7580972824,0,140.7580972824,29.7580972824,0.7262066218,2.186668711,,
530.44,675.7580972824,0,144.7580972824,11.7580972824,1.9070722254,0.4723829967,,
530.83,715.7580972824,0,135.7580972824,21.7580972824,2.3006940933,-1.2419027176,,
531.22,711.3441297098,0,140.3441297098,16.3441297098,-0.4750046865,-1.6558702902,,
531.61,713,0,172,12,1.5744874715,1.7142857143,,
532,722.1720648549,0,123.1720648549,13.1720648549,1.9274179301,-0.8279351451,,
532.39,638.1720648549,0,124.1720648549,14.1720648549,-0.8279351451,-0.8279351451,,
532.78,676.1720648549,0,112.1720648549,16.1720648549,0.7465523264,0.8863505692,,
533.17,661.5860324275,0,131.5860324275,16.5860324275,1.160519899,-0.4139675725,,
533.56,691.1720648549,0,137.1720648549,16.1720648549,0.3529304586,-0.8279351451,,
533.95,697.1720648549,0,118.1720648549,18.1720648549,1.9274179301,2.6006362835,,
534.34,685.3441297098,0,134.3441297098,13.3441297098,0.3122390492,0.0584154241,,
534.73,688.7580972824,0,120.7580972824,15.7580972824,0.7262066218,-1.2419027176,,
535.12,699.5860324275,0,108.5860324275,13.5860324275,2.3413855026,-0.4139675725,,
535.51,619.1720648549,0,132.1720648549,16.1720648549,1.5337960622,6.0292077121,,
535.9,661.3441297098,0,131.3441297098,9.3441297098,-0.4750046865,-1.6558702902,,
536.29,674.3441297098,0,117.3441297098,11.3441297098,1.4931046529,0.0584154241,,
536.68,683.5860324275,0,142.5860324275,13.5860324275,3.1286292384,1.3003181417,,
537.07,653.5860324275,0,107.5860324275,15.5860324275,0.3732761632,1.3003181417,,
537.46,618.1720648549,0,121.1720648549,18.1720648549,1.5337960622,0.8863505692,,
537.85,634.5860324275,0,132.5860324275,19.5860324275,1.5541417669,1.3003181417,,
538.24,628,0,142,17,1.1808656036,3.4285714286,,
538.63,703.1720648549,0,127.1720648549,11.1720648549,1.9274179301,-0.8279351451,,
539.02,675.5860324275,0,138.5860324275,28.5860324275,1.160519899,3.014603856,,
539.41,635.1720648549,0,117.1720648549,17.1720648549,0.7465523264,0.8863505692,,
539.8,647.3441297098,0,104.3441297098,14.3441297098,-0.4750046865,3.4869868527,,
540.19,641.7580972824,0,130.7580972824,18.7580972824,-0.061037114,0.4723829967,,
540.58,619.5860324275,0,118.5860324275,14.5860324275,1.160519899,1.3003181417,,
540.97,639.7580972824,0,98.7580972824,12.7580972824,1.5134503576,-1.2419027176,,
541.36,607.1720648549,0,113.1720648549,21.1720648549,0.7465523264,0.8863505692,,
541.75,610.3441297098,0,105.3441297098,6.3441297098,0.3122390492,-1.6558702902,,
542.14,599.9301621373,0,112.9301621373,13.9301621373,-0.1017285233,3.0730192802,,
542.53,656.3441297098,0,103.3441297098,15.3441297098,-0.4750046865,0.0584154241,,
542.92,612.3441297098,0,88.3441297098,13.3441297098,-0.4750046865,-1.6558702902,,
543.31,694.1720648549,0,125.1720648549,14.1720648549,0.7465523264,-0.8279351451,,
543.7,618,0,99,14,2.3617312073,3.4285714286,,
544.09,600,0,117,16,1.5744874715,0,,
544.48,657.7580972824,0,97.7580972824,20.7580972824,1.9070722254,-1.2419027176,,
544.87,602,0,127,7,1.5744874715,0,,
545.26,620.1720648549,0,130.1720648549,13.1720648549,0.3529304586,-0.8279351451,,
545.65,594.1720648549,0,96.1720648549,18.1720648549,1.9274179301,-0.8279351451,,
546.04,600.7580972824,0,124.7580972824,13.7580972824,0.7262066218,-1.2419027176,,
546.43,626.3441297098,0,105.3441297098,13.3441297098,-0.4750046865,-1.6558702902,,
546.82,633.5860324275,0,107.5860324275,13.5860324275,1.5541417669,1.3003181417,,
547.21,590.1720648549,0,108.1720648549,9.1720648549,1.5337960622,-0.8279351451,,
547.6,601.9301621373,0,117.9301621373,6.9301621373,1.0791370804,1.3587335659,,
547.99,611.5860324275,0,88.5860324275,10.5860324275,2.3413855026,-0.4139675725,,
548.38,575.1720648549,0,90.1720648549,13.1720648549,0.7465523264,-0.8279351451,,
548.77,538.7580972824,0,113.7580972824,12.7580972824,0.7262066218,-1.2419027176,,
549.16,602.1720648549,0,97.1720648549,16.1720648549,0.7465523264,-0.8279351451,,
549.55,579.5860324275,0,99.5860324275,10.5860324275,1.9477636347,-0.4139675725,,
549.94,578,0,97,6,3.1489749431,1.7142857143,,
550.33,594.5860324275,0,103.5860324275,12.5860324275,0.7668980311,-0.4139675725,,
550.72,532.7580972824,0,91.7580972824,9.7580972824,-0.061037114,0.4723829967,,
551.11,606.1720648549,0,99.1720648549,17.1720648549,1.9274179301,2.6006362835,,
551.5,554.5860324275,0,91.5860324275,7.5860324275,2.3413855026,-0.4139675725,,
551.89,584.1720648549,0,104.1720648549,13.1720648549,-0.8279351451,0.8863505692,,
552.28,535.5860324275,0,102.5860324275,15.5860324275,0.3732761632,1.3003181417,,
552.67,577.1720648549,0,94.1720648549,12.1720648549,-0.0406914093,-0.8279351451,,
553.06,580.7580972824,0,97.7580972824,17.7580972824,0.7262066218,-1.2419027176,,
553.45,549.7580972824,0,84.7580972824,13.7580972824,-0.061037114,2.186668711,,
553.84,540.1720648549,0,80.1720648549,14.1720648549,1.1401741943,-0.8279351451,,
554.23,600.3441297098,0,101.3441297098,23.3441297098,0.7058609171,0.0584154241,,
554.62,511.1720648549,0,95.1720648549,10.1720648549,-0.4343132772,-0.8279351451,,
555.01,512.7580972824,0,83.7580972824,12.7580972824,-0.4546589819,2.186668711,,
555.4,519.7580972824,0,97.7580972824,16.7580972824,0.3325847539,-1.2419027176,,
555.79,554.5860324275,0,98.5860324275,8.5860324275,0.3732761632,3.014603856,,
556.18,541.5860324275,0,88.5860324275,9.5860324275,0.7668980311,3.014603856,,
556.57,537.5860324275,0,83.5860324275,8.5860324275,-0.0203457047,-0.4139675725,,
556.96,551.1720648549,0,100.1720648549,11.1720648549,0.7465523264,-0.8279351451,,
557.35,552.1720648549,0,95.1720648549,19.1720648549,-0.0406914093,0.8863505692,,
557.74,516.7580972824,0,91.7580972824,10.7580972824,1.5134503576,0.4723829967,,
558.13,541.1720648549,0,94.1720648549,12.1720648549,-0.4343132772,-0.8279351451,,
558.52,516,0,88,16,1.5744874715,1.7142857143,,
558.91,524,0,98,9,1.5744874715,1.7142857143,,
559.3,531.3441297098,0,83.3441297098,5.3441297098,-0.8686265544,-1.6558702902,,
559.69,505.7580972824,0,83.7580972824,7.7580972824,-0.4546589819,-1.2419027176,,
560.08,502.3441297098,0,91.3441297098,8.3441297098,0.3122390492,-1.6558702902,,
560.47,530.5860324275,0,82.5860324275,10.5860324275,1.5541417669,1.3003181417,,
560.86,537.5860324275,0,96.5860324275,8.5860324275,0.3732761632,-0.4139675725,,
561.25,502.5860324275,0,78.5860324275,5.5860324275,1.9477636347,-0.4139675725,,
561.64,495.1720648549,0,79.1720648549,9.1720648549,-0.0406914093,-0.8279351451,,
562.03,534.9301621373,0,73.9301621373,6.9301621373,-0.4953503912,-2.0698378627,,
562.42,465.5860324275,0,87.5860324275,8.5860324275,-0.0203457047,3.014603856,,
562.81,510.1720648549,0,71.1720648549,8.1720648549,1.1401741943,-0.8279351451,,
563.2,491.1720648549,0,74.1720648549,10.1720648549,1.1401741943,-0.8279351451,,
563.59,481.7580972824,0,80.7580972824,12.7580972824,1.5134503576,-1.2419027176,,
563.98,472.5860324275,0,79.5860324275,17.5860324275,-0.0203457047,-0.4139675725,,
564.37,462.1720648549,0,71.1720648549,7.1720648549,0.3529304586,-0.8279351451,,
564.76,483.7580972824,0,53.7580972824,7.7580972824,1.5134503576,0.4723829967,,
565.15,469.7580972824,0,65.7580972824,6.7580972824,0.7262066218,-1.2419027176,,
565.54,452.3441297098,0,78.3441297098,6.3441297098,-1.6558702902,-1.6558702902,,
565.93,497,0,66,7,1.1808656036,3.4285714286,,
566.32,497.3441297098,0,75.3441297098,6.3441297098,-0.4750046865,-1.6558702902,,
566.71,474,0,71,10,0.7872437358,1.7142857143,,
567.1,438.1720648549,0,86.1720648549,3.1720648549,0.7465523264,-0.8279351451,,
567.49,492.5860324275,0,72.5860324275,9.5860324275,-0.0203457047,1.3003181417,,
567.88,452.1720648549,0,68.1720648549,4.1720648549,-0.4343132772,-0.8279351451,,
568.27,482.7580972824,0,85.7580972824,10.7580972824,-0.8482808497,-1.2419027176,,
568.66,461.3441297098,0,66.3441297098,6.3441297098,-0.0813828186,-1.6558702902,,
569.05,488.5860324275,0,67.5860324275,8.5860324275,0.3732761632,1.3003181417,,
569.44,516.5161945648,0,84.5161945648,6.5161945648,-2.0901835674,-2.4838054352,,
569.83,482.5860324275,0,75.5860324275,9.5860324275,0.3732761632,3.014603856,,
570.22,441.1720648549,0,76.1720648549,4.1720648549,-0.0406914093,-0.8279351451,,
570.61,448.1720648549,0,58.1720648549,6.1720648549,1.5337960622,-0.8279351451,,
571,463.3441297098,0,63.3441297098,6.3441297098,-0.0813828186,1.7727011384,,
571.39,442.5860324275,0,73.5860324275,7.5860324275,0.3732761632,-0.4139675725,,
571.78,455.1720648549,0,47.1720648549,4.1720648549,1.1401741943,-0.8279351451,,
572.17,450,0,79,5,0,1.7142857143,,
572.56,429.7580972824,0,79.7580972824,11.7580972824,0.3325847539,0.4723829967,,
572.95,450.7580972824,0,66.7580972824,4.7580972824,-0.4546589819,-1.2419027176,,
573.34,425.9301621373,0,80.9301621373,2.9301621373,-0.8889722591,-2.0698378627,,
573.73,444.9301621373,0,68.9301621373,3.9301621373,-0.4953503912,-0.3555521484,,
574.12,435,0,84,10,0,1.7142857143,,
574.51,449.1720648549,0,69.1720648549,5.1720648549,-0.8279351451,-0.8279351451,,
574.9,419,0,64,4,0.7872437358,1.7142857143,,
575.29,428.5860324275,0,56.5860324275,4.5860324275,0.3732761632,3.014603856,,
575.68,436,0,50,5,0.7872437358,1.7142857143,,
576.07,430.7580972824,0,55.7580972824,7.7580972824,-1.2419027176,-1.2419027176,,
576.46,394.7580972824,0,53.7580972824,7.7580972824,0.3325847539,2.186668711,,
576.85,427.1720648549,0,62.1720648549,6.1720648549,-0.0406914093,-0.8279351451,,
577.24,405.1720648549,0,62.1720648549,9.1720648549,-0.0406914093,0.8863505692,,
577.63,419.1720648549,0,63.1720648549,7.1720648549,-0.0406914093,0.8863505692,,
578.02,437,0,69,9,1.9681093394,0,,
578.41,404.5161945648,0,58.5161945648,3.5161945648,-2.0901835674,-0.769519721,,
578.8,399.1720648549,0,60.1720648549,11.1720648549,-0.0406914093,-0.8279351451,,
579.19,385.1720648549,0,50.1720648549,5.1720648549,-0.4343132772,-0.8279351451,,
579.58,396.1720648549,0,59.1720648549,5.1720648549,0.7465523264,2.6006362835,,
579.97,412.1720648549,0,55.1720648549,6.1720648549,-0.0406914093,-0.8279351451,,
580.36,391.1720648549,0,47.1720648549,0.1720648549,-0.0406914093,0.8863505692,,
580.75,408.3441297098,0,57.3441297098,1.3441297098,-0.4750046865,0.0584154241,,
581.14,393.1720648549,0,55.1720648549,3.1720648549,1.1401741943,0.8863505692,,
581.53,382.1720648549,0,35.1720648549,6.1720648549,-0.0406914093,-0.8279351451,,
581.92,407.1720648549,0,49.1720648549,1.1720648549,1.1401741943,-0.8279351451,,
582.31,342.1720648549,0,64.1720648549,5.1720648549,-0.0406914093,-0.8279351451,,
582.7,397.1720648549,0,46.1720648549,3.1720648549,1.1401741943,-0.8279351451,,
583.09,403.1720648549,0,55.1720648549,6.1720648549,0.7465523264,-0.8279351451,,
583.48,350.9301621373,0,41.9301621373,1.9301621373,-0.4953503912,-2.0698378627,,
583.87,395.9301621373,0,55.9301621373,0.9301621373,-1.2825941269,-0.3555521484,,
584.26,357.1720648549,0,51.1720648549,-0.8279351451,-0.0406914093,-0.8279351451,,
584.65,362.5860324275,0,52.5860324275,3.5860324275,1.9477636347,-0.4139675725,,
585.04,391.7580972824,0,38.7580972824,3.7580972824,-1.2419027176,-1.2419027176,,
585.43,367.1720648549,0,63.1720648549,5.1720648549,-0.0406914093,-0.8279351451,,
585.82,366.5860324275,0,46.5860324275,3.5860324275,-0.0203457047,-0.4139675725,,
586.21,344.3441297098,0,45.3441297098,2.3441297098,0.3122390492,-1.6558702902,,
586.6,368.9301621373,0,38.9301621373,2.9301621373,-1.2825941269,3.0730192802,,
586.99,380.5860324275,0,45.5860324275,3.5860324275,-0.0203457047,1.3003181417,,
587.38,342.5860324275,0,49.5860324275,5.5860324275,-0.0203457047,-0.4139675725,,
587.77,356.1720648549,0,34.1720648549,4.1720648549,-0.4343132772,-0.8279351451,,
588.16,362,0,48,4,0.7872437358,0,,
588.55,354.1720648549,0,47.1720648549,0.1720648549,0.3529304586,0.8863505692,,
588.94,348.3441297098,0,47.3441297098,2.3441297098,0.3122390492,0.0584154241,,
589.33,294.7580972824,0,43.7580972824,4.7580972824,-0.061037114,-1.2419027176,,
589.72,380.7580972824,0,44.7580972824,2.7580972824,2.3006940933,0.4723829967,,
590.11,340.1720648549,0,39.1720648549,-0.8279351451,-0.4343132772,-0.8279351451,,
590.5,326.7580972824,0,41.7580972824,2.7580972824,1.9070722254,0.4723829967,,
590.89,357.1720648549,0,41.1720648549,8.1720648549,0.3529304586,-0.8279351451,,
591.28,346.7580972824,0,44.7580972824,-0.2419027176,-0.8482808497,-1.2419027176,,
591.67,356.7580972824,0,33.7580972824,-1.2419027176,-0.4546589819,-1.2419027176,,
592.06,328.3441297098,0,37.3441297098,-0.6558702902,-0.8686265544,0.0584154241,,
592.45,337,0,46,3,1.1808656036,1.7142857143,,
592.84,330.1720648549,0,49.1720648549,2.1720648549,-0.4343132772,0.8863505692,,
593.23,354.5860324275,0,46.5860324275,2.5860324275,-0.4139675725,-0.4139675725,,
593.62,352.3441297098,0,37.3441297098,2.3441297098,-0.0813828186,-1.6558702902,,
594.01,310.5860324275,0,41.5860324275,0.5860324275,-0.0203457047,-0.4139675725,,
594.4,316.7580972824,0,44.7580972824,0.7580972824,-0.4546589819,0.4723829967,,
594.79,327.3441297098,0,43.3441297098,4.3441297098,-0.8686265544,1.7727011384,,
595.18,334.1720648549,0,36.1720648549,0.1720648549,-0.4343132772,0.8863505692,,
595.57,313.3441297098,0,45.3441297098,-1.6558702902,-0.8686265544,0.0584154241,,
595.96,307,0,46,4,1.1808656036,1.7142857143,,
596.35,320.7580972824,0,29.7580972824,0.7580972824,-0.4546589819,0.4723829967,,
596.74,328.5860324275,0,25.5860324275,4.5860324275,-0.0203457047,1.3003181417,,
597.13,308.5860324275,0,35.5860324275,1.5860324275,0.7668980311,-0.4139675725,,
597.52,311.3441297098,0,29.3441297098,3.3441297098,0.3122390492,-1.6558702902,,
597.91,312.7580972824,0,38.7580972824,0.7580972824,-0.4546589819,-1.2419027176,,
598.3,304.5860324275,0,32.5860324275,2.5860324275,0.7668980311,-0.4139675725,,
598.69,298,0,41,3,0,0,,
599.08,294.5860324275,0,33.5860324275,2.5860324275,0.7668980311,-0.4139675725,,
599.47,305.5860324275,0,27.5860324275,2.5860324275,-0.4139675725,-0.4139675725,,
599.86,323.5860324275,0,47.5860324275,1.5860324275,-0.4139675725,1.3003181417,,
600.25,281.7580972824,0,30.7580972824,0.7580972824,-0.4546589819,0.4723829967,,
600.64,289.5860324275,0,53.5860324275,0.5860324275,1.160519899,1.3003181417,,
601.03,261.7580972824,0,32.7580972824,1.7580972824,0.7262066218,-1.2419027176,,
601.42,281.1720648549,0,33.1720648549,1.1720648549,-0.4343132772,-0.8279351451,,
601.81,302.1720648549,0,39.1720648549,2.1720648549,-0.0406914093,-0.8279351451,,
602.2,272,0,36,4,1.1808656036,0,,
602.59,283.5860324275,0,42.5860324275,1.5860324275,-0.0203457047,-0.4139675725,,
602.98,291.7580972824,0,29.7580972824,-0.2419027176,0.3325847539,-1.2419027176,,
603.37,281.5860324275,0,27.5860324275,-0.4139675725,0.3732761632,-0.4139675725,,
603.76,268.7580972824,0,38.7580972824,0.7580972824,-0.8482808497,2.186668711,,
604.15,248.5860324275,0,23.5860324275,3.5860324275,1.160519899,-0.4139675725,,
604.54,282.9301621373,0,29.9301621373,0.9301621373,-1.6762159948,-2.0698378627,,
604.93,276,0,35,1,0.3936218679,0,,
605.32,285,0,35,3,1.9681093394,1.7142857143,,
605.71,286.3441297098,0,32.3441297098,0.3441297098,-0.4750046865,-1.6558702902,,
606.1,255,0,31,5,0.7872437358,0,,
606.49,227.7580972824,0,33.7580972824,1.7580972824,-0.4546589819,0.4723829967,,
606.88,273.7580972824,0,28.7580972824,-0.2419027176,-1.2419027176,-1.2419027176,,
607.27,262.5860324275,0,27.5860324275,0.5860324275,0.3732761632,-0.4139675725,,
607.66,255.7580972824,0,26.7580972824,-0.2419027176,-0.8482808497,0.4723829967,,
608.05,253.5860324275,0,28.5860324275,-0.4139675725,-0.0203457047,-0.4139675725,,
608.44,216.3441297098,0,30.3441297098,-1.6558702902,-0.8686265544,-1.6558702902,,
608.83,248.5860324275,0,28.5860324275,-0.4139675725,0.3732761632,-0.4139675725,,
609.22,260.7580972824,0,28.7580972824,0.7580972824,-0.8482808497,-1.2419027176,,
609.61,231.7580972824,0,29.7580972824,1.7580972824,-0.8482808497,-1.2419027176,,
610,235.7580972824,0,19.7580972824,2.7580972824,-0.8482808497,0.4723829967,,
610.39,247.7580972824,0,26.7580972824,5.7580972824,-0.4546589819,-1.2419027176,,
610.78,246,0,29,2,0,1.7142857143,,
611.17,261,0,30,2,0,0,,
611.56,246.7580972824,0,25.7580972824,1.7580972824,-0.4546589819,0.4723829967,,
611.95,233,0,30,2,0.3936218679,3.4285714286,,
612.34,248.1720648549,0,31.1720648549,2.1720648549,-0.4343132772,-0.8279351451,,
612.73,231.5860324275,0,27.5860324275,1.5860324275,0.3732761632,-0.4139675725,,
613.12,244.5860324275,0,23.5860324275,2.5860324275,-0.0203457047,-0.4139675725,,
613.51,240.7580972824,0,25.7580972824,0.7580972824,-0.4546589819,0.4723829967,,
613.9,238.5860324275,0,15.5860324275,1.5860324275,0.7668980311,-0.4139675725,,
614.29,221.1720648549,0,16.1720648549,2.1720648549,0.3529304586,-0.8279351451,,
614.68,205.5860324275,0,22.5860324275,-0.4139675725,0.7668980311,1.3003181417,,
615.07,229.1720648549,0,23.1720648549,1.1720648549,-0.4343132772,-0.8279351451,,
615.46,214.5860324275,0,20.5860324275,-0.4139675725,0.7668980311,-0.4139675725,,
615.85,242.5860324275,0,22.5860324275,2.5860324275,-0.4139675725,-0.4139675725,,
616.24,215.1720648549,0,17.1720648549,1.1720648549,-0.0406914093,-0.8279351451,,
616.63,199.5860324275,0,26.5860324275,1.5860324275,0.3732761632,-0.4139675725,,
617.02,210.1720648549,0,24.1720648549,2.1720648549,-0.4343132772,0.8863505692,,
617.41,228.5860324275,0,24.5860324275,-0.4139675725,-0.0203457047,-0.4139675725,,
617.8,188.1022269922,0,21.1022269922,-1.8977730078,-2.110529272,-2.8977730078,,
618.19,195.7580972824,0,17.7580972824,-1.2419027176,0.3325847539,-1.2419027176,,
618.58,202.1720648549,0,16.1720648549,1.1720648549,0.3529304586,-0.8279351451,,
618.97,229.1720648549,0,22.1720648549,0.1720648549,-0.8279351451,2.6006362835,,
619.36,216.7580972824,0,17.7580972824,-1.2419027176,-0.4546589819,-1.2419027176,,
619.75,184.1720648549,0,19.1720648549,0.1720648549,-0.0406914093,-0.8279351451,,
