280,13,idxs,,,,,,,,,,,
141,1,1,0.574,0.321,0.142,0.0774,0.0479,0.0231,0.0104,0.00236,0.000972,0.000348,0.0000955
142,1,1,0.577,0.323,0.142,0.0773,0.0475,0.023,0.0103,0.00232,0.000952,0.000344,0.0000932
143,1,1,0.58,0.325,0.142,0.0774,0.0472,0.023,0.0103,0.00231,0.00095,0.000344,0.0000901
144,1,1,0.583,0.327,0.142,0.0774,0.0468,0.0228,0.0102,0.00228,0.000934,0.000334,0.0000906
145,1,1,0.586,0.329,0.141,0.0777,0.0465,0.0227,0.0102,0.00227,0.00094,0.000332,0.000091
146,1,1,0.589,0.331,0.141,0.0778,0.0462,0.0226,0.0101,0.00224,0.000929,0.000325,0.000092
147,1,1,0.592,0.334,0.141,0.0781,0.046,0.0224,0.0101,0.00223,0.000928,0.000325,0.0000898
148,1,1,0.595,0.336,0.141,0.0784,0.0459,0.0223,0.0101,0.00221,0.000918,0.000324,0.0000871
149,1,1,0.598,0.338,0.14,0.0786,0.0458,0.0222,0.0101,0.00218,0.000905,0.000323,0.0000857
150,1,1,0.601,0.341,0.14,0.0789,0.0458,0.0222,0.0101,0.00217,0.000898,0.000321,0.000086
151,1,1,0.604,0.343,0.14,0.079,0.0458,0.0221,0.0101,0.00214,0.000879,0.000312,0.0000882
152,1,1,0.607,0.345,0.141,0.0791,0.0459,0.0222,0.0101,0.00214,0.00088,0.000308,0.0000872
153,1,1,0.61,0.348,0.141,0.0791,0.046,0.0221,0.0101,0.0021,0.000866,0.000299,0.0000858
154,1,1,0.612,0.35,0.141,0.079,0.0461,0.0222,0.0101,0.0021,0.000873,0.000301,0.0000827
155,1,1,0.616,0.352,0.141,0.0789,0.0461,0.0222,0.0101,0.00207,0.000866,0.000301,0.0000827
156,1,1,0.618,0.354,0.141,0.0787,0.0461,0.0222,0.01,0.00207,0.000867,0.000305,0.0000835
157,1,1,0.621,0.356,0.142,0.0785,0.0461,0.0222,0.01,0.00205,0.000863,0.000306,0.000084
158,1,1,0.624,0.358,0.142,0.0782,0.046,0.0221,0.00995,0.00204,0.000851,0.000302,0.0000826
159,1,1,0.627,0.359,0.142,0.078,0.046,0.0221,0.00995,0.00204,0.000849,0.000299,0.0000791
160,1,1,0.63,0.361,0.142,0.0778,0.0459,0.022,0.00991,0.00202,0.000831,0.00029,0.000078
161,1,1,0.632,0.362,0.143,0.0778,0.046,0.0219,0.00995,0.00203,0.000838,0.000293,0.000078
162,1,1,0.635,0.363,0.143,0.0776,0.046,0.0218,0.00992,0.00201,0.000826,0.00029,0.0000804
163,1,1,0.637,0.364,0.143,0.0777,0.0461,0.0217,0.00998,0.00202,0.000836,0.000297,0.0000797
164,1,1,0.639,0.365,0.143,0.0777,0.0462,0.0217,0.00997,0.00201,0.000831,0.000296,0.0000777
