#  ,15eV,15eV,15eV,15eV,15eV,15eV,15eV,,,10eV,10eV,10eV,10eV,10eV
# E(MeV) , 0mTorr,2mTorr,2mTorr Ref,9.5mTorr,9.5mTorr Ref,10mTorr,10mTorr Ref,,2mTorr,2mTorr Ref,9.5mTorr,9.5mTorr Ref,10mTorr,10mTorr Ref
1.1525E-05,1000000,714756,757266,147245,156605,130379,137712,,132,154,0,0,1,1
1.1535E-05,1000000,714567,756948,146982,156257,130096,137419,,129,148,0,0,1,1
1.1545E-05,1000000,714372,756672,146682,155932,129827,137142,,125,142,0,0,1,1
1.1555E-05,1000000,714153,756360,146395,155646,129565,136851,,122,141,0,0,1,1
1.1565E-05,1000000,713909,756082,146122,155327,129318,136555,,117,138,0,0,1,1
1.1575E-05,1000000,713711,755777,145840,155051,129047,136257,,115,135,0,0,1,1
1.1585E-05,1000000,713521,755490,145544,154720,128770,135933,,107,134,0,0,1,1
1.1595E-05,1000000,713331,755221,145255,154379,128487,135635,,106,131,0,0,1,1
1.1605E-05,1000000,713153,754950,144997,154056,128221,135301,,101,126,0,0,1,1
1.1615E-05,1000000,712941,754629,144693,153760,127934,135012,,98,123,0,0,1,1
1.1625E-05,1000000,712730,754347,144403,153419,127676,134689,,96,116,0,0,1,1
1.1635E-05,1000000,712508,754014,144110,153072,127410,134403,,93,110,0,0,1,1
1.1645E-05,1000000,712279,753678,143830,152788,127131,134110,,92,109,0,0,1,1
1.1655E-05,1000000,712071,753381,143522,152456,126839,133812,,92,107,0,0,0,1
1.1665E-05,1000000,711861,753085,143234,152135,126581,133522,,90,105,0,0,0,1
1.1675E-05,1000000,711646,752769,142965,151788,126325,133238,,88,102,0,0,0,0
1.1685E-05,1000000,711405,752447,142649,151458,126032,132949,,85,100,0,0,0,0
1.1695E-05,1000000,711177,752130,142375,151121,125755,132675,,84,97,0,0,0,0
1.1705E-05,1000000,710964,751844,142068,150782,125486,132376,,82,95,0,0,0,0
1.1715E-05,1000000,710717,751506,141777,150450,125209,132069,,79,93,0,0,0,0
1.1725E-05,1000000,710471,751173,141458,150139,124914,131725,,71,90,0,0,0,0
1.1735E-05,1000000,710260,750860,141125,149798,124640,131416,,66,87,0,0,0,0
1.1745E-05,1000000,710038,750537,140802,149474,124381,131082,,63,81,0,0,0,0
1.1755E-05,1000000,709790,750218,140504,149113,124087,130771,,60,78,0,0,0,0
1.1765E-05,1000000,709559,749907,140218,148766,123835,130457,,56,76,0,0,0,0
1.1775E-05,1000000,709337,749614,139917,148444,123532,130157,,55,69,0,0,0,0
1.1785E-05,1000000,709109,749290,139628,148074,123266,129833,,54,68,0,0,0,0
1.1795E-05,1000000,708891,748964,139306,147695,122989,129500,,50,64,0,0,0,0
1.1805E-05,1000000,708630,748627,139005,147357,122686,129187,,48,61,0,0,0,0
1.1815E-05,1000000,708388,748304,138718,147035,122431,128873,,44,59,0,0,0,0
1.1825E-05,1000000,708164,747991,138385,146697,122168,128576,,39,52,0,0,0,0
1.1835E-05,1000000,707897,747652,138083,146341,121899,128277,,36,49,0,0,0,0
1.1845E-05,1000000,707641,747306,137749,146011,121624,127949,,34,45,0,0,0,0
1.1855E-05,1000000,707401,746950,137462,145658,121324,127620,,30,42,0,0,0,0
1.1865E-05,1000000,707145,746615,137161,145294,121032,127295,,26,40,0,0,0,0
1.1875E-05,1000000,706902,746302,136860,144975,120756,126987,,25,33,0,0,0,0
1.1885E-05,1000000,706655,745960,136541,144633,120455,126665,,24,32,0,0,0,0
1.1895E-05,1000000,706421,745625,136203,144296,120138,126370,,21,29,0,0,0,0
1.1905E-05,1000000,706165,745292,135915,143932,119834,126035,,21,25,0,0,0,0
1.1915E-05,1000000,705922,744967,135591,143582,119530,125718,,17,25,0,0,0,0
1.1925E-05,1000000,705672,744618,135313,143218,119239,125390,,13,21,0,0,0,0
1.1935E-05,1000000,705435,744275,135008,142857,118939,125069,,11,17,0,0,0,0
1.1945E-05,1000000,705190,743908,134698,142526,118656,124746,,9,16,0,0,0,0
1.1955E-05,1000000,704949,743561,134388,142187,118361,124420,,8,13,0,0,0,0
1.1965E-05,1000000,704701,743210,134070,141833,118062,124112,,5,10,0,0,0,0
1.1975E-05,1000000,704441,742875,133755,141478,117782,123781,,3,6,0,0,0,0
1.1985E-05,1000000,704161,742542,133439,141156,117469,123439,,2,1,0,0,0,0
1.1995E-05,1000000,703907,742190,133115,140811,117166,123139,,2,0,0,0,0,0
1.2005E-05,1000000,703631,741847,132784,140463,116855,122789,,0,0,0,0,0,0
1.2015E-05,1000000,703381,741522,132449,140119,116570,122491,,,,,,,
1.2025E-05,1000000,703110,741187,132099,139749,116266,122167,,,,,,,
1.2035E-05,1000000,702835,740791,131762,139388,115942,121852,,,,,,,
1.2045E-05,1000000,702585,740434,131439,139026,115644,121496,,,,,,,
1.2055E-05,1000000,702299,740088,131124,138677,115331,121166,,,,,,,
1.2065E-05,1000000,702040,739741,130836,138330,115002,120856,,,,,,,
1.2075E-05,1000000,701795,739386,130533,137952,114707,120513,,,,,,,
1.2085E-05,1000000,701514,739000,130191,137561,114400,120114,,,,,,,
1.2095E-05,1000000,701224,738640,129887,137187,114071,119754,,,,,,,
1.2105E-05,1000000,700966,738274,129543,136836,113771,119428,,,,,,,
1.2115E-05,1000000,700680,737916,129228,136474,113460,119073,,,,,,,
1.2125E-05,1000000,700374,737517,128915,136118,113152,118731,,,,,,,
1.2135E-05,1000000,700082,737112,128605,135763,112810,118392,,,,,,,
1.2145E-05,1000000,699798,736733,128311,135379,112504,118065,,,,,,,
1.2155E-05,1000000,699538,736360,128006,135027,112200,117716,,,,,,,
1.2165E-05,1000000,699252,736009,127661,134656,111864,117406,,,,,,,
1.2175E-05,1000000,698973,735641,127345,134295,111529,117024,,,,,,,
1.2185E-05,1000000,698670,735243,127026,133920,111198,116704,,,,,,,
1.2195E-05,1000000,698399,734860,126704,133556,110913,116350,,,,,,,
1.2205E-05,1000000,698086,734455,126386,133215,110585,116028,,,,,,,
1.2215E-05,1000000,697803,734064,126059,132863,110265,115704,,,,,,,
1.2225E-05,1000000,697512,733672,125734,132499,109980,115369,,,,,,,
1.2235E-05,1000000,697214,733282,125384,132127,109655,115027,,,,,,,
1.2245E-05,1000000,696909,732897,125056,131745,109308,114654,,,,,,,
1.2255E-05,1000000,696585,732492,124731,131354,108991,114315,,,,,,,
1.2265E-05,1000000,696236,732061,124381,130983,108668,113972,,,,,,,
1.2275E-05,1000000,695938,731657,124023,130610,108348,113608,,,,,,,
1.2285E-05,1000000,695642,731254,123652,130224,108020,113245,,,,,,,
1.2295E-05,1000000,695336,730837,123281,129857,107720,112883,,,,,,,
1.2305E-05,1000000,695005,730454,122963,129496,107441,112553,,,,,,,
1.2315E-05,1000000,694691,730070,122649,129127,107124,112214,,,,,,,
1.2325E-05,1000000,694352,729672,122313,128758,106787,111902,,,,,,,
1.2335E-05,1000000,694033,729262,121974,128367,106479,111542,,,,,,,
1.2345E-05,1000000,693737,728846,121648,127976,106148,111197,,,,,,,
1.2355E-05,1000000,693448,728417,121310,127564,105836,110842,,,,,,,
1.2365E-05,1000000,693133,727956,121011,127170,105527,110510,,,,,,,
1.2375E-05,1000000,692815,727531,120644,126804,105200,110207,,,,,,,
1.2385E-05,1000000,692490,727110,120325,126406,104861,109847,,,,,,,
1.2395E-05,1000000,692130,726665,119961,126040,104510,109481,,,,,,,
1.2405E-05,1000000,691798,726237,119623,125650,104226,109118,,,,,,,
1.2415E-05,1000000,691446,725744,119267,125261,103889,108781,,,,,,,
1.2425E-05,1000000,691115,725289,118907,124883,103580,108441,,,,,,,
1.2435E-05,1000000,690810,724838,118582,124510,103242,108100,,,,,,,
1.2445E-05,1000000,690463,724392,118229,124107,102899,107779,,,,,,,
1.2455E-05,1000000,690128,723927,117882,123698,102541,107394,,,,,,,
1.2465E-05,1000000,689793,723460,117514,123269,102210,107083,,,,,,,
1.2475E-05,1000000,689449,723040,117159,122902,101910,106768,,,,,,,
1.2485E-05,1000000,689103,722598,116821,122536,101579,106405,,,,,,,
1.2495E-05,1000000,688741,722129,116464,122170,101241,106047,,,,,,,
1.2505E-05,1000000,688415,721690,116136,121782,100927,105677,,,,,,,
1.2515E-05,1000000,688077,721276,115785,121406,100589,105279,,,,,,,
1.2525E-05,1000000,687724,720832,115442,121010,100234,104919,,,,,,,
1.2535E-05,1000000,687364,720373,115085,120627,99900,104570,,,,,,,
1.2545E-05,1000000,687022,719934,114724,120214,99584,104221,,,,,,,
1.2555E-05,1000000,686670,719497,114361,119817,99278,103884,,,,,,,
1.2565E-05,1000000,686303,719030,113981,119447,98910,103545,,,,,,,
1.2575E-05,1000000,685946,718585,113605,119034,98596,103188,,,,,,,
1.2585E-05,1000000,685579,718109,113261,118650,98258,102852,,,,,,,
1.2595E-05,1000000,685236,717667,112882,118263,97954,102471,,,,,,,
1.2605E-05,1000000,684876,717194,112494,117878,97640,102130,,,,,,,
1.2615E-05,1000000,684499,716721,112113,117473,97299,101745,,,,,,,
1.2625E-05,1000000,684132,716257,111728,117077,96950,101400,,,,,,,
1.2635E-05,1000000,683756,715763,111407,116678,96612,101023,,,,,,,
1.2645E-05,1000000,683371,715221,111033,116277,96247,100631,,,,,,,
1.2655E-05,1000000,682950,714727,110677,115864,95919,100252,,,,,,,
1.2665E-05,1000000,682546,714207,110308,115449,95575,99897,,,,,,,
1.2675E-05,1000000,682173,713715,109922,115031,95204,99512,,,,,,,
1.2685E-05,1000000,681762,713206,109518,114649,94872,99138,,,,,,,
1.2695E-05,1000000,681337,712712,109140,114221,94533,98751,,,,,,,
1.2705E-05,1000000,680943,712197,108766,113832,94185,98389,,,,,,,
1.2715E-05,1000000,680583,711713,108364,113369,93868,98021,,,,,,,
1.2725E-05,1000000,680183,711218,107980,112965,93500,97633,,,,,,,
1.2735E-05,1000000,679785,710725,107568,112552,93122,97262,,,,,,,
1.2745E-05,1000000,679357,710164,107193,112103,92767,96881,,,,,,,
1.2755E-05,1000000,678927,709653,106795,111673,92407,96471,,,,,,,
1.2765E-05,1000000,678493,709098,106415,111245,92065,96093,,,,,,,
1.2775E-05,1000000,678083,708571,106022,110825,91712,95685,,,,,,,
1.2785E-05,1000000,677700,708079,105648,110403,91351,95310,,,,,,,
1.2795E-05,1000000,677281,707576,105275,109979,91030,94971,,,,,,,
1.2805E-05,1000000,676851,707046,104903,109544,90662,94597,,,,,,,
1.2815E-05,1000000,676427,706498,104518,109113,90290,94250,,,,,,,
1.2825E-05,1000000,675999,705957,104123,108698,89952,93837,,,,,,,
1.2835E-05,1000000,675530,705394,103736,108244,89594,93468,,,,,,,
1.2845E-05,1000000,675077,704833,103303,107791,89211,93072,,,,,,,
1.2855E-05,1000000,674645,704292,102933,107380,88888,92682,,,,,,,
1.2865E-05,1000000,674193,703744,102520,106935,88498,92277,,,,,,,
1.2875E-05,1000000,673714,703163,102145,106500,88148,91902,,,,,,,
1.2885E-05,1000000,673228,702606,101745,106040,87777,91507,,,,,,,
1.2895E-05,1000000,672783,702038,101388,105578,87449,91106,,,,,,,
1.2905E-05,1000000,672295,701438,101005,105127,87119,90747,,,,,,,
1.2915E-05,1000000,671824,700879,100592,104706,86756,90348,,,,,,,
1.2925E-05,1000000,671327,700288,100188,104281,86405,89971,,,,,,,
1.2935E-05,1000000,670826,699665,99791,103865,85998,89582,,,,,,,
1.2945E-05,1000000,670357,699069,99423,103434,85645,89193,,,,,,,
1.2955E-05,1000000,669861,698454,99004,103002,85275,88784,,,,,,,
1.2965E-05,1000000,669353,697827,98584,102565,84906,88351,,,,,,,
1.2975E-05,1000000,668867,697235,98160,102147,84549,87994,,,,,,,
1.2985E-05,1000000,668397,696617,97737,101697,84196,87606,,,,,,,
1.2995E-05,1000000,667899,695981,97345,101275,83809,87194,,,,,,,
1.3005E-05,1000000,667419,695410,96968,100842,83429,86790,,,,,,,
1.3015E-05,1000000,666905,694784,96565,100400,83080,86377,,,,,,,
1.3025E-05,1000000,666394,694163,96186,99975,82731,85958,,,,,,,
1.3035E-05,1000000,665909,693573,95781,99572,82367,85577,,,,,,,
1.3045E-05,1000000,665361,692870,95378,99146,81966,85192,,,,,,,
1.3055E-05,1000000,664848,692301,94957,98709,81611,84819,,,,,,,
1.3065E-05,1000000,664351,691661,94569,98265,81236,84391,,,,,,,
1.3075E-05,1000000,663845,691084,94111,97782,80856,83964,,,,,,,
1.3085E-05,1000000,663260,690395,93681,97334,80479,83555,,,,,,,
1.3095E-05,1000000,662712,689754,93250,96890,80102,83140,,,,,,,
1.3105E-05,1000000,662163,689105,92820,96441,79711,82718,,,,,,,
1.3115E-05,1000000,661609,688457,92347,96008,79284,82298,,,,,,,
1.3125E-05,1000000,661017,687810,91952,95569,78910,81879,,,,,,,
1.3135E-05,1000000,660457,687084,91547,95105,78547,81453,,,,,,,
1.3145E-05,1000000,659858,686401,91110,94642,78176,81050,,,,,,,
1.3155E-05,1000000,659284,685697,90676,94205,77804,80679,,,,,,,
1.3165E-05,1000000,658734,685004,90270,93786,77419,80322,,,,,,,
1.3175E-05,1000000,658129,684309,89837,93334,77016,79954,,,,,,,
1.3185E-05,1000000,657486,683578,89396,92889,76647,79533,,,,,,,
1.3195E-05,1000000,656956,682849,88983,92439,76289,79122,,,,,,,
1.3205E-05,1000000,656354,682170,88547,91983,75904,78728,,,,,,,
1.3215E-05,1000000,655772,681460,88132,91556,75533,78335,,,,,,,
1.3225E-05,1000000,655109,680666,87725,91126,75140,77934,,,,,,,
1.3235E-05,1000000,654517,679910,87316,90682,74732,77534,,,,,,,
1.3245E-05,1000000,653885,679171,86865,90218,74350,77140,,,,,,,
1.3255E-05,1000000,653252,678397,86436,89743,73995,76742,,,,,,,
1.3265E-05,1000000,652631,677630,86008,89271,73628,76348,,,,,,,
1.3275E-05,1000000,651994,676908,85589,88821,73249,75935,,,,,,,
1.3285E-05,1000000,651343,676141,85165,88356,72886,75469,,,,,,,
1.3295E-05,1000000,650685,675393,84755,87917,72533,75061,,,,,,,
1.3305E-05,1000000,650008,674586,84342,87457,72148,74664,,,,,,,
1.3315E-05,1000000,649335,673803,83920,86972,71756,74214,,,,,,,
1.3325E-05,1000000,648683,673024,83484,86521,71372,73814,,,,,,,
1.3335E-05,1000000,648010,672231,83048,86058,70994,73412,,,,,,,
1.3345E-05,1000000,647377,671459,82605,85600,70599,72976,,,,,,,
1.3355E-05,1000000,646685,670678,82171,85146,70221,72567,,,,,,,
1.3365E-05,1000000,646007,669858,81762,84651,69838,72146,,,,,,,
1.3375E-05,1000000,645367,669030,81317,84184,69463,71740,,,,,,,
1.3385E-05,1000000,644677,668183,80850,83695,69076,71353,,,,,,,
1.3395E-05,1000000,643961,667386,80402,83230,68677,70920,,,,,,,
1.3405E-05,1000000,643253,666566,79940,82726,68287,70459,,,,,,,
1.3415E-05,1000000,642508,665700,79520,82282,67920,69992,,,,,,,
1.3425E-05,1000000,641755,664803,79118,81810,67525,69605,,,,,,,
1.3435E-05,1000000,641011,663923,78693,81386,67144,69145,,,,,,,
1.3445E-05,1000000,640273,663104,78256,80916,66762,68760,,,,,,,
1.3455E-05,1000000,639528,662245,77818,80472,66370,68367,,,,,,,
1.3465E-05,1000000,638749,661355,77351,80010,65937,67972,,,,,,,
1.3475E-05,1000000,637975,660465,76919,79550,65535,67550,,,,,,,
1.3485E-05,1000000,637181,659562,76432,79039,65119,67154,,,,,,,
1.3495E-05,1000000,636419,658649,76013,78579,64698,66756,,,,,,,
1.3505E-05,1000000,635654,657725,75568,78123,64293,66333,,,,,,,
1.3515E-05,1000000,634908,656850,75145,77661,63922,65936,,,,,,,
1.3525E-05,1000000,634113,655937,74695,77230,63544,65519,,,,,,,
1.3535E-05,1000000,633300,654971,74240,76769,63101,65094,,,,,,,
1.3545E-05,1000000,632476,654001,73797,76302,62697,64671,,,,,,,
1.3555E-05,1000000,631680,653053,73318,75793,62280,64252,,,,,,,
1.3565E-05,1000000,630848,652084,72851,75304,61858,63819,,,,,,,
1.3575E-05,1000000,630049,651176,72370,74779,61489,63364,,,,,,,
1.3585E-05,1000000,629147,650161,71921,74317,61087,62963,,,,,,,
1.3595E-05,1000000,628322,649155,71508,73826,60682,62540,,,,,,,
1.3605E-05,1000000,627479,648136,71066,73331,60267,62116,,,,,,,
1.3615E-05,1000000,626677,647157,70612,72835,59821,61659,,,,,,,
1.3625E-05,1000000,625809,646200,70168,72382,59438,61242,,,,,,,
1.3635E-05,1000000,624933,645203,69703,71894,59047,60842,,,,,,,
1.3645E-05,1000000,624027,644165,69244,71384,58627,60405,,,,,,,
1.3655E-05,1000000,623131,643150,68775,70912,58216,59978,,,,,,,
1.3665E-05,1000000,622242,642113,68358,70414,57805,59597,,,,,,,
1.3675E-05,1000000,621296,641002,67894,69951,57416,59176,,,,,,,
1.3685E-05,1000000,620325,639937,67411,69465,56990,58736,,,,,,,
1.3695E-05,1000000,619420,638833,66943,68988,56573,58309,,,,,,,
1.3705E-05,1000000,618469,637714,66460,68473,56137,57872,,,,,,,
1.3715E-05,1000000,617532,636634,65990,67955,55715,57436,,,,,,,
1.3725E-05,1000000,616567,635572,65505,67444,55310,57012,,,,,,,
1.3735E-05,1000000,615599,634466,65052,66952,54906,56576,,,,,,,
1.3745E-05,1000000,614617,633305,64593,66437,54484,56134,,,,,,,
1.3755E-05,1000000,613686,632199,64154,65916,54081,55669,,,,,,,
1.3765E-05,1000000,612687,631000,63691,65434,53672,55226,,,,,,,
1.3775E-05,1000000,611648,629864,63202,64935,53261,54770,,,,,,,
1.3785E-05,1000000,610610,628709,62747,64414,52846,54315,,,,,,,
1.3795E-05,1000000,609557,627491,62235,63868,52420,53853,,,,,,,
1.3805E-05,1000000,608490,626250,61710,63359,51980,53413,,,,,,,
1.3815E-05,1000000,607400,625039,61217,62861,51579,52977,,,,,,,
1.3825E-05,1000000,606300,623852,60724,62299,51171,52562,,,,,,,
1.3835E-05,1000000,605179,622583,60250,61864,50744,52129,,,,,,,
1.3845E-05,1000000,604050,621331,59766,61359,50304,51651,,,,,,,
1.3855E-05,1000000,602903,620006,59281,60890,49891,51197,,,,,,,
1.3865E-05,1000000,601758,618704,58773,60375,49451,50769,,,,,,,
1.3875E-05,1000000,600586,617438,58290,59880,49041,50355,,,,,,,
1.3885E-05,1000000,599430,616142,57762,59381,48612,49907,,,,,,,
1.3895E-05,1000000,598242,614802,57270,58870,48200,49478,,,,,,,
1.3905E-05,1000000,597061,613459,56766,58348,47764,49003,,,,,,,
1.3915E-05,1000000,595809,612066,56294,57824,47370,48555,,,,,,,
1.3925E-05,1000000,594607,610745,55809,57300,46947,48116,,,,,,,
1.3935E-05,1000000,593339,609339,55321,56776,46538,47668,,,,,,,
1.3945E-05,1000000,592110,607937,54866,56275,46156,47231,,,,,,,
1.3955E-05,1000000,590804,606552,54394,55779,45739,46796,,,,,,,
1.3965E-05,1000000,589496,605132,53908,55289,45322,46349,,,,,,,
1.3975E-05,1000000,588172,603698,53414,54800,44859,45914,,,,,,,
1.3985E-05,1000000,586759,602148,52930,54289,44447,45437,,,,,,,
1.3995E-05,1000000,585436,600652,52446,53746,43971,44959,,,,,,,
1.4005E-05,1000000,584088,599189,51980,53266,43560,44518,,,,,,,
1.4015E-05,1000000,582750,597606,51470,52751,43139,44089,,,,,,,
1.4025E-05,1000000,581348,596067,51012,52247,42703,43624,,,,,,,
1.4035E-05,1000000,579905,594524,50492,51759,42303,43164,,,,,,,
1.4045E-05,1000000,578450,592918,50007,51242,41915,42705,,,,,,,
1.4055E-05,1000000,576960,591339,49478,50727,41449,42260,,,,,,,
1.4065E-05,1000000,575471,589729,48988,50211,41020,41811,,,,,,,
1.4075E-05,1000000,573940,588047,48478,49693,40594,41393,,,,,,,
1.4085E-05,1000000,572434,586457,47991,49173,40142,40982,,,,,,,
1.4095E-05,1000000,570868,584796,47454,48691,39683,40553,,,,,,,
1.4105E-05,999999,569292,583037,46972,48206,39227,40084,,,,,,,
1.4115E-05,999978,567719,581318,46489,47665,38784,39648,,,,,,,
1.4125E-05,999924,566107,579635,45990,47131,38349,39212,,,,,,,
1.4135E-05,999834,564417,577831,45489,46632,37932,38784,,,,,,,
1.4145E-05,999717,562724,576021,44988,46132,37498,38322,,,,,,,
1.4155E-05,999600,561008,574132,44516,45582,37060,37872,,,,,,,
1.4165E-05,999396,559238,572220,44018,45068,36607,37453,,,,,,,
1.4175E-05,999146,557467,570249,43509,44519,36222,37021,,,,,,,
1.4185E-05,998797,555661,568311,42992,43987,35796,36575,,,,,,,
1.4195E-05,998434,553797,566274,42462,43499,35353,36134,,,,,,,
1.4205E-05,998004,551801,564172,41938,42994,34945,35682,,,,,,,
1.4215E-05,997565,549893,562059,41430,42456,34512,35219,,,,,,,
1.4225E-05,997056,547917,559931,40924,41950,34081,34766,,,,,,,
1.4235E-05,996463,545857,557775,40435,41459,33660,34351,,,,,,,
1.4245E-05,995800,543750,555507,39932,40978,33226,33888,,,,,,,
1.4255E-05,995088,541620,553219,39460,40451,32847,33462,,,,,,,
1.4265E-05,994222,539415,550879,38969,39928,32420,32998,,,,,,,
1.4275E-05,993341,537225,548575,38425,39456,31964,32594,,,,,,,
1.4285E-05,992330,535016,546197,37942,38974,31548,32141,,,,,,,
1.4295E-05,991234,532704,543689,37463,38464,31127,31739,,,,,,,
1.4305E-05,990045,530300,541019,36959,37938,30692,31290,,,,,,,
1.4315E-05,988836,527826,538419,36460,37440,30264,30864,,,,,,,
1.4325E-05,987545,525272,535725,35932,36935,29825,30451,,,,,,,
1.4335E-05,986003,522678,532987,35415,36383,29421,29990,,,,,,,
1.4345E-05,984394,520012,530213,34928,35842,28976,29542,,,,,,,
1.4355E-05,982615,517259,527332,34456,35311,28559,29086,,,,,,,
1.4365E-05,980729,514339,524331,33974,34801,28126,28672,,,,,,,
1.4375E-05,978607,511547,521380,33439,34260,27705,28245,,,,,,,
1.4385E-05,976490,508651,518403,32990,33765,27270,27799,,,,,,,
1.4395E-05,974078,505576,515198,32470,33270,26834,27399,,,,,,,
1.4405E-05,971539,502500,512034,32033,32772,26408,26947,,,,,,,
1.4415E-05,968889,499334,508758,31570,32286,25976,26536,,,,,,,
1.4425E-05,966085,496098,505399,31054,31765,25572,26131,,,,,,,
1.4435E-05,963172,492920,501992,30572,31295,25128,25703,,,,,,,
1.4445E-05,960111,489625,498487,30064,30815,24678,25296,,,,,,,
1.4455E-05,956804,486155,494884,29600,30314,24252,24878,,,,,,,
1.4465E-05,953389,482782,491290,29129,29801,23836,24449,,,,,,,
1.4475E-05,949650,479224,487644,28621,29285,23409,24035,,,,,,,
1.4485E-05,945877,475594,483878,28165,28792,23027,23645,,,,,,,
1.4495E-05,941933,471929,479972,27698,28284,22644,23236,,,,,,,
1.4505E-05,937819,468232,476106,27225,27815,22212,22820,,,,,,,
1.4515E-05,933480,464322,471998,26749,27333,21814,22395,,,,,,,
1.4525E-05,928800,460499,467938,26262,26837,21407,21997,,,,,,,
1.4535E-05,923998,456659,463863,25799,26354,21016,21633,,,,,,,
1.4545E-05,918865,452625,459600,25351,25872,20643,21216,,,,,,,
1.4555E-05,913676,448429,455471,24896,25362,20228,20795,,,,,,,
1.4565E-05,908251,444125,451068,24470,24885,19850,20428,,,,,,,
1.4575E-05,902517,439831,446625,24012,24400,19449,20035,,,,,,,
1.4585E-05,896739,435431,442097,23552,23908,19051,19614,,,,,,,
1.4595E-05,890614,431008,437517,23079,23429,18636,19218,,,,,,,
1.4605E-05,884371,426503,432833,22631,23021,18257,18819,,,,,,,
1.4615E-05,878012,421936,428126,22148,22559,17908,18430,,,,,,,
1.4625E-05,871305,417339,423450,21722,22115,17537,18075,,,,,,,
1.4635E-05,864541,412583,418584,21321,21671,17212,17721,,,,,,,
1.4645E-05,857555,407905,413594,20887,21223,16863,17338,,,,,,,
1.4655E-05,850185,403039,408541,20423,20743,16489,16933,,,,,,,
1.4665E-05,842636,398112,403618,20001,20281,16122,16558,,,,,,,
1.4675E-05,834876,393257,398547,19557,19841,15779,16174,,,,,,,
1.4685E-05,827039,388092,393257,19119,19415,15429,15822,,,,,,,
1.4695E-05,818768,382974,387978,18725,18975,15097,15470,,,,,,,
1.4705E-05,810642,377827,382595,18276,18538,14750,15111,,,,,,,
1.4715E-05,802266,372536,377104,17849,18122,14402,14736,,,,,,,
1.4725E-05,793500,367243,371615,17439,17673,14087,14391,,,,,,,
1.4735E-05,784610,361952,366177,17010,17286,13721,14034,,,,,,,
1.4745E-05,775535,356528,360558,16592,16881,13414,13703,,,,,,,
1.4755E-05,766201,350988,354828,16207,16466,13084,13350,,,,,,,
1.4765E-05,756469,345341,349125,15819,16067,12756,13019,,,,,,,
1.4775E-05,746716,339716,343440,15428,15690,12442,12704,,,,,,,
1.4785E-05,736944,334074,337714,15048,15305,12128,12400,,,,,,,
1.4795E-05,726846,328503,331897,14717,14922,11810,12043,,,,,,,
1.4805E-05,716601,322677,325947,14309,14524,11510,11696,,,,,,,
1.4815E-05,706103,316873,320061,13929,14163,11229,11357,,,,,,,
1.4825E-05,695350,311018,314113,13539,13754,10916,11026,,,,,,,
1.4835E-05,684380,305058,308078,13124,13386,10614,10727,,,,,,,
1.4845E-05,673277,299071,302009,12750,12984,10284,10418,,,,,,,
1.4855E-05,661988,292974,295918,12364,12617,9980,10109,,,,,,,
1.4865E-05,650432,286970,289605,12003,12275,9673,9836,,,,,,,
1.4875E-05,638798,281024,283511,11658,11933,9378,9527,,,,,,,
1.4885E-05,627075,274988,277324,11296,11565,9102,9233,,,,,,,
1.4895E-05,615065,269016,271122,10942,11212,8810,8954,,,,,,,
1.4905E-05,603271,262779,264921,10617,10881,8544,8670,,,,,,,
1.4915E-05,591087,256705,258747,10264,10533,8257,8395,,,,,,,
1.4925E-05,578729,250670,252602,9978,10150,7996,8107,,,,,,,
1.4935E-05,566389,244474,246472,9674,9827,7744,7863,,,,,,,
1.4945E-05,554022,238321,240380,9324,9505,7484,7635,,,,,,,
1.4955E-05,541555,232248,234214,9006,9181,7243,7369,,,,,,,
1.4965E-05,528978,226093,228054,8701,8898,6989,7150,,,,,,,
1.4975E-05,516156,219971,221797,8403,8568,6752,6917,,,,,,,
1.4985E-05,503197,213910,215563,8099,8273,6511,6651,,,,,,,
1.4995E-05,490215,207936,209426,7836,8002,6284,6422,,,,,,,
1.5005E-05,477316,201773,203182,7578,7709,6043,6193,,,,,,,
1.5015E-05,464508,195729,197255,7284,7437,5815,5942,,,,,,,
1.5025E-05,451579,189636,191112,7011,7168,5597,5721,,,,,,,
1.5035E-05,438580,183646,185097,6733,6917,5368,5518,,,,,,,
1.5045E-05,425632,177898,179274,6481,6646,5176,5290,,,,,,,
1.5055E-05,412774,172062,173387,6221,6404,4983,5098,,,,,,,
1.5065E-05,399952,166356,167566,5973,6164,4787,4890,,,,,,,
1.5075E-05,387115,160533,161779,5747,5921,4610,4695,,,,,,,
1.5085E-05,374422,154916,156050,5517,5696,4421,4527,,,,,,,
1.5095E-05,361769,149470,150609,5302,5477,4241,4375,,,,,,,
1.5105E-05,349194,144114,145250,5079,5268,4063,4210,,,,,,,
1.5115E-05,336832,138814,139874,4880,5075,3914,4058,,,,,,,
1.5125E-05,324761,133592,134773,4683,4845,3743,3890,,,,,,,
1.5135E-05,312676,128670,129636,4492,4666,3595,3732,,,,,,,
1.5145E-05,301011,123864,124579,4291,4490,3444,3591,,,,,,,
1.5155E-05,289596,118940,119692,4121,4310,3303,3433,,,,,,,
1.5165E-05,278470,114276,114885,3951,4118,3164,3301,,,,,,,
1.5175E-05,267411,109668,110220,3769,3950,3042,3158,,,,,,,
1.5185E-05,256592,105151,105669,3591,3768,2906,3023,,,,,,,
1.5195E-05,245978,100776,101267,3426,3602,2794,2886,,,,,,,
