#Table:,,15eV,15eV,15eV,15eV,15eV,,10eV,10eV,10eV,10eV,10eV
# E(MeV) ,,0mTorr,2mTorr Refl,2mTorr,9.5mTorr Refl,9.5mTorr,,0mTorr,2mTorr Refl,2mTorr,10mTorr Refl,10mTorr
1.0615E-05,,10000,7856,6952,2344,1720,,405,126,78,4,3
1.0625E-05,,10000,7854,6949,2340,1716,,393,121,76,4,3
1.0635E-05,,10000,7851,6948,2338,1712,,371,116,71,4,3
1.0645E-05,,10000,7848,6946,2337,1712,,351,112,68,4,3
1.0655E-05,,10000,7846,6944,2335,1709,,331,104,64,4,3
1.0665E-05,,10000,7843,6944,2327,1706,,314,97,61,4,3
1.0675E-05,,10000,7838,6940,2322,1703,,300,86,51,4,2
1.0685E-05,,10000,7836,6936,2317,1701,,285,83,49,4,1
1.0695E-05,,10000,7835,6936,2314,1699,,276,79,48,3,1
1.0705E-05,,10000,7833,6933,2309,1695,,254,77,45,3,1
1.0715E-05,,10000,7829,6931,2306,1693,,233,71,41,3,1
1.0725E-05,,10000,7825,6931,2303,1693,,217,65,37,3,1
1.0735E-05,,10000,7824,6929,2300,1693,,201,59,35,3,1
1.0745E-05,,10000,7824,6929,2297,1691,,192,57,34,3,1
1.0755E-05,,10000,7817,6927,2297,1689,,177,56,33,3,1
1.0765E-05,,10000,7815,6926,2291,1687,,163,52,28,3,1
1.0775E-05,,10000,7810,6922,2287,1685,,152,47,26,3,1
1.0785E-05,,10000,7809,6919,2283,1684,,144,40,24,2,1
1.0795E-05,,10000,7806,6916,2282,1682,,136,38,22,2,1
1.0805E-05,,10000,7804,6916,2280,1680,,122,32,19,2,1
1.0815E-05,,10000,7800,6909,2277,1676,,113,29,18,2,1
1.0825E-05,,10000,7799,6909,2275,1673,,103,27,17,2,1
1.0835E-05,,10000,7796,6907,2274,1673,,96,26,14,2,1
1.0845E-05,,10000,7789,6906,2271,1671,,86,26,14,2,1
1.0855E-05,,10000,7789,6903,2269,1665,,79,23,14,2,1
1.0865E-05,,10000,7789,6902,2268,1663,,73,22,14,2,1
1.0875E-05,,10000,7787,6902,2266,1660,,65,21,14,2,1
1.0885E-05,,10000,7784,6898,2260,1656,,59,17,10,2,1
1.0895E-05,,10000,7784,6897,2257,1655,,55,16,9,2,1
1.0905E-05,,10000,7782,6893,2254,1655,,52,14,8,2,1
1.0915E-05,,10000,7779,6891,2252,1653,,47,13,8,2,1
1.0925E-05,,10000,7776,6888,2247,1651,,40,12,8,2,1
1.0935E-05,,10000,7774,6880,2245,1645,,37,12,8,2,1
1.0945E-05,,10000,7773,6879,2241,1640,,34,12,6,2,1
1.0955E-05,,10000,7772,6877,2233,1635,,29,12,6,2,1
1.0965E-05,,10000,7767,6871,2225,1633,,27,12,5,2,1
1.0975E-05,,10000,7763,6871,2224,1632,,24,10,5,2,1
1.0985E-05,,10000,7760,6868,2222,1628,,22,9,5,2,1
1.0995E-05,,10000,7757,6864,2218,1626,,21,8,5,2,1
1.1005E-05,,10000,7757,6860,2216,1625,,19,7,5,2,1
1.1015E-05,,10000,7754,6858,2214,1624,,18,5,5,2,1
1.1025E-05,,10000,7751,6856,2209,1620,,17,5,5,2,1
1.1035E-05,,10000,7749,6854,2209,1616,,17,5,5,2,1
1.1045E-05,,10000,7746,6852,2207,1610,,16,5,5,2,1
1.1055E-05,,10000,7743,6848,2200,1607,,16,5,5,2,1
1.1065E-05,,10000,7742,6844,2196,1607,,14,5,5,2,1
1.1075E-05,,10000,7740,6838,2190,1604,,14,5,5,2,1
1.1085E-05,,10000,7739,6837,2183,1601,,11,4,4,2,1
1.1095E-05,,10000,7735,6833,2180,1597,,11,3,3,2,1
1.1105E-05,,10000,7732,6832,2179,1594,,10,3,3,2,1
1.1115E-05,,10000,7728,6831,2174,1594,,10,3,3,2,1
1.1125E-05,,10000,7727,6829,2172,1591,,10,3,3,2,1
1.1135E-05,,10000,7725,6825,2170,1586,,10,3,3,2,1
1.1145E-05,,10000,7724,6819,2166,1585,,10,3,3,2,1
1.1155E-05,,10000,7724,6818,2166,1584,,10,3,3,2,1
1.1165E-05,,10000,7721,6815,2163,1580,,7,3,3,2,1
1.1175E-05,,10000,7721,6813,2161,1579,,6,3,2,2,1
1.1185E-05,,10000,7718,6812,2155,1577,,6,3,1,2,1
1.1195E-05,,10000,7715,6810,2148,1575,,6,3,1,2,1
1.1205E-05,,10000,7714,6805,2146,1571,,6,3,1,2,1
1.1215E-05,,10000,7710,6800,2143,1566,,6,3,1,2,0
1.1225E-05,,10000,7705,6797,2143,1565,,6,3,1,2,0
1.1235E-05,,10000,7705,6793,2139,1562,,5,3,1,2,0
1.1245E-05,,10000,7701,6786,2130,1561,,5,3,1,2,0
1.1255E-05,,10000,7699,6785,2130,1559,,5,3,1,2,0
1.1265E-05,,10000,7697,6779,2126,1556,,5,3,1,2,0
1.1275E-05,,10000,7692,6776,2121,1553,,5,3,1,2,0
1.1285E-05,,10000,7691,6775,2120,1551,,5,3,1,2,0
1.1295E-05,,10000,7683,6774,2115,1550,,4,3,1,2,0
1.1305E-05,,10000,7679,6773,2112,1548,,4,3,1,2,0
1.1315E-05,,10000,7677,6771,2109,1547,,3,3,1,2,0
1.1325E-05,,10000,7675,6770,2107,1544,,3,3,1,2,0
1.1335E-05,,10000,7674,6767,2102,1541,,3,3,1,2,0
1.1345E-05,,10000,7672,6766,2097,1537,,3,3,1,1,0
1.1355E-05,,10000,7671,6762,2092,1534,,3,3,1,1,0
1.1365E-05,,10000,7669,6759,2091,1532,,3,3,1,1,0
1.1375E-05,,10000,7668,6754,2090,1532,,3,3,1,1,0
1.1385E-05,,10000,7667,6753,2088,1531,,3,3,1,1,0
1.1395E-05,,10000,7661,6751,2087,1527,,3,2,1,1,0
1.1405E-05,,10000,7661,6750,2081,1525,,3,2,1,1,0
1.1415E-05,,10000,7656,6749,2077,1519,,3,1,1,1,0
1.1425E-05,,10000,7652,6747,2074,1516,,3,1,1,1,0
1.1435E-05,,10000,7648,6744,2072,1514,,3,1,1,1,0
1.1445E-05,,10000,7644,6741,2065,1512,,3,1,1,1,0
1.1455E-05,,10000,7641,6737,2061,1509,,3,1,1,1,0
1.1465E-05,,10000,7638,6733,2060,1506,,3,1,1,1,0
1.1475E-05,,10000,7636,6726,2059,1503,,3,1,1,1,0
1.1485E-05,,10000,7634,6722,2052,1500,,3,1,1,1,0
1.1495E-05,,10000,7631,6713,2046,1499,,3,1,1,1,0
1.1505E-05,,10000,7624,6709,2043,1499,,3,1,1,1,0
1.1515E-05,,10000,7620,6706,2040,1497,,3,1,1,1,0
1.1525E-05,,10000,7618,6704,2039,1495,,2,1,1,1,0
1.1535E-05,,10000,7616,6700,2036,1492,,2,1,1,1,0
1.1545E-05,,10000,7608,6698,2031,1488,,2,1,1,1,0
1.1555E-05,,10000,7603,6696,2026,1487,,2,1,1,1,0
1.1565E-05,,10000,7602,6690,2021,1484,,2,1,1,1,0
1.1575E-05,,10000,7598,6688,2015,1481,,2,1,1,1,0
1.1585E-05,,10000,7594,6682,2010,1477,,2,1,1,1,0
1.1595E-05,,10000,7590,6679,2007,1476,,2,1,1,1,0
1.1605E-05,,10000,7589,6673,2005,1474,,2,1,1,1,0
1.1615E-05,,10000,7586,6671,2003,1473,,2,1,1,1,0
1.1625E-05,,10000,7586,6668,1999,1469,,2,1,1,1,0
1.1635E-05,,10000,7579,6667,1996,1466,,2,1,1,1,0
1.1645E-05,,10000,7576,6665,1993,1465,,2,1,1,1,0
1.1655E-05,,10000,7572,6659,1990,1461,,2,1,1,1,0
1.1665E-05,,10000,7567,6655,1986,1459,,2,1,1,1,0
1.1675E-05,,10000,7563,6654,1982,1456,,2,1,1,1,0
1.1685E-05,,10000,7560,6653,1979,1455,,2,1,1,1,0
1.1695E-05,,10000,7554,6650,1976,1454,,2,1,1,1,0
1.1705E-05,,10000,7552,6643,1974,1452,,2,1,1,1,0
1.1715E-05,,10000,7550,6642,1969,1447,,2,1,1,1,0
1.1725E-05,,10000,7544,6640,1966,1442,,2,1,1,1,0
1.1735E-05,,10000,7540,6635,1961,1440,,2,1,1,1,0
1.1745E-05,,10000,7531,6634,1959,1437,,2,0,1,1,0
1.1755E-05,,10000,7526,6632,1954,1434,,2,0,0,1,0
1.1765E-05,,10000,7523,6629,1950,1430,,0,0,0,1,0
1.1775E-05,,10000,7520,6627,1948,1428,,0,0,0,1,0
1.1785E-05,,10000,7516,6624,1946,1426,,0,0,0,1,0
1.1795E-05,,10000,7513,6620,1946,1422,,0,0,0,1,0
1.1805E-05,,10000,7510,6615,1942,1419,,0,0,0,1,0
1.1815E-05,,10000,7507,6614,1940,1415,,0,0,0,1,0
1.1825E-05,,10000,7500,6612,1933,1412,,0,0,0,1,0
1.1835E-05,,10000,7496,6611,1931,1409,,0,0,0,1,0
1.1845E-05,,10000,7494,6608,1930,1407,,0,0,0,1,0
1.1855E-05,,10000,7490,6608,1924,1404,,0,0,0,1,0
1.1865E-05,,10000,7487,6608,1921,1401,,0,0,0,1,0
1.1875E-05,,10000,7480,6605,1919,1399,,0,0,0,1,0
1.1885E-05,,10000,7476,6604,1915,1398,,0,0,0,1,0
1.1895E-05,,10000,7472,6595,1911,1393,,0,0,0,1,0
1.1905E-05,,10000,7469,6590,1907,1392,,0,0,0,1,0
1.1915E-05,,10000,7465,6585,1905,1390,,0,0,0,1,0
1.1925E-05,,10000,7461,6583,1904,1386,,0,0,0,1,0
1.1935E-05,,10000,7457,6580,1899,1381,,0,0,0,1,0
1.1945E-05,,10000,7452,6578,1896,1379,,0,0,0,1,0
1.1955E-05,,10000,7444,6573,1893,1377,,0,0,0,1,0
1.1965E-05,,10000,7442,6572,1888,1374,,0,0,0,0,0
1.1975E-05,,10000,7442,6568,1886,1373,,0,0,0,0,0
1.1985E-05,,10000,7436,6566,1883,1373,,0,0,0,0,0
1.1995E-05,,10000,7435,6565,1878,1371,,0,0,0,0,0
1.2005E-05,,10000,7430,6562,1871,1370,,0,0,0,0,0
1.2015E-05,,10000,7427,6558,1866,1366,,,,,,
1.2025E-05,,10000,7421,6552,1861,1364,,,,,,
1.2035E-05,,10000,7418,6548,1856,1362,,,,,,
1.2045E-05,,10000,7415,6546,1849,1359,,,,,,
1.2055E-05,,10000,7414,6540,1846,1358,,,,,,
1.2065E-05,,10000,7409,6533,1838,1351,,,,,,
1.2075E-05,,10000,7408,6532,1833,1348,,,,,,
1.2085E-05,,10000,7402,6530,1830,1346,,,,,,
1.2095E-05,,10000,7399,6526,1825,1344,,,,,,
1.2105E-05,,10000,7399,6521,1825,1342,,,,,,
1.2115E-05,,10000,7398,6517,1821,1340,,,,,,
1.2125E-05,,10000,7394,6514,1816,1335,,,,,,
1.2135E-05,,10000,7392,6508,1813,1329,,,,,,
1.2145E-05,,10000,7386,6505,1807,1325,,,,,,
1.2155E-05,,10000,7383,6503,1804,1317,,,,,,
1.2165E-05,,10000,7382,6498,1801,1315,,,,,,
1.2175E-05,,10000,7379,6495,1799,1309,,,,,,
1.2185E-05,,10000,7376,6493,1795,1306,,,,,,
1.2195E-05,,10000,7367,6488,1789,1302,,,,,,
1.2205E-05,,10000,7364,6484,1785,1297,,,,,,
1.2215E-05,,10000,7354,6480,1782,1294,,,,,,
1.2225E-05,,10000,7348,6478,1779,1290,,,,,,
1.2235E-05,,10000,7344,6473,1777,1288,,,,,,
1.2245E-05,,10000,7342,6465,1775,1286,,,,,,
1.2255E-05,,10000,7333,6459,1773,1282,,,,,,
1.2265E-05,,10000,7328,6452,1765,1277,,,,,,
1.2275E-05,,10000,7322,6450,1761,1274,,,,,,
1.2285E-05,,10000,7315,6443,1757,1271,,,,,,
1.2295E-05,,10000,7311,6441,1753,1266,,,,,,
1.2305E-05,,10000,7303,6435,1750,1264,,,,,,
1.2315E-05,,10000,7296,6434,1746,1263,,,,,,
1.2325E-05,,10000,7292,6429,1744,1257,,,,,,
1.2335E-05,,10000,7285,6422,1740,1254,,,,,,
1.2345E-05,,10000,7280,6417,1734,1251,,,,,,
1.2355E-05,,10000,7273,6413,1730,1245,,,,,,
1.2365E-05,,10000,7271,6410,1727,1240,,,,,,
1.2375E-05,,10000,7269,6410,1724,1235,,,,,,
1.2385E-05,,10000,7267,6406,1720,1231,,,,,,
1.2395E-05,,10000,7266,6400,1715,1228,,,,,,
1.2405E-05,,10000,7263,6394,1710,1225,,,,,,
1.2415E-05,,10000,7256,6391,1706,1221,,,,,,
1.2425E-05,,10000,7254,6389,1701,1220,,,,,,
1.2435E-05,,10000,7247,6386,1696,1215,,,,,,
1.2445E-05,,10000,7241,6383,1692,1211,,,,,,
1.2455E-05,,10000,7236,6382,1686,1208,,,,,,
1.2465E-05,,10000,7232,6378,1683,1203,,,,,,
1.2475E-05,,10000,7230,6376,1678,1198,,,,,,
1.2485E-05,,10000,7225,6371,1674,1194,,,,,,
1.2495E-05,,10000,7224,6366,1672,1188,,,,,,
1.2505E-05,,10000,7219,6360,1666,1187,,,,,,
1.2515E-05,,10000,7214,6356,1665,1185,,,,,,
1.2525E-05,,10000,7208,6346,1663,1181,,,,,,
1.2535E-05,,10000,7200,6344,1657,1178,,,,,,
1.2545E-05,,10000,7194,6339,1653,1178,,,,,,
1.2555E-05,,10000,7190,6337,1651,1172,,,,,,
1.2565E-05,,10000,7181,6331,1645,1170,,,,,,
1.2575E-05,,10000,7175,6328,1641,1167,,,,,,
1.2585E-05,,10000,7168,6324,1637,1165,,,,,,
1.2595E-05,,10000,7165,6314,1632,1163,,,,,,
1.2605E-05,,10000,7160,6312,1629,1162,,,,,,
1.2615E-05,,10000,7153,6307,1624,1158,,,,,,
1.2625E-05,,10000,7150,6302,1618,1153,,,,,,
1.2635E-05,,10000,7147,6299,1615,1147,,,,,,
1.2645E-05,,10000,7142,6297,1608,1142,,,,,,
1.2655E-05,,10000,7138,6288,1603,1140,,,,,,
1.2665E-05,,10000,7135,6283,1596,1137,,,,,,
1.2675E-05,,10000,7132,6278,1588,1135,,,,,,
1.2685E-05,,10000,7127,6272,1584,1134,,,,,,
1.2695E-05,,10000,7119,6267,1579,1131,,,,,,
1.2705E-05,,10000,7116,6255,1573,1127,,,,,,
1.2715E-05,,10000,7112,6250,1568,1125,,,,,,
1.2725E-05,,10000,7108,6246,1561,1119,,,,,,
1.2735E-05,,10000,7106,6242,1559,1117,,,,,,
1.2745E-05,,10000,7097,6236,1553,1114,,,,,,
1.2755E-05,,10000,7090,6234,1552,1113,,,,,,
1.2765E-05,,10000,7084,6231,1549,1109,,,,,,
1.2775E-05,,10000,7078,6227,1544,1104,,,,,,
1.2785E-05,,10000,7074,6222,1538,1102,,,,,,
1.2795E-05,,10000,7067,6213,1534,1101,,,,,,
1.2805E-05,,10000,7062,6210,1527,1096,,,,,,
1.2815E-05,,10000,7054,6206,1523,1092,,,,,,
1.2825E-05,,10000,7048,6199,1520,1090,,,,,,
1.2835E-05,,10000,7042,6195,1513,1088,,,,,,
1.2845E-05,,10000,7036,6192,1506,1087,,,,,,
1.2855E-05,,10000,7023,6189,1500,1087,,,,,,
1.2865E-05,,10000,7019,6182,1500,1084,,,,,,
1.2875E-05,,10000,7015,6176,1498,1077,,,,,,
1.2885E-05,,10000,7011,6168,1492,1073,,,,,,
1.2895E-05,,10000,7005,6160,1490,1072,,,,,,
1.2905E-05,,10000,7001,6151,1487,1069,,,,,,
1.2915E-05,,10000,6995,6145,1483,1064,,,,,,
1.2925E-05,,10000,6992,6139,1477,1062,,,,,,
1.2935E-05,,10000,6989,6129,1465,1059,,,,,,
1.2945E-05,,10000,6984,6126,1461,1055,,,,,,
1.2955E-05,,10000,6977,6117,1456,1052,,,,,,
1.2965E-05,,10000,6968,6113,1453,1046,,,,,,
1.2975E-05,,10000,6958,6104,1448,1044,,,,,,
1.2985E-05,,10000,6949,6101,1444,1042,,,,,,
1.2995E-05,,10000,6943,6098,1437,1039,,,,,,
1.3005E-05,,10000,6939,6093,1433,1032,,,,,,
1.3015E-05,,10000,6936,6084,1430,1030,,,,,,
1.3025E-05,,10000,6927,6078,1426,1028,,,,,,
1.3035E-05,,10000,6917,6072,1420,1026,,,,,,
1.3045E-05,,10000,6912,6069,1415,1022,,,,,,
1.3055E-05,,10000,6906,6064,1404,1016,,,,,,
1.3065E-05,,10000,6902,6055,1399,1013,,,,,,
1.3075E-05,,10000,6898,6048,1395,1012,,,,,,
1.3085E-05,,10000,6891,6040,1386,1010,,,,,,
1.3095E-05,,10000,6886,6037,1381,1008,,,,,,
1.3105E-05,,10000,6877,6030,1375,1004,,,,,,
1.3115E-05,,10000,6870,6024,1368,1000,,,,,,
1.3125E-05,,10000,6860,6016,1359,998,,,,,,
1.3135E-05,,10000,6855,6013,1355,995,,,,,,
1.3145E-05,,10000,6842,6006,1347,994,,,,,,
1.3155E-05,,10000,6832,6002,1338,991,,,,,,
1.3165E-05,,10000,6826,5991,1332,990,,,,,,
1.3175E-05,,10000,6818,5983,1325,986,,,,,,
1.3185E-05,,10000,6814,5975,1320,983,,,,,,
1.3195E-05,,10000,6809,5971,1316,979,,,,,,
1.3205E-05,,10000,6801,5963,1309,976,,,,,,
1.3215E-05,,10000,6797,5953,1305,969,,,,,,
1.3225E-05,,10000,6791,5950,1304,967,,,,,,
1.3235E-05,,10000,6783,5945,1299,963,,,,,,
1.3245E-05,,10000,6777,5938,1299,954,,,,,,
1.3255E-05,,10000,6766,5931,1286,951,,,,,,
1.3265E-05,,10000,6757,5918,1284,949,,,,,,
1.3275E-05,,10000,6750,5907,1279,948,,,,,,
1.3285E-05,,10000,6742,5902,1274,944,,,,,,
1.3295E-05,,10000,6732,5893,1268,938,,,,,,
1.3305E-05,,10000,6727,5884,1264,936,,,,,,
1.3315E-05,,10000,6721,5876,1258,933,,,,,,
1.3325E-05,,10000,6709,5871,1256,928,,,,,,
1.3335E-05,,10000,6701,5866,1253,923,,,,,,
1.3345E-05,,10000,6691,5855,1247,915,,,,,,
1.3355E-05,,10000,6684,5848,1244,910,,,,,,
1.3365E-05,,10000,6673,5841,1237,907,,,,,,
1.3375E-05,,10000,6668,5839,1229,904,,,,,,
1.3385E-05,,10000,6659,5834,1226,900,,,,,,
1.3395E-05,,10000,6651,5827,1218,897,,,,,,
1.3405E-05,,10000,6641,5824,1209,897,,,,,,
1.3415E-05,,10000,6629,5821,1201,894,,,,,,
1.3425E-05,,10000,6619,5813,1192,892,,,,,,
1.3435E-05,,10000,6614,5801,1184,889,,,,,,
1.3445E-05,,10000,6605,5794,1177,885,,,,,,
1.3455E-05,,10000,6595,5788,1170,881,,,,,,
1.3465E-05,,10000,6583,5778,1167,879,,,,,,
1.3475E-05,,10000,6571,5773,1162,876,,,,,,
1.3485E-05,,10000,6564,5766,1158,873,,,,,,
1.3495E-05,,10000,6560,5759,1154,870,,,,,,
1.3505E-05,,10000,6552,5749,1149,869,,,,,,
1.3515E-05,,10000,6539,5735,1147,863,,,,,,
1.3525E-05,,10000,6529,5726,1139,858,,,,,,
1.3535E-05,,10000,6520,5720,1133,853,,,,,,
1.3545E-05,,10000,6511,5710,1124,851,,,,,,
1.3555E-05,,10000,6504,5700,1119,848,,,,,,
1.3565E-05,,10000,6490,5695,1109,843,,,,,,
1.3575E-05,,10000,6482,5688,1101,841,,,,,,
1.3585E-05,,10000,6474,5683,1097,838,,,,,,
1.3595E-05,,10000,6466,5674,1087,833,,,,,,
1.3605E-05,,10000,6456,5667,1080,827,,,,,,
1.3615E-05,,10000,6446,5662,1072,824,,,,,,
1.3625E-05,,10000,6434,5653,1066,820,,,,,,
1.3635E-05,,10000,6419,5643,1058,813,,,,,,
1.3645E-05,,10000,6415,5632,1054,806,,,,,,
1.3655E-05,,10000,6407,5621,1049,802,,,,,,
1.3665E-05,,10000,6402,5611,1042,798,,,,,,
1.3675E-05,,10000,6394,5606,1035,794,,,,,,
1.3685E-05,,10000,6382,5598,1029,790,,,,,,
1.3695E-05,,10000,6374,5586,1025,787,,,,,,
1.3705E-05,,10000,6356,5570,1021,782,,,,,,
1.3715E-05,,10000,6348,5559,1016,777,,,,,,
1.3725E-05,,10000,6331,5547,1012,771,,,,,,
1.3735E-05,,10000,6320,5538,1008,768,,,,,,
1.3745E-05,,10000,6308,5528,1002,766,,,,,,
1.3755E-05,,10000,6299,5519,1001,764,,,,,,
1.3765E-05,,10000,6288,5509,996,761,,,,,,
1.3775E-05,,10000,6280,5497,992,751,,,,,,
1.3785E-05,,10000,6264,5484,988,748,,,,,,
1.3795E-05,,10000,6254,5471,979,746,,,,,,
1.3805E-05,,10000,6246,5459,970,745,,,,,,
1.3815E-05,,10000,6236,5449,961,741,,,,,,
1.3825E-05,,10000,6226,5434,954,735,,,,,,
1.3835E-05,,10000,6215,5423,943,729,,,,,,
1.3845E-05,,10000,6208,5414,935,724,,,,,,
1.3855E-05,,10000,6198,5408,929,717,,,,,,
1.3865E-05,,10000,6187,5392,922,713,,,,,,
1.3875E-05,,10000,6177,5377,913,711,,,,,,
1.3885E-05,,10000,6170,5369,903,707,,,,,,
1.3895E-05,,10000,6157,5361,898,699,,,,,,
1.3905E-05,,10000,6148,5352,893,694,,,,,,
1.3915E-05,,10000,6141,5337,889,690,,,,,,
1.3925E-05,,10000,6132,5322,884,686,,,,,,
1.3935E-05,,10000,6117,5311,878,683,,,,,,
1.3945E-05,,10000,6101,5300,871,677,,,,,,
1.3955E-05,,10000,6088,5287,867,666,,,,,,
1.3965E-05,,10000,6076,5280,862,662,,,,,,
1.3975E-05,,10000,6068,5269,857,657,,,,,,
1.3985E-05,,10000,6061,5253,852,654,,,,,,
1.3995E-05,,10000,6045,5240,845,648,,,,,,
1.4005E-05,,10000,6027,5224,839,643,,,,,,
1.4015E-05,,10000,6018,5210,833,638,,,,,,
1.4025E-05,,10000,6002,5199,829,635,,,,,,
1.4035E-05,,10000,5984,5193,824,631,,,,,,
1.4045E-05,,10000,5965,5176,819,624,,,,,,
1.4055E-05,,10000,5954,5159,812,619,,,,,,
1.4065E-05,,10000,5937,5144,807,616,,,,,,
1.4075E-05,,10000,5923,5124,800,612,,,,,,
1.4085E-05,,10000,5903,5110,792,606,,,,,,
1.4095E-05,,10000,5886,5095,788,603,,,,,,
1.4105E-05,,10000,5869,5079,782,595,,,,,,
1.4115E-05,,10000,5851,5061,775,587,,,,,,
1.4125E-05,,9999,5840,5047,769,582,,,,,,
1.4135E-05,,9999,5825,5031,764,576,,,,,,
1.4145E-05,,9999,5802,5017,758,567,,,,,,
1.4155E-05,,9998,5778,5002,750,563,,,,,,
1.4165E-05,,9995,5754,4982,743,556,,,,,,
1.4175E-05,,9994,5737,4968,729,552,,,,,,
1.4185E-05,,9991,5721,4952,721,552,,,,,,
1.4195E-05,,9989,5697,4933,713,546,,,,,,
1.4205E-05,,9986,5679,4919,703,538,,,,,,
1.4215E-05,,9981,5658,4895,690,532,,,,,,
1.4225E-05,,9975,5643,4878,685,523,,,,,,
1.4235E-05,,9970,5619,4866,678,516,,,,,,
1.4245E-05,,9967,5596,4838,667,509,,,,,,
1.4255E-05,,9956,5566,4820,658,505,,,,,,
1.4265E-05,,9947,5550,4805,648,503,,,,,,
1.4275E-05,,9940,5525,4786,645,496,,,,,,
1.4285E-05,,9934,5505,4757,642,491,,,,,,
1.4295E-05,,9925,5486,4746,634,486,,,,,,
1.4305E-05,,9917,5453,4717,628,481,,,,,,
1.4315E-05,,9907,5429,4694,625,472,,,,,,
1.4325E-05,,9895,5407,4671,612,458,,,,,,
1.4335E-05,,9881,5380,4647,606,451,,,,,,
1.4345E-05,,9858,5352,4621,597,442,,,,,,
1.4355E-05,,9847,5326,4601,589,435,,,,,,
1.4365E-05,,9825,5298,4572,580,429,,,,,,
1.4375E-05,,9805,5280,4545,574,422,,,,,,
1.4385E-05,,9782,5240,4520,568,415,,,,,,
1.4395E-05,,9766,5211,4498,560,408,,,,,,
1.4405E-05,,9729,5180,4474,554,401,,,,,,
1.4415E-05,,9694,5150,4434,544,398,,,,,,
1.4425E-05,,9677,5117,4399,536,393,,,,,,
1.4435E-05,,9647,5082,4363,531,390,,,,,,
1.4445E-05,,9625,5047,4336,523,385,,,,,,
1.4455E-05,,9597,5012,4300,513,378,,,,,,
1.4465E-05,,9557,4989,4273,509,372,,,,,,
1.4475E-05,,9519,4951,4242,500,366,,,,,,
1.4485E-05,,9486,4919,4211,497,364,,,,,,
1.4495E-05,,9442,4882,4181,483,360,,,,,,
1.4505E-05,,9384,4838,4156,479,351,,,,,,
1.4515E-05,,9342,4796,4120,466,345,,,,,,
1.4525E-05,,9300,4760,4081,462,336,,,,,,
1.4535E-05,,9250,4735,4051,456,331,,,,,,
1.4545E-05,,9203,4693,4020,445,323,,,,,,
1.4555E-05,,9148,4648,3977,433,311,,,,,,
1.4565E-05,,9104,4598,3937,419,301,,,,,,
1.4575E-05,,9048,4552,3901,411,295,,,,,,
1.4585E-05,,8987,4517,3866,407,289,,,,,,
1.4595E-05,,8928,4462,3829,399,281,,,,,,
1.4605E-05,,8878,4410,3786,385,275,,,,,,
1.4615E-05,,8812,4367,3743,379,270,,,,,,
1.4625E-05,,8743,4330,3715,369,260,,,,,,
1.4635E-05,,8664,4285,3687,365,255,,,,,,
1.4645E-05,,8590,4248,3640,358,252,,,,,,
1.4655E-05,,8527,4204,3590,349,245,,,,,,
1.4665E-05,,8450,4159,3538,342,240,,,,,,
1.4675E-05,,8362,4117,3493,333,236,,,,,,
1.4685E-05,,8285,4051,3441,324,231,,,,,,
1.4695E-05,,8211,4003,3395,319,227,,,,,,
1.4705E-05,,8124,3955,3359,314,221,,,,,,
1.4715E-05,,8039,3908,3317,309,217,,,,,,
1.4725E-05,,7954,3860,3269,298,215,,,,,,
1.4735E-05,,7881,3801,3216,288,213,,,,,,
1.4745E-05,,7784,3753,3155,279,207,,,,,,
1.4755E-05,,7689,3680,3104,275,206,,,,,,
1.4765E-05,,7567,3625,3059,269,200,,,,,,
1.4775E-05,,7470,3563,3011,262,194,,,,,,
1.4785E-05,,7388,3490,2959,257,190,,,,,,
1.4795E-05,,7292,3435,2923,247,180,,,,,,
1.4805E-05,,7184,3372,2870,242,178,,,,,,
1.4815E-05,,7079,3298,2812,235,176,,,,,,
1.4825E-05,,6969,3229,2745,230,169,,,,,,
1.4835E-05,,6874,3171,2696,223,159,,,,,,
1.4845E-05,,6775,3111,2636,218,153,,,,,,
1.4855E-05,,6655,3037,2586,217,150,,,,,,
1.4865E-05,,6531,2986,2532,211,149,,,,,,
1.4875E-05,,6412,2926,2470,209,145,,,,,,
1.4885E-05,,6299,2871,2405,203,144,,,,,,
1.4895E-05,,6183,2813,2344,198,141,,,,,,
1.4905E-05,,6055,2745,2298,191,135,,,,,,
1.4915E-05,,5921,2684,2246,185,131,,,,,,
1.4925E-05,,5804,2618,2193,180,129,,,,,,
1.4935E-05,,5654,2558,2148,173,125,,,,,,
1.4945E-05,,5551,2503,2103,169,122,,,,,,
1.4955E-05,,5430,2435,2066,167,118,,,,,,
1.4965E-05,,5310,2383,2017,161,115,,,,,,
1.4975E-05,,5182,2297,1964,153,112,,,,,,
1.4985E-05,,5038,2229,1914,146,109,,,,,,
1.4995E-05,,4905,2165,1863,139,107,,,,,,
1.5005E-05,,4778,2109,1806,135,103,,,,,,
1.5015E-05,,4655,2041,1745,133,95,,,,,,
1.5025E-05,,4517,1984,1687,127,92,,,,,,
1.5035E-05,,4367,1928,1633,123,88,,,,,,
1.5045E-05,,4232,1878,1578,115,84,,,,,,
1.5055E-05,,4088,1807,1527,105,80,,,,,,
1.5065E-05,,3973,1743,1476,102,78,,,,,,
1.5075E-05,,3848,1680,1417,97,76,,,,,,
1.5085E-05,,3731,1607,1383,91,69,,,,,,
1.5095E-05,,3600,1544,1331,90,68,,,,,,
1.5105E-05,,3473,1489,1285,82,68,,,,,,
