 # E(eV),02_0.5_RA,02_0.5_RR,02_1.0_RA,02_1.0_RR,,E,07_0.5_RA,07_0.5_RR,07_1.0_RA,07_1.0_RR,,E,10_0.5_RA,10_0.5_RR,10_1.0_RA,10_1.0_RR,,E,20_0.5_RA,20_1.0_RA,20_0.5_RR,20_1.0_RR
,,,,,,6.485,388385,281487,149278,80865,,6.485,761705,626530,505804,324000,,6.485,969100,868416,836435,601350
,,,,,,6.495,385458,279249,147616,79964,,6.495,761208,626013,505158,323510,,6.495,968957,868092,836248,601099
,,,,,,6.505,382613,276991,145948,79045,,6.505,760736,625516,504547,323042,,6.505,968763,867817,836021,600830
,,,,,,6.515,379786,274839,144331,78105,,6.515,760278,625058,503897,322539,,6.515,968614,867530,835828,600572
,,,,,,6.525,376963,272593,142714,77160,,6.525,759803,624540,503199,322031,,6.525,968437,867240,835630,600310
,,,,,,6.535,373945,270327,141076,76278,,6.535,759340,624028,502555,321534,,6.535,968265,866941,835448,600046
,,,,,,6.545,370931,268069,139399,75348,,6.545,758875,623526,501920,321047,,6.545,968117,866648,835245,599757
,,,,,,6.555,367992,265798,137749,74434,,6.555,758407,623009,501266,320496,,6.555,967962,866310,835029,599489
,,,,,,6.565,364921,263556,136063,73493,,6.565,757939,622525,500622,320037,,6.565,967809,866008,834854,599202
,,,,,,6.575,361823,261299,134411,72594,,6.575,757476,622035,499960,319546,,6.575,967645,865686,834659,598938
,,,,,,6.585,358876,258944,132743,71704,,6.585,757009,621524,499303,319072,,6.585,967489,865395,834454,598645
,,,,,,6.595,355759,256717,131105,70799,,6.595,756517,621024,498626,318561,,6.595,967300,865098,834253,598343
,,,,,,6.605,352612,254379,129355,69904,,6.605,756041,620544,497976,318073,,6.605,967134,864785,834044,598056
,,,,,,6.615,349497,252067,127725,69000,,6.615,755552,620033,497299,317637,,6.615,966959,864487,833843,597789
,,,,,,6.625,346445,249737,126105,68128,,6.625,755106,619493,496623,317142,,6.625,966791,864151,833646,597501
,,,,,,6.635,343249,247382,124373,67187,,6.635,754633,619021,495953,316592,,6.635,966614,863820,833440,597211
,,,,,,6.645,339962,244902,122649,66290,,6.645,754100,618494,495301,316084,,6.645,966461,863514,833244,596920
,,,,,,6.655,336668,242427,120972,65328,,6.655,753631,617988,494640,315565,,6.655,966295,863205,833043,596647
,,,,,,6.665,333392,239923,119350,64381,,6.665,753150,617457,493924,315113,,6.665,966141,862878,832814,596387
,,,,,,6.675,329976,237425,117718,63442,,6.675,752619,617001,493261,314585,,6.675,965990,862580,832615,596084
,,,,,,6.685,326514,234904,116001,62476,,6.685,752104,616478,492579,314042,,6.685,965817,862298,832425,595796
,,,,,,6.695,323070,232395,114258,61580,,6.695,751617,615957,491905,313503,,6.695,965675,861999,832247,595512
,,,,,,6.705,319670,229870,112568,60692,,6.705,751138,615455,491202,313009,,6.705,965518,861678,832050,595241
,,,,,,6.715,316192,227332,110868,59747,,6.715,750627,614930,490543,312570,,6.715,965362,861350,831857,594962
,,,,,,6.725,312703,224691,109197,58814,,6.725,750132,614403,489882,312055,,6.725,965197,861004,831636,594675
,,,,,,6.735,309228,222013,107509,57920,,6.735,749626,613889,489148,311538,,6.735,965043,860670,831431,594379
,,,,,,6.745,305584,219415,105834,56961,,6.745,749123,613344,488458,310991,,6.745,964883,860346,831232,594088
,,,,,,6.755,302007,216786,104136,56000,,6.755,748623,612791,487761,310429,,6.755,964723,860021,831012,593824
,,,,,,6.765,298441,214106,102402,55048,,6.765,748123,612263,487075,309912,,6.765,964570,859686,830788,593553
,,,,,,6.775,294805,211421,100704,54144,,6.775,747649,611769,486431,309405,,6.775,964435,859342,830587,593222
,,,,,,6.785,291044,208682,98933,53178,,6.785,747151,611246,485718,308856,,6.785,964293,859001,830396,592940
,,,,,,6.795,287227,205784,97223,52235,,6.795,746610,610701,485059,308362,,6.795,964120,858672,830184,592681
,,,,,,6.805,283397,202905,95549,51279,,6.805,746120,610128,484366,307857,,6.805,963942,858389,829977,592416
,,,,,,6.815,279602,200131,93729,50279,,6.815,745617,609581,483667,307344,,6.815,963790,858062,829790,592141
,,,,,,6.825,275720,197287,92012,49315,,6.825,745092,609067,482926,306844,,6.825,963612,857743,829574,591876
,,,,,,6.835,271837,194465,90317,48354,,6.835,744581,608541,482165,306286,,6.835,963433,857389,829357,591598
,,,,,,6.845,267966,191600,88660,47437,,6.845,744062,608014,481472,305761,,6.845,963265,857100,829158,591328
,,,,,,6.855,263972,188678,86854,46516,,6.855,743589,607437,480742,305283,,6.855,963100,856774,828946,591045
,,,,,,6.865,259832,185670,85187,45601,,6.865,743046,606883,480038,304753,,6.865,962935,856477,828743,590781
,,,,,,6.875,255702,182701,83443,44672,,6.875,742516,606396,479279,304256,,6.875,962753,856158,828522,590496
,,,,,,6.885,251584,179734,81731,43796,,6.885,741974,605849,478557,303754,,6.885,962558,855849,828310,590225
,,,,,,6.895,247458,176724,79964,42867,,6.895,741437,605261,477887,303264,,6.895,962386,855539,828092,589914
,,,,,,6.905,243307,173638,78244,41902,,6.905,740895,604712,477158,302705,,6.905,962218,855243,827884,589642
,,,,,,6.915,239224,170557,76517,40910,,6.915,740396,604141,476429,302151,,6.915,962051,854944,827670,589344
,,,,,,6.925,235025,167518,74780,39981,,6.925,739909,603595,475765,301634,,6.925,961888,854604,827458,589040
,,,,,,6.935,230775,164544,73080,39067,,6.935,739405,603026,475052,301096,,6.935,961729,854239,827272,588773
,,,,,,6.945,226481,161330,71277,38149,,6.945,738834,602452,474349,300561,,6.945,961563,853915,827073,588470
,,,,,,6.955,222074,158200,69583,37177,,6.955,738316,601889,473628,300043,,6.955,961402,853567,826869,588184
,,,,,,6.965,217614,155042,67850,36272,,6.965,737795,601281,472913,299540,,6.965,961229,853251,826650,587909
,,,,,,6.975,213168,151816,66138,35357,,6.975,737287,600756,472164,298987,,6.975,961090,852948,826426,587636
,,,,,,6.985,208604,148620,64381,34444,,6.985,736736,600222,471468,298436,,6.985,960902,852632,826206,587365
,,,,,,6.995,204183,145387,62680,33515,,6.995,736173,599689,470711,297906,,6.995,960718,852294,825994,587092
,,,,,,7.005,199691,142082,60908,32565,,7.005,735653,599174,469964,297334,,7.005,960556,851954,825787,586819
,,,,,,7.015,195230,138838,59209,31663,,7.015,735147,598658,469280,296800,,7.015,960371,851619,825566,586526
,,,,,,7.025,190684,135518,57531,30757,,7.025,734634,598091,468484,296252,,7.025,960206,851270,825348,586220
,,,,,,7.035,186127,132226,55905,29888,,7.035,734062,597569,467734,295690,,7.035,960039,850905,825119,585940
,,,,,,7.045,181507,128984,54239,29020,,7.045,733502,597029,466989,295188,,7.045,959854,850578,824897,585652
,,,,,,7.055,176803,125665,52553,28107,,7.055,732964,596447,466257,294667,,7.055,959688,850234,824691,585349
,,,,,,7.065,172107,122343,50916,27265,,7.065,732399,595860,465509,294116,,7.065,959519,849892,824501,585066
,,,,,,7.075,167497,119034,49339,26411,,7.075,731822,595257,464775,293553,,7.075,959332,849564,824299,584790
,,,,,,7.085,162834,115720,47771,25493,,7.085,731276,594669,463977,293034,,7.085,959172,849220,824092,584484
,,,,,,7.095,158115,112331,46115,24592,,7.095,730725,594096,463292,292519,,7.095,959002,848888,823889,584197
,,,,,,7.105,153396,108798,44533,23770,,7.105,730183,593495,462523,292036,,7.105,958820,848528,823689,583929
,,,,,,7.115,148818,105591,43025,22928,,7.115,729605,592935,461781,291484,,7.115,958637,848176,823483,583634
,,,,,,7.125,144225,102246,41499,22046,,7.125,729050,592344,461000,290987,,7.125,958459,847819,823252,583352
,,,,,,7.135,139544,98946,40022,21222,,7.135,728478,591792,460267,290435,,7.135,958287,847466,823027,583055
,,,,,,7.145,134913,95706,38498,20418,,7.145,727919,591201,459458,289878,,7.145,958091,847132,822804,582761
,,,,,,7.155,130392,92368,37007,19586,,7.155,727335,590656,458714,289353,,7.155,957894,846800,822587,582442
,,,,,,7.165,125816,89135,35572,18794,,7.165,726717,590069,457965,288802,,7.165,957722,846461,822364,582167
,,,,,,7.175,121313,85850,34148,18071,,7.175,726148,589509,457187,288253,,7.175,957557,846109,822159,581865
,,,,,,7.185,116846,82699,32715,17338,,7.185,725517,588942,456386,287698,,7.185,957377,845770,821935,581574
,,,,,,7.195,112450,79577,31370,16646,,7.195,724911,588353,455586,287173,,7.195,957196,845421,821717,581292
,,,,,,7.205,108078,76468,29985,15942,,7.205,724360,587775,454837,286629,,7.205,957033,845062,821477,581001
,,,,,,7.215,103685,73294,28658,15258,,7.215,723788,587160,454029,286084,,7.215,956836,844765,821255,580703
,,,,,,7.225,99337,70162,27351,14562,,7.225,723192,586559,453234,285529,,7.225,956673,844403,821037,580430
,,,,,,7.235,95075,67198,26100,13876,,7.235,722624,586000,452469,284970,,7.235,956470,844087,820823,580147
,,,,,,7.245,90945,64246,24826,13235,,7.245,722070,585380,451689,284362,,7.245,956275,843740,820616,579857
,,,,,,7.255,86889,61402,23626,12580,,7.255,721468,584786,450905,283793,,7.255,956114,843375,820402,579569
,,,,,,7.265,82956,58625,22493,11933,,7.265,720867,584201,450082,283246,,7.265,955924,843012,820178,579272
,,,,,,7.275,79030,55906,21339,11367,,7.275,720270,583602,449298,282676,,7.275,955715,842652,819957,578978
,,,,,,7.285,75172,53151,20200,10777,,7.285,719630,582985,448486,282140,,7.285,955524,842326,819742,578662
,,,,,,7.295,71451,50579,19114,10218,,7.295,719020,582388,447694,281584,,7.295,955327,841990,819500,578387
,,,,,,7.305,67835,48020,18100,9674,,7.305,718447,581810,446863,281046,,7.305,955152,841652,819287,578069
,,,,,,7.315,64356,45524,17133,9157,,7.315,717853,581210,446097,280453,,7.315,954987,841284,819065,577759
,,,,,,7.325,60975,43154,16186,8651,,7.325,717219,580550,445259,279846,,7.325,954812,840927,818867,577453
,,,,,,7.335,57646,40793,15251,8144,,7.335,716608,579947,444427,279289,,7.335,954636,840584,818639,577161
,,,,,,7.345,54524,38549,14420,7658,,7.345,716038,579327,443638,278671,,7.345,954437,840253,818417,576852
,,,,,,7.355,51405,36375,13588,7198,,7.355,715398,578690,442791,278096,,7.355,954246,839902,818208,576538
,,,,,,7.365,48350,34261,12826,6749,,7.365,714805,578126,441941,277479,,7.365,954054,839561,817941,576239
,,,,,,7.375,45544,32267,12049,6327,,7.375,714207,577456,441120,276893,,7.375,953873,839224,817688,575911
,,,,,,7.385,42902,30334,11352,5984,,7.385,713526,576850,440307,276293,,7.385,953696,838862,817455,575599
,,,,,,7.395,40291,28440,10622,5609,,7.395,712928,576234,439531,275732,,7.395,953492,838509,817245,575318
,,,,,,7.405,37782,26696,9945,5233,,7.405,712258,575584,438721,275138,,7.405,953282,838143,817025,575014
,,,,,,7.415,35416,25044,9321,4883,,7.415,711669,574969,437836,274581,,7.415,953095,837762,816811,574678
,,,,,,7.425,33157,23507,8729,4564,,7.425,711024,574292,437058,274016,,7.425,952913,837391,816591,574388
,,,,,,7.435,31064,22024,8148,4288,,7.435,710412,573702,436253,273460,,7.435,952714,837009,816371,574067
,,,,,,7.445,28987,20561,7603,4008,,7.445,709822,573036,435386,272870,,7.445,952527,836644,816145,573791
,,,,,,7.455,27014,19239,7072,3745,,7.455,709199,572379,434546,272249,,7.455,952327,836292,815919,573511
,,,,,,7.465,25241,17988,6541,3494,,7.465,708562,571732,433696,271611,,7.465,952144,835938,815671,573189
,,,,,,7.475,23487,16811,6111,3255,,7.475,707914,571143,432856,270987,,7.475,951965,835590,815442,572901
,,,,,,7.485,21860,15630,5673,3033,,7.485,707237,570494,432036,270408,,7.485,951760,835212,815208,572615
,,,,,,7.495,20307,14536,5275,2806,,7.495,706575,569845,431192,269824,,7.495,951584,834828,815000,572339
,,,,,,7.505,18888,13567,4925,2617,,7.505,705907,569155,430374,269189,,7.505,951387,834472,814778,572039
,,,,,,7.515,17499,12596,4549,2422,,7.515,705250,568512,429534,268579,,7.515,951200,834131,814560,571762
,,,,,,7.525,16254,11700,4238,2257,,7.525,704569,567850,428705,267984,,7.525,950980,833769,814307,571445
,,,,,,7.535,15059,10817,3949,2086,,7.535,703914,567179,427890,267398,,7.535,950803,833390,814072,571141
,,,,,,7.545,13933,9928,3656,1938,,7.545,703196,566548,426998,266800,,7.545,950623,833032,813836,570843
,,,,,,7.555,12915,9191,3378,1802,,7.555,702536,565885,426188,266193,,7.555,950422,832696,813588,570528
,,,,,,7.565,12021,8494,3130,1673,,7.565,701863,565174,425377,265564,,7.565,950247,832344,813338,570217
,,,,,,7.575,11119,7854,2916,1558,,7.575,701181,564473,424518,264985,,7.575,950032,831956,813089,569902
,,,,,,7.585,10267,7247,2689,1448,,7.585,700489,563817,423663,264381,,7.585,949838,831599,812865,569592
,,,,,,7.595,9496,6692,2480,1326,,7.595,699784,563097,422760,263740,,7.595,949652,831213,812591,569283
,,,,,,7.605,8723,6198,2271,1217,,7.605,699110,562433,421916,263171,,7.605,949435,830867,812350,568985
,,,,,,7.615,8006,5724,2086,1129,,7.615,698432,561795,421049,262529,,7.615,949218,830500,812101,568659
,,,,,,7.625,7376,5294,1930,1024,,7.625,697739,561126,420206,261919,,7.625,949018,830145,811877,568361
,,,,,,7.635,6787,4819,1781,952,,7.635,697063,560451,419378,261324,,7.635,948820,829787,811641,568058
,,,,,,7.645,6249,4420,1631,874,,7.645,696355,559753,418511,260736,,7.645,948625,829386,811408,567733
,,,,,,7.655,5735,4035,1512,793,,7.655,695597,559061,417602,260089,,7.655,948406,829006,811149,567426
,,,,,,7.665,5290,3700,1397,736,,7.665,694873,558374,416705,259460,,7.665,948223,828612,810907,567091
,,,,,,7.675,4851,3396,1304,682,,7.675,694165,557652,415793,258843,,7.675,948033,828212,810671,566754
,,,,,,7.685,4490,3131,1204,630,,7.685,693462,556916,414876,258261,,7.685,947809,827867,810428,566481
,,,,,,7.695,4139,2913,1110,582,,7.695,692727,556227,413946,257648,,7.695,947618,827476,810197,566178
,,,,,,7.705,3810,2686,1031,540,,7.705,692017,555515,413081,257052,,7.705,947419,827077,809961,565854
,,,,,,7.715,3496,2462,957,500,,7.715,691309,554819,412156,256408,,7.715,947203,826693,809693,565525
,,,,,,7.725,3199,2256,886,456,,7.725,690571,554092,411254,255755,,7.725,946994,826309,809440,565223
,,,,,,7.735,2929,2090,832,431,,7.735,689822,553332,410391,255114,,7.735,946797,825925,809199,564878
,,,,,,7.745,2724,1926,764,388,,7.745,689115,552610,409457,254489,,7.745,946580,825540,808967,564601
,,,,,,7.755,2524,1788,698,361,,7.755,688385,551902,408548,253830,,7.755,946364,825153,808747,564278
,,,,,,7.765,2340,1647,634,332,,7.765,687664,551171,407608,253178,,7.765,946167,824763,808521,563967
,,,,,,7.775,2147,1514,580,310,,7.775,686968,550483,406693,252560,,7.775,945933,824387,808275,563665
,,,,,,7.785,1960,1380,532,292,,7.785,686252,549800,405770,251910,,7.785,945738,824006,808049,563348
,,,,,,7.795,1790,1279,491,268,,7.795,685491,549067,404882,251259,,7.795,945524,823605,807805,563028
,,,,,,7.805,1631,1170,453,241,,7.805,684727,548334,403957,250632,,7.805,945300,823205,807565,562719
,,,,,,7.815,1502,1075,408,223,,7.815,684025,547639,403009,250019,,7.815,945074,822811,807280,562404
,,,,,,7.825,1387,987,376,208,,7.825,683270,546879,402097,249395,,7.825,944840,822435,807021,562099
,,,,,,7.835,1270,898,347,192,,7.835,682500,546106,401132,248739,,7.835,944609,822051,806750,561805
,,,,,,7.845,1165,820,320,184,,7.845,681656,545322,400192,248122,,7.845,944378,821653,806513,561510
,,,,,,7.855,1069,762,289,172,,7.855,680906,544579,399277,247435,,7.855,944152,821268,806264,561184
,,,,,,7.865,991,700,267,157,,7.865,680149,543843,398309,246755,,7.865,943931,820847,806016,560832
,,,,,,7.875,921,655,246,144,,7.875,679439,543077,397351,246114,,7.875,943733,820447,805768,560507
,,,,,,7.885,851,611,228,134,,7.885,678656,542296,396389,245488,,7.885,943515,820052,805497,560156
,,,,,,7.895,782,574,217,119,,7.895,677806,541507,395451,244783,,7.895,943303,819628,805226,559815
,,,,,,7.905,719,535,204,109,,7.905,676986,540671,394505,244118,,7.905,943066,819176,804975,559503
,,,,,,7.915,679,491,196,104,,7.915,676156,539911,393498,243480,,7.915,942852,818772,804730,559171
,,,,,,7.925,629,452,183,98,,7.925,675378,539141,392559,242821,,7.925,942633,818367,804483,558845
,,,,,,7.935,586,421,172,91,,7.935,674556,538366,391551,242117,,7.935,942427,817968,804210,558530
,,,,,,7.945,556,397,158,84,,7.945,673805,537534,390535,241450,,7.945,942221,817579,803955,558191
,,,,,,7.955,515,365,148,78,,7.955,672981,536768,389571,240789,,7.955,941986,817186,803708,557884
,,,,,,7.965,480,334,142,73,,7.965,672129,536011,388579,240071,,7.965,941730,816744,803439,557581
,,,,,,7.975,439,301,139,67,,7.975,671311,535220,387613,239412,,7.975,941514,816365,803188,557276
,,,,,,7.985,401,273,131,63,,7.985,670450,534405,386627,238754,,7.985,941304,815987,802952,556951
,,,,,,7.995,375,258,122,61,,7.995,669638,533617,385563,238056,,7.995,941071,815591,802684,556662
,,,,,,8.005,347,238,119,59,,8.005,668724,532821,384550,237363,,8.005,940805,815191,802414,556323
,,,,,,8.015,328,222,110,56,,8.015,667860,532020,383585,236673,,8.015,940578,814775,802136,555975
,,,,,,8.025,319,209,103,53,,8.025,667000,531228,382614,235986,,8.025,940357,814334,801877,555621
,,,,,,8.035,295,196,97,52,,8.035,666117,530400,381613,235343,,8.035,940127,813901,801601,555271
,,,,,,8.045,274,180,95,50,,8.045,665227,529612,380597,234666,,8.045,939879,813465,801339,554934
,,,,,,8.055,258,173,91,49,,8.055,664352,528788,379508,233992,,8.055,939638,813028,801090,554593
,,,,,,8.065,247,162,85,46,,8.065,663519,528012,378532,233287,,8.065,939373,812629,800796,554282
,,,,,,8.075,235,155,85,43,,8.075,662680,527167,377470,232555,,8.075,939118,812242,800507,553964
,,,,,,8.085,228,148,82,43,,8.085,661788,526262,376391,231769,,8.085,938893,811808,800246,553653
,,,,,,8.095,214,141,78,43,,8.095,660910,525406,375366,231110,,8.095,938638,811410,799982,553315
,,,,,,8.105,209,135,77,43,,8.105,660063,524523,374337,230389,,8.105,938392,810972,799697,553001
,,,,,,8.115,203,131,74,42,,8.115,659143,523720,373329,229686,,8.115,938157,810540,799422,552668
,,,,,,8.125,194,128,72,42,,8.125,658259,522902,372339,229035,,8.125,937915,810094,799136,552360
,,,,,,8.135,189,121,68,41,,8.135,657356,522089,371306,228338,,8.135,937687,809671,798868,552036
,,,,,,8.145,184,116,64,40,,8.145,656450,521321,370258,227642,,8.145,937392,809226,798595,551712
,,,,,,8.155,179,113,60,40,,8.155,655578,520458,369182,226919,,8.155,937171,808801,798307,551385
,,,,,,8.165,175,107,59,40,,8.165,654636,519600,368088,226210,,8.165,936944,808429,798038,551077
,,,,,,8.175,173,103,59,40,,8.175,653709,518796,366984,225506,,8.175,936692,808029,797761,550758
,,,,,,8.185,170,101,59,39,,8.185,652767,517910,365920,224792,,8.185,936436,807610,797465,550397
,,,,,,8.195,169,99,59,39,,8.195,651864,517054,364804,224101,,8.195,936146,807209,797188,550061
,,,,,,8.205,168,99,59,39,,8.205,650944,516140,363732,223379,,8.205,935885,806812,796921,549741
,,,,,,8.215,166,96,58,39,,8.215,650005,515268,362641,222667,,8.215,935659,806356,796622,549400
,,,,,,8.225,166,95,58,38,,8.225,649062,514347,361602,221960,,8.225,935384,805954,796353,549083
,,,,,,8.235,165,92,58,37,,8.235,648130,513490,360507,221221,,8.235,935122,805533,796074,548727
,,,,,,8.245,165,91,57,36,,8.245,647124,512578,359453,220462,,8.245,934873,805087,795798,548389
,,,,,,8.255,165,91,57,35,,8.255,646155,511675,358331,219712,,8.255,934601,804609,795524,548032
,,,,,,8.265,165,90,57,35,,8.265,645139,510737,357261,219007,,8.265,934357,804204,795246,547716
,,,,,,8.275,161,88,57,35,,8.275,644156,509809,356174,218272,,8.275,934080,803793,794977,547378
,,,,,,8.285,160,88,57,35,,8.285,643202,508921,355097,217508,,8.285,933788,803381,794671,547039
,,,,,,8.295,158,86,54,34,,8.295,642199,508049,354017,216783,,8.295,933528,802967,794364,546719
,,,,,,8.305,157,86,53,34,,8.305,641240,507122,352914,216064,,8.305,933269,802523,794066,546407
,,,,,,8.315,155,86,52,34,,8.315,640210,506178,351820,215335,,8.315,933004,802117,793777,546073
,,,,,,8.325,155,86,52,34,,8.325,639219,505187,350678,214593,,8.325,932733,801674,793505,545752
,,,,,,8.335,154,86,51,32,,8.335,638151,504227,349574,213825,,8.335,932431,801221,793210,545407
,,,,,,8.345,152,85,51,31,,8.345,637183,503250,348409,213070,,8.345,932167,800816,792958,545051
,,,,,,8.355,151,85,50,31,,8.355,636130,502293,347263,212262,,8.355,931863,800354,792645,544711
,,,,,,8.365,150,84,49,30,,8.365,635083,501353,346054,211461,,8.365,931604,799933,792365,544379
,,,,,,8.375,147,82,48,30,,8.375,634032,500377,344856,210692,,8.375,931327,799498,792046,544006
,,,,,,8.385,146,82,46,29,,8.385,633005,499416,343671,209932,,8.385,931025,799050,791750,543705
,,,,,,8.395,144,80,45,28,,8.395,631903,498379,342448,209148,,8.395,930724,798615,791442,543324
,,,,,,8.405,141,80,42,28,,8.405,630860,497371,341335,208433,,8.405,930433,798163,791139,542968
,,,,,,8.415,139,78,40,28,,8.415,629708,496366,340181,207659,,8.415,930124,797757,790815,542614
,,,,,,8.425,137,77,38,26,,8.425,628650,495430,339021,206868,,8.425,929834,797336,790481,542263
,,,,,,8.435,136,77,38,26,,8.435,627582,494403,337807,206085,,8.435,929546,796876,790205,541909
,,,,,,8.445,135,75,37,25,,8.445,626386,493337,336640,205319,,8.445,929253,796400,789879,541547
,,,,,,8.455,134,74,37,24,,8.455,625295,492339,335494,204505,,8.455,928966,795959,789588,541209
,,,,,,8.465,133,73,36,24,,8.465,624200,491309,334327,203776,,8.465,928673,795528,789278,540848
,,,,,,8.475,132,71,36,23,,8.475,623083,490243,333091,202939,,8.475,928355,795093,788946,540510
,,,,,,8.485,130,71,34,23,,8.485,621905,489235,331807,202135,,8.485,928059,794691,788615,540179
,,,,,,8.495,128,68,33,23,,8.495,620747,488177,330648,201297,,8.495,927763,794285,788292,539818
,,,,,,8.505,128,66,33,21,,8.505,619617,487163,329393,200536,,8.505,927465,793824,787989,539436
,,,,,,8.515,126,63,33,20,,8.515,618443,486054,328154,199686,,8.515,927144,793383,787698,539089
,,,,,,8.525,123,62,33,19,,8.525,617318,484986,326925,198917,,8.525,926856,792926,787392,538732
,,,,,,8.535,120,60,32,19,,8.535,616149,483920,325695,198085,,8.535,926542,792490,787050,538394
,,,,,,8.545,119,60,31,18,,8.545,614987,482888,324418,197236,,8.545,926242,792049,786745,538030
,,,,,,8.555,113,59,30,18,,8.555,613842,481887,323211,196395,,8.555,925958,791592,786428,537698
,,,,,,8.565,112,59,29,17,,8.565,612648,480855,321909,195586,,8.565,925632,791146,786106,537368
,,,,,,8.575,105,57,28,15,,8.575,611433,479747,320681,194743,,8.575,925293,790726,785774,537039
,,,,,,8.585,101,57,28,14,,8.585,610204,478636,319407,193879,,8.585,925009,790268,785452,536713
,,,,,,8.595,97,53,27,14,,8.595,608943,477543,318144,193020,,8.595,924723,789776,785164,536378
,,,,,,8.605,93,49,27,13,,8.605,607677,476438,316939,192195,,8.605,924403,789308,784843,536023
,,,,,,8.615,88,47,25,13,,8.615,606424,475279,315623,191344,,8.615,924075,788852,784530,535661
,,,,,,8.625,86,45,25,13,,8.625,605200,474126,314336,190578,,8.625,923776,788382,784217,535307
,,,,,,8.635,84,45,22,13,,8.635,603940,473012,313035,189784,,8.635,923450,787946,783886,534958
,,,,,,8.645,78,41,21,13,,8.645,602717,471926,311757,188927,,8.645,923133,787538,783561,534608
,,,,,,8.655,73,41,20,11,,8.655,601394,470790,310450,188102,,8.655,922825,787103,783234,534260
,,,,,,8.665,64,39,20,11,,8.665,600073,469616,309060,187253,,8.665,922518,786666,782904,533910
,,,,,,8.675,61,37,18,11,,8.675,598751,468452,307773,186441,,8.675,922140,786199,782576,533550
,,,,,,8.685,55,33,17,11,,8.685,597426,467305,306433,185491,,8.685,921776,785722,782247,533202
,,,,,,8.695,50,30,16,11,,8.695,596110,466139,305121,184640,,8.695,921465,785263,781900,532835
,,,,,,8.705,46,27,15,10,,8.705,594705,464931,303882,183828,,8.705,921121,784823,781553,532497
,,,,,,8.715,42,24,15,10,,8.715,593370,463737,302550,182976,,8.715,920826,784327,781260,532155
,,,,,,8.725,42,23,13,9,,8.725,591921,462532,301206,182093,,8.725,920473,783892,780953,531789
,,,,,,8.735,40,22,13,7,,8.735,590580,461274,299790,181235,,8.735,920154,783463,780628,531459
,,,,,,8.745,38,18,12,6,,8.745,589162,460007,298414,180360,,8.745,919807,783003,780284,531139
,,,,,,8.755,34,17,10,5,,8.755,587781,458722,297071,179438,,8.755,919472,782518,779919,530786
,,,,,,8.765,33,16,10,5,,8.765,586408,457479,295716,178595,,8.765,919140,782036,779583,530437
,,,,,,8.775,31,16,9,5,,8.775,585024,456213,294320,177744,,8.775,918821,781575,779233,530093
,,,,,,8.785,28,13,8,5,,8.785,583588,454936,292867,176832,,8.785,918447,781139,778885,529744
,,,,,,8.795,27,12,6,5,,8.795,582166,453662,291375,175893,,8.795,918122,780674,778563,529376
,,,,,,8.805,25,10,3,5,,8.805,580707,452418,289961,174996,,8.805,917798,780245,778193,529045
,,,,,,8.815,25,10,2,5,,8.815,579256,451198,288501,174048,,8.815,917446,779738,777822,528712
,,,,,,8.825,22,9,2,5,,8.825,577690,449900,287098,173135,,8.825,917128,779334,777478,528382
,,,,,,8.835,22,9,2,3,,8.835,576154,448607,285614,172241,,8.835,916795,778921,777141,528062
,,,,,,8.845,18,9,2,3,,8.845,574713,447311,284195,171376,,8.845,916481,778484,776786,527686
,,,,,,8.855,13,8,2,2,,8.855,573152,446010,282761,170426,,8.855,916144,778032,776471,527374
,,,,,,8.865,12,8,2,1,,8.865,571506,444642,281295,169489,,8.865,915815,777550,776120,527042
,,,,,,8.875,11,7,0,1,,8.875,569989,443254,279894,168536,,8.875,915487,777113,775777,526681
,,,,,,8.885,8,5,0,1,,8.885,568415,441952,278477,167609,,8.885,915161,776643,775469,526358
,,,,,,8.895,7,2,0,1,,8.895,566835,440605,276993,166686,,8.895,914803,776207,775123,525989
,,,,,,8.905,4,2,0,1,,8.905,565273,439281,275457,165717,,8.905,914468,775756,774783,525673
,,,,,,8.915,0,1,0,0,,8.915,563654,437831,273964,164748,,8.915,914110,775335,774439,525292
,,,,,,8.925,0,0,0,0,,8.925,562049,436424,272435,163779,,8.925,913787,774888,774117,524932
,,,,,,8.935,0,0,0,0,,8.935,560360,435058,270958,162801,,8.935,913430,774472,773747,524561
,,,,,,8.945,0,0,0,0,,8.945,558665,433619,269425,161881,,8.945,913060,773986,773394,524225
,,,,,,8.955,0,0,0,0,,8.955,556972,432172,267930,160888,,8.955,912722,773548,773064,523879
,,,,,,8.965,0,0,0,0,,8.965,555317,430717,266379,159947,,8.965,912384,773129,772736,523555
,,,,,,8.975,0,0,0,0,,8.975,553577,429267,264809,158941,,8.975,912048,772675,772389,523189
,,,,,,8.985,0,0,0,0,,8.985,551860,427776,263250,157922,,8.985,911733,772248,772088,522856
,,,,,,8.995,0,0,0,0,,8.995,550107,426303,261612,156955,,8.995,911386,771820,771716,522506
,,,,,,9.005,0,0,0,0,,9.005,548410,424883,260050,155989,,9.005,911067,771388,771409,522151
,,,,,,,,,,,,9.015,546597,423350,258506,155000,,9.015,910705,770924,771043,521815
,,,,,,,,,,,,9.025,544802,421785,256918,153980,,9.025,910363,770467,770715,521493
,,,,,,,,,,,,9.035,542876,420201,255361,152977,,9.035,910051,770006,770383,521098
