        #x(mm) ,            E_e- ,            E_e+ ,       EdepTotal ,Ed_Transportation ,No_e-_LeptsElastic ,Ed_e-_LeptsElastic ,No_e+_LeptsElastic ,Ed_e+_LeptsElastic ,No_e-_LeptsExcitRotat ,Ed_e-_LeptsExcitRotat ,No_e+_LeptsExcitRotat ,Ed_e+_LeptsExcitRotat ,No_e+_LeptsExcitVibrat ,Ed_e+_LeptsExcitVibrat ,No_e-_LeptsElectronicExcitation ,Ed_e-_LeptsElectronicExcitation ,No_e+_LeptsElectronicExcitation ,Ed_e+_LeptsElectronicExcitation ,No_e+_LeptsDissocNeutr ,Ed_e+_LeptsDissocNeutr ,No_e-_LeptsIonisationS ,Ed_e-_LeptsIonisationS ,No_e+_LeptsIonisationS ,Ed_e+_LeptsIonisationS ,No_e-_LeptsIonisationD ,Ed_e-_LeptsIonisationD ,No_e+_LeptsIonisationD ,Ed_e+_LeptsIonisationD ,No_e+_LeptsIonisationK ,Ed_e+_LeptsIonisationK ,No_e-_LeptsThermalisation ,Ed_e-_LeptsThermalisation ,No_e-_LeptsAttachment ,Ed_e-_LeptsAttachment ,No_e+_LeptsAnnihilation ,Ed_e+_LeptsAnnihilation ,No_e+_LeptsPositronium ,Ed_e+_LeptsPositronium ,        EdepAxis ,Seco_E_e+_LeptsPositronium ,
        -2.5e-05 ,         510.383 ,     1.49918e+06 ,          569390 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
         2.5e-05 ,         415.698 ,     1.49406e+06 ,     3.68412e+07 ,               0 ,     1.88304e+08 ,         44684.8 ,          420701 ,         260.319 ,     3.40297e+08 ,     3.97016e+06 ,          152242 ,         1775.76 ,               2 ,        0.459822 ,          269256 ,     2.59236e+06 ,             258 ,         2646.33 ,             691 ,         43201.9 ,          442824 ,     5.58401e+06 ,          558829 ,     7.04683e+06 ,             686 ,          102361 ,           12749 ,     1.61867e+07 ,            3925 ,          137375 ,          895381 ,         8048.97 ,           77020 ,          575051 ,               1 ,         3.82503 ,               8 ,         233.881 ,          180443 ,               0 ,
         7.5e-05 ,         416.036 ,     1.48442e+06 ,     3.70174e+07 ,               0 ,     1.96614e+08 ,         46661.2 ,          420821 ,         263.933 ,     3.55123e+08 ,     4.14309e+06 ,          153566 ,         1792.64 ,               0 ,               0 ,          279288 ,     2.68607e+06 ,             249 ,         2574.65 ,            1765 ,         96840.1 ,          457914 ,      5.7743e+06 ,          561402 ,     7.07928e+06 ,             791 ,          119080 ,           12869 ,     1.63201e+07 ,            3884 ,          135940 ,          931978 ,         8354.53 ,           80924 ,          602692 ,               0 ,               0 ,               5 ,         330.005 ,          164656 ,               0 ,
        0.000125 ,         415.772 ,     1.47686e+06 ,     3.70995e+07 ,               0 ,     1.97798e+08 ,           46924 ,          419246 ,         258.839 ,     3.57292e+08 ,      4.1684e+06 ,          154244 ,         1800.31 ,               0 ,               0 ,          280380 ,     2.69738e+06 ,             263 ,         2673.93 ,            3006 ,          174892 ,          459119 ,     5.78949e+06 ,          566164 ,     7.13933e+06 ,             765 ,          111028 ,           12799 ,     1.62169e+07 ,            3840 ,          134400 ,          936849 ,          8404.8 ,           81486 ,          607420 ,               0 ,               0 ,               2 ,         253.142 ,          177187 ,               0 ,
        0.000175 ,         416.002 ,     1.46884e+06 ,     3.73949e+07 ,               0 ,     1.99116e+08 ,         47242.1 ,          419998 ,         260.234 ,     3.59586e+08 ,     4.19515e+06 ,          155558 ,         1814.51 ,               3 ,         0.77789 ,          282003 ,      2.7116e+06 ,             254 ,          2701.1 ,            4482 ,          263591 ,          463996 ,     5.85099e+06 ,          570095 ,      7.1889e+06 ,             806 ,          120062 ,           12845 ,     1.62501e+07 ,            3931 ,          137585 ,          944700 ,         8462.05 ,           82605 ,          616183 ,               1 ,       0.0214214 ,               6 ,         252.331 ,          184706 ,               0 ,
        0.000225 ,         416.328 ,     1.46097e+06 ,     3.79843e+07 ,               0 ,     2.00504e+08 ,           47606 ,          420230 ,         262.041 ,     3.61996e+08 ,     4.22332e+06 ,          156041 ,         1820.27 ,               1 ,        0.245385 ,          284757 ,     2.74025e+06 ,             260 ,         2668.96 ,            6044 ,          355382 ,          466585 ,     5.88364e+06 ,          572114 ,     7.21436e+06 ,             782 ,          115854 ,           13166 ,     1.66364e+07 ,            3957 ,          138495 ,          949338 ,         8507.58 ,           82566 ,          615473 ,               0 ,               0 ,               4 ,         257.666 ,          178389 ,               0 ,
        0.000275 ,         416.539 ,     1.45207e+06 ,     3.78762e+07 ,               0 ,     2.01505e+08 ,         47860.6 ,          420810 ,         256.859 ,     3.63699e+08 ,     4.24318e+06 ,          157895 ,         1842.43 ,               7 ,          1.8691 ,          285419 ,     2.74371e+06 ,             267 ,          2726.6 ,            7898 ,          459202 ,          467744 ,     5.89825e+06 ,          576335 ,     7.26758e+06 ,             766 ,          112669 ,           12943 ,      1.6329e+07 ,            3900 ,          136500 ,          953029 ,         8536.64 ,           83704 ,          624124 ,               3 ,         4.42486 ,              11 ,         762.057 ,          193991 ,               0 ,
        0.000325 ,         416.124 ,     1.44251e+06 ,     3.86526e+07 ,               0 ,     2.03806e+08 ,         48359.1 ,          420468 ,         260.761 ,     3.68025e+08 ,     4.29361e+06 ,          159554 ,         1861.35 ,              14 ,         4.58748 ,          289445 ,     2.78313e+06 ,             270 ,         2771.04 ,            9987 ,          600089 ,          475431 ,     5.99518e+06 ,          581420 ,     7.33171e+06 ,             838 ,          127867 ,           13247 ,     1.66844e+07 ,            4099 ,          143465 ,          966243 ,         8656.18 ,           84452 ,          630520 ,               5 ,         1.83778 ,              15 ,         740.187 ,          203652 ,               0 ,
        0.000375 ,         415.939 ,     1.43439e+06 ,     3.90691e+07 ,               0 ,      2.0517e+08 ,         48679.5 ,          418657 ,         257.432 ,     3.70601e+08 ,     4.32362e+06 ,          161037 ,         1878.04 ,              15 ,         4.27263 ,          290779 ,     2.79679e+06 ,             291 ,         3008.45 ,           11904 ,          687877 ,          478092 ,     6.02874e+06 ,          585299 ,     7.38062e+06 ,             804 ,          119729 ,           13444 ,     1.69024e+07 ,            4041 ,          141435 ,          972425 ,         8714.65 ,           83845 ,          624991 ,               3 ,       0.0377796 ,              12 ,         364.968 ,          182743 ,               0 ,
        0.000425 ,         416.276 ,     1.42592e+06 ,     3.91018e+07 ,               0 ,     2.06419e+08 ,         49002.6 ,          419406 ,         263.892 ,     3.72559e+08 ,     4.34649e+06 ,          161591 ,         1886.67 ,               8 ,          2.3802 ,          290596 ,     2.79475e+06 ,             327 ,         3366.38 ,           14222 ,          840562 ,          478211 ,     6.03024e+06 ,          590157 ,     7.44188e+06 ,             805 ,          120622 ,           13290 ,      1.6688e+07 ,            3956 ,          138460 ,          975533 ,         8756.26 ,           85296 ,          636716 ,               5 ,        0.519467 ,              13 ,         771.465 ,          195942 ,               0 ,
        0.000475 ,         416.167 ,     1.41741e+06 ,     3.97384e+07 ,               0 ,     2.08041e+08 ,         49389.6 ,          418490 ,         262.674 ,     3.75617e+08 ,     4.38215e+06 ,          163091 ,         1902.26 ,              15 ,         4.12593 ,          294424 ,      2.8315e+06 ,             295 ,         3036.59 ,           16872 ,      1.0006e+06 ,          483099 ,     6.09188e+06 ,          595138 ,     7.50469e+06 ,             805 ,          119061 ,           13523 ,      1.6962e+07 ,            4028 ,          140980 ,          985023 ,         8838.83 ,           85924 ,          640402 ,               4 ,       0.0662239 ,              21 ,         1784.63 ,          183083 ,               0 ,
        0.000525 ,         416.059 ,     1.40747e+06 ,     4.00785e+07 ,               0 ,     2.09294e+08 ,         49666.7 ,          417535 ,         260.867 ,     3.77905e+08 ,     4.40886e+06 ,          165169 ,         1926.21 ,              22 ,         6.24865 ,          295918 ,     2.84611e+06 ,             330 ,         3383.92 ,           19874 ,     1.16963e+06 ,          485518 ,     6.12238e+06 ,          597831 ,     7.53865e+06 ,             806 ,          119691 ,           13596 ,     1.70297e+07 ,            4043 ,          141505 ,          990454 ,         8895.69 ,           85326 ,          636141 ,               7 ,        0.145195 ,              21 ,          1657.1 ,          206828 ,               0 ,
        0.000575 ,         416.067 ,     1.39933e+06 ,     4.07288e+07 ,               0 ,     2.11506e+08 ,           50189 ,          416813 ,         265.273 ,     3.82055e+08 ,     4.45723e+06 ,          165491 ,         1931.44 ,              17 ,         4.55621 ,          300740 ,      2.8925e+06 ,             339 ,         3468.37 ,           23212 ,     1.38216e+06 ,          493531 ,     6.22343e+06 ,          604067 ,     7.61728e+06 ,             812 ,          119773 ,           13734 ,     1.71744e+07 ,            4192 ,          146720 ,      1.0029e+06 ,          9002.4 ,           87177 ,          649555 ,               4 ,         1.19401 ,              20 ,         942.875 ,          173840 ,               0 ,
        0.000625 ,          416.07 ,     1.38963e+06 ,     4.13525e+07 ,               0 ,     2.13488e+08 ,           50664 ,          415557 ,         260.067 ,     3.85491e+08 ,     4.49738e+06 ,          167617 ,         1955.96 ,              20 ,         6.51802 ,          302886 ,     2.91315e+06 ,             406 ,          4232.4 ,           26858 ,     1.56217e+06 ,          496571 ,     6.26176e+06 ,          610400 ,     7.69714e+06 ,             795 ,          118711 ,           13963 ,     1.74321e+07 ,            4171 ,          145985 ,     1.01187e+06 ,         9082.03 ,           88049 ,          656631 ,               8 ,        0.971965 ,              26 ,         1278.29 ,          204227 ,               0 ,
        0.000675 ,         416.011 ,     1.38077e+06 ,     4.14985e+07 ,               0 ,     2.14633e+08 ,         50942.8 ,          415764 ,         263.202 ,     3.87517e+08 ,     4.52109e+06 ,          168744 ,          1969.8 ,              19 ,          4.4639 ,          303866 ,      2.9222e+06 ,             373 ,         3831.77 ,           29849 ,     1.73379e+06 ,          498053 ,     6.28045e+06 ,          614550 ,     7.74948e+06 ,             826 ,          124506 ,           13876 ,     1.72961e+07 ,            4098 ,          143430 ,      1.0166e+06 ,         9095.71 ,           88502 ,          659869 ,               7 ,        0.337912 ,              29 ,          1408.3 ,          183449 ,               0 ,
        0.000725 ,         416.062 ,     1.37045e+06 ,     4.20356e+07 ,               0 ,     2.16637e+08 ,         51419.3 ,          413735 ,         259.431 ,     3.91212e+08 ,     4.56413e+06 ,          170223 ,         1986.65 ,              19 ,         4.88893 ,          306384 ,     2.94584e+06 ,             404 ,         4238.29 ,           33009 ,     1.94624e+06 ,          502911 ,     6.34171e+06 ,          620077 ,     7.81917e+06 ,             806 ,          122678 ,           14000 ,     1.74118e+07 ,            4225 ,          147875 ,     1.02595e+06 ,         9203.84 ,           89391 ,          667206 ,              10 ,         1.23758 ,              39 ,         1853.34 ,          204400 ,               0 ,
        0.000775 ,         415.944 ,     1.36203e+06 ,     4.27706e+07 ,               0 ,     2.18887e+08 ,         51927.2 ,          412663 ,         262.818 ,     3.95302e+08 ,      4.6118e+06 ,          171151 ,          1996.6 ,              13 ,         3.60258 ,          309082 ,     2.97273e+06 ,             375 ,         3861.98 ,           36538 ,     2.18207e+06 ,          510252 ,     6.43428e+06 ,          624451 ,     7.87433e+06 ,             839 ,          126144 ,           14227 ,      1.7677e+07 ,            4325 ,          151375 ,     1.03697e+06 ,         9293.27 ,           90068 ,          671561 ,               5 ,       0.0603309 ,              39 ,         1918.31 ,          192375 ,               0 ,
        0.000825 ,         416.203 ,     1.34964e+06 ,     4.29718e+07 ,               0 ,     2.20434e+08 ,         52323.6 ,          412147 ,         261.668 ,     3.98064e+08 ,     4.64408e+06 ,          175728 ,          2050.4 ,              37 ,         9.90665 ,          312897 ,     3.00925e+06 ,             386 ,         3972.72 ,           40321 ,     2.38018e+06 ,          513327 ,     6.47305e+06 ,          630749 ,     7.95374e+06 ,             861 ,          131028 ,           14108 ,     1.74803e+07 ,            4284 ,          149940 ,     1.04429e+06 ,         9354.92 ,           91105 ,          679730 ,              15 ,          5.5013 ,              42 ,         2481.26 ,          198457 ,               0 ,
        0.000875 ,         415.919 ,     1.33822e+06 ,      4.3516e+07 ,               0 ,     2.22106e+08 ,         52686.2 ,          410737 ,          263.07 ,     4.01219e+08 ,      4.6809e+06 ,          177882 ,         2075.48 ,              41 ,         11.3769 ,          315357 ,     3.03037e+06 ,             397 ,         4020.59 ,           43482 ,     2.60188e+06 ,          516139 ,     6.50851e+06 ,          635265 ,     8.01069e+06 ,             908 ,          136213 ,           14264 ,     1.76392e+07 ,            4338 ,          151830 ,     1.05206e+06 ,         9440.32 ,           91786 ,          685359 ,              15 ,         1.32951 ,              50 ,         2608.17 ,          181042 ,               0 ,
        0.000925 ,         415.889 ,     1.32604e+06 ,     4.41292e+07 ,               0 ,     2.24561e+08 ,         53285.9 ,          410966 ,          267.99 ,      4.0556e+08 ,     4.73156e+06 ,          180899 ,         2110.16 ,              50 ,         14.7971 ,          317934 ,     3.05892e+06 ,             425 ,         4357.24 ,           47639 ,     2.78715e+06 ,          522276 ,      6.5859e+06 ,          643066 ,     8.10906e+06 ,             849 ,          126373 ,           14430 ,     1.78149e+07 ,            4350 ,          152250 ,     1.06449e+06 ,         9553.97 ,           92546 ,          690420 ,              26 ,          3.4502 ,              52 ,         3018.99 ,          205800 ,               0 ,
        0.000975 ,         415.815 ,     1.31643e+06 ,     4.47913e+07 ,               0 ,     2.26267e+08 ,         53692.7 ,          408742 ,         265.871 ,     4.08631e+08 ,     4.76739e+06 ,          182227 ,         2125.11 ,              59 ,         15.8289 ,          319829 ,     3.07565e+06 ,             431 ,         4420.77 ,           50652 ,     3.01964e+06 ,          525627 ,     6.62816e+06 ,          648263 ,      8.1746e+06 ,             869 ,          130544 ,           14668 ,     1.80714e+07 ,            4300 ,          150500 ,     1.07233e+06 ,         9612.42 ,           93716 ,          699087 ,              26 ,          6.3255 ,              61 ,         4163.87 ,          203320 ,               0 ,
        0.001025 ,         415.607 ,     1.30454e+06 ,     4.54249e+07 ,               0 ,     2.28536e+08 ,         54203.3 ,          408771 ,         264.372 ,     4.12906e+08 ,     4.81716e+06 ,          184082 ,         2146.52 ,              46 ,         13.5662 ,          323974 ,     3.11597e+06 ,             441 ,         4493.38 ,           53638 ,     3.16596e+06 ,          530995 ,     6.69585e+06 ,          655040 ,     8.26005e+06 ,             921 ,          137337 ,           14897 ,     1.83032e+07 ,            4464 ,          156240 ,     1.08443e+06 ,         9719.07 ,           93758 ,          698715 ,              25 ,         4.93108 ,              68 ,         3656.14 ,          196386 ,               0 ,
        0.001075 ,         415.922 ,     1.29234e+06 ,     4.61753e+07 ,               0 ,     2.32162e+08 ,         55092.2 ,          408042 ,         270.383 ,     4.19219e+08 ,     4.89097e+06 ,          187087 ,         2183.41 ,              74 ,         23.0919 ,          329027 ,     3.16375e+06 ,             475 ,         4916.33 ,           57869 ,     3.41153e+06 ,          537960 ,     6.78368e+06 ,          664328 ,     8.37718e+06 ,             858 ,          128053 ,           15068 ,     1.84715e+07 ,            4454 ,          155890 ,     1.09872e+06 ,          9866.5 ,           95984 ,          716400 ,              30 ,         10.7989 ,              70 ,         3990.22 ,          201715 ,               0 ,
        0.001125 ,         415.707 ,     1.28016e+06 ,     4.67158e+07 ,               0 ,     2.34252e+08 ,         55582.5 ,          405956 ,         270.489 ,     4.23194e+08 ,     4.93731e+06 ,          188999 ,         2206.07 ,              62 ,         19.0388 ,          331853 ,     3.19004e+06 ,             514 ,         5316.05 ,           61535 ,     3.65547e+06 ,          543600 ,      6.8548e+06 ,          672568 ,     8.48108e+06 ,             829 ,          123316 ,           15149 ,     1.85199e+07 ,            4443 ,          155505 ,     1.11107e+06 ,         9965.75 ,           96414 ,          718487 ,              24 ,          3.2707 ,             100 ,         6541.98 ,          218970 ,               0 ,
        0.001175 ,         415.942 ,     1.26586e+06 ,     4.72959e+07 ,               0 ,     2.37574e+08 ,           56380 ,          406878 ,         276.197 ,     4.29061e+08 ,     5.00574e+06 ,          193703 ,         2260.48 ,             112 ,          30.334 ,          336538 ,      3.2358e+06 ,             540 ,         5568.41 ,           65107 ,     3.81579e+06 ,          551551 ,     6.95506e+06 ,          680578 ,     8.58209e+06 ,             905 ,          134551 ,           15274 ,     1.85953e+07 ,            4538 ,          158830 ,     1.12536e+06 ,         10092.1 ,           97888 ,          730097 ,              34 ,         2.92214 ,             125 ,         7957.63 ,          214707 ,               0 ,
        0.001225 ,         416.129 ,     1.25307e+06 ,     4.83774e+07 ,               0 ,     2.41155e+08 ,         57240.4 ,          406617 ,         282.057 ,     4.35478e+08 ,     5.08061e+06 ,          196201 ,          2290.1 ,              72 ,         19.8911 ,          342450 ,     3.29284e+06 ,             498 ,         5070.24 ,           68663 ,     4.07656e+06 ,          560280 ,     7.06513e+06 ,          689043 ,     8.68883e+06 ,            1006 ,          148099 ,           15671 ,     1.90337e+07 ,            4739 ,          165865 ,     1.14137e+06 ,         10227.5 ,           99683 ,          742782 ,              32 ,         2.10806 ,             145 ,          7801.5 ,          212266 ,               0 ,
        0.001275 ,         415.783 ,     1.23934e+06 ,     4.90209e+07 ,               0 ,     2.43987e+08 ,         57881.5 ,          406106 ,         282.865 ,      4.4075e+08 ,     5.14205e+06 ,          199225 ,          2324.9 ,              89 ,         25.9388 ,          345421 ,     3.32154e+06 ,             612 ,          6299.5 ,           73281 ,     4.31403e+06 ,          566560 ,     7.14432e+06 ,          698064 ,     8.80259e+06 ,             953 ,          141859 ,           15814 ,     1.91563e+07 ,            4724 ,          165340 ,     1.15626e+06 ,           10384 ,          100420 ,          748626 ,              44 ,         15.7156 ,             139 ,         7067.81 ,          199289 ,               0 ,
        0.001325 ,         415.925 ,     1.22209e+06 ,     4.97008e+07 ,               0 ,     2.47426e+08 ,         58711.1 ,          408006 ,         292.556 ,     4.46875e+08 ,      5.2136e+06 ,          205804 ,          2399.5 ,             153 ,         45.8168 ,          350416 ,      3.3704e+06 ,             627 ,         6418.02 ,           77121 ,     4.50684e+06 ,          575874 ,     7.26177e+06 ,          708211 ,     8.93054e+06 ,             952 ,          143282 ,           15963 ,     1.92556e+07 ,            4834 ,          169190 ,     1.17301e+06 ,         10530.8 ,          102165 ,          761800 ,              54 ,         14.3069 ,             161 ,            9329 ,          206330 ,               0 ,
        0.001375 ,         415.825 ,     1.20774e+06 ,     5.09767e+07 ,               0 ,     2.51428e+08 ,         59653.3 ,          406532 ,         301.609 ,      4.5424e+08 ,     5.29939e+06 ,          206895 ,         2413.79 ,             144 ,         43.9225 ,          356483 ,     3.42794e+06 ,             665 ,         6864.67 ,           82365 ,     4.81865e+06 ,          585382 ,     7.38167e+06 ,          720354 ,     9.08366e+06 ,             989 ,          147581 ,           16486 ,     1.97752e+07 ,            4879 ,          170765 ,     1.19334e+06 ,         10713.1 ,          104356 ,          777588 ,              54 ,         26.2537 ,             210 ,         14221.7 ,          197590 ,               0 ,
        0.001425 ,         415.916 ,     1.19241e+06 ,     5.14007e+07 ,               0 ,     2.55146e+08 ,         60560.4 ,          408402 ,         309.781 ,     4.60683e+08 ,     5.37455e+06 ,          211927 ,         2471.65 ,             142 ,         40.4171 ,          360770 ,     3.46812e+06 ,             731 ,         7572.15 ,           86898 ,     5.05081e+06 ,          590789 ,     7.44985e+06 ,          732925 ,     9.24218e+06 ,             984 ,          145626 ,           16398 ,     1.96192e+07 ,            4805 ,          168175 ,       1.209e+06 ,         10828.2 ,          105466 ,          786726 ,              61 ,         10.0207 ,             236 ,         13664.7 ,          193073 ,               0 ,
        0.001475 ,         416.026 ,     1.17726e+06 ,     5.25394e+07 ,               0 ,     2.59819e+08 ,         61669.2 ,          409231 ,          313.89 ,     4.69058e+08 ,     5.47236e+06 ,          215463 ,         2514.94 ,             142 ,         40.7526 ,          367703 ,     3.53597e+06 ,             756 ,         7687.13 ,           91391 ,     5.40106e+06 ,          601297 ,     7.58236e+06 ,          744206 ,     9.38444e+06 ,             972 ,          145705 ,           16736 ,     1.99466e+07 ,            4950 ,          173250 ,      1.2288e+06 ,         11028.5 ,          107110 ,          799195 ,              67 ,         26.0472 ,             256 ,         15110.6 ,          198145 ,               0 ,
        0.001525 ,         415.744 ,     1.15784e+06 ,     5.34871e+07 ,               0 ,      2.6322e+08 ,           62453 ,          411056 ,          326.86 ,     4.75323e+08 ,     5.54552e+06 ,          223101 ,         2604.52 ,             189 ,         52.6066 ,          372848 ,     3.58488e+06 ,             898 ,         9290.87 ,           96684 ,     5.64496e+06 ,          609609 ,     7.68717e+06 ,          755470 ,     9.52648e+06 ,            1023 ,          152327 ,           17123 ,     2.02588e+07 ,            5009 ,          175315 ,     1.24717e+06 ,         11172.8 ,          108472 ,          808935 ,              81 ,         28.6065 ,             300 ,           16837 ,          184283 ,               0 ,
        0.001575 ,         415.673 ,     1.14059e+06 ,     5.43738e+07 ,               0 ,     2.68287e+08 ,         63654.6 ,          413488 ,         340.572 ,     4.84403e+08 ,     5.65134e+06 ,          228939 ,         2671.86 ,             212 ,         59.1478 ,          379077 ,     3.64508e+06 ,             876 ,         9074.27 ,          101955 ,      5.9816e+06 ,          619409 ,     7.81075e+06 ,          770039 ,     9.71019e+06 ,             961 ,          142646 ,           17251 ,     2.03338e+07 ,            4946 ,          173110 ,     1.26933e+06 ,         11389.4 ,          109766 ,          819365 ,              91 ,         21.3197 ,             332 ,         18738.1 ,          171813 ,               0 ,
        0.001625 ,         415.695 ,     1.12738e+06 ,     5.58791e+07 ,               0 ,      2.7366e+08 ,           64943 ,          413359 ,         352.145 ,     4.94151e+08 ,     5.76507e+06 ,          230267 ,          2688.4 ,             153 ,         43.3919 ,          386253 ,     3.71677e+06 ,             934 ,         9605.39 ,          107522 ,     6.27229e+06 ,          632397 ,     7.97453e+06 ,          786073 ,     9.91238e+06 ,             980 ,          147273 ,           17867 ,     2.09682e+07 ,            5035 ,          176225 ,     1.29555e+06 ,         11615.6 ,          112439 ,          838094 ,              76 ,         14.7305 ,             342 ,         19034.1 ,          175084 ,               0 ,
        0.001675 ,         415.902 ,      1.1009e+06 ,     5.68731e+07 ,               0 ,     2.78714e+08 ,         66155.5 ,          418707 ,         363.838 ,     5.03291e+08 ,     5.87171e+06 ,          246232 ,         2873.01 ,             296 ,         83.7464 ,          395070 ,     3.79924e+06 ,            1048 ,         10791.9 ,          113068 ,     6.65663e+06 ,          644811 ,     8.13107e+06 ,          800534 ,     1.00947e+07 ,            1056 ,          156529 ,           18034 ,     2.10079e+07 ,            5193 ,          181755 ,     1.31999e+06 ,         11834.6 ,          115303 ,          860605 ,             126 ,         27.2438 ,             390 ,         20804.9 ,          155011 ,               0 ,
        0.001725 ,         415.915 ,     1.08309e+06 ,     5.85277e+07 ,               0 ,     2.85259e+08 ,         67706.6 ,          421605 ,         384.891 ,      5.1503e+08 ,     6.00866e+06 ,          249958 ,          2913.9 ,             307 ,         87.9798 ,          403473 ,      3.8793e+06 ,            1101 ,         11283.7 ,          118736 ,      6.9547e+06 ,          658221 ,     8.30017e+06 ,          818860 ,     1.03258e+07 ,            1079 ,          160608 ,           18775 ,     2.17145e+07 ,            5307 ,          185745 ,     1.34938e+06 ,         12090.1 ,          117788 ,          878864 ,             130 ,         30.6053 ,             445 ,         24822.3 ,          197005 ,               0 ,
        0.001775 ,         416.005 ,     1.06161e+06 ,     5.97101e+07 ,               0 ,     2.90889e+08 ,         69059.3 ,          425700 ,         398.348 ,     5.25079e+08 ,     6.12585e+06 ,          261133 ,         3046.55 ,             394 ,         115.322 ,          411690 ,     3.96066e+06 ,            1208 ,         12298.5 ,          124168 ,     7.24959e+06 ,          670816 ,     8.45899e+06 ,          836382 ,     1.05468e+07 ,            1065 ,          159944 ,           19107 ,     2.19964e+07 ,            5342 ,          186970 ,     1.37638e+06 ,         12339.2 ,          120722 ,          900060 ,             155 ,         38.0754 ,             489 ,         27553.9 ,          174603 ,               0 ,
        0.001825 ,         415.722 ,     1.04116e+06 ,     6.07037e+07 ,               0 ,     2.97026e+08 ,         70487.3 ,          429165 ,         415.978 ,     5.36341e+08 ,     6.25735e+06 ,          269616 ,         3144.89 ,             418 ,          117.59 ,          420169 ,     4.04024e+06 ,            1243 ,         12736.5 ,          131153 ,      7.6778e+06 ,          683449 ,     8.61829e+06 ,          856280 ,     1.07977e+07 ,            1063 ,          158260 ,           19233 ,     2.19165e+07 ,            5375 ,          188125 ,     1.40556e+06 ,         12614.3 ,          122559 ,          912657 ,             179 ,         54.9309 ,             580 ,         37120.5 ,          171593 ,               0 ,
        0.001875 ,         415.547 ,     1.02221e+06 ,     6.20529e+07 ,               0 ,     3.03332e+08 ,         71971.2 ,          431977 ,         432.533 ,     5.47833e+08 ,     6.39135e+06 ,          276229 ,          3223.1 ,             387 ,         111.026 ,          428723 ,     4.12285e+06 ,            1392 ,         14217.6 ,          137627 ,     8.12695e+06 ,          699433 ,     8.81985e+06 ,          873487 ,     1.10147e+07 ,            1085 ,          161828 ,           19530 ,     2.21525e+07 ,            5544 ,          194040 ,     1.43657e+06 ,         12865.8 ,          124878 ,          931186 ,             172 ,         53.7353 ,             616 ,         34866.4 ,          168380 ,               0 ,
        0.001925 ,         415.523 ,          999472 ,     6.34666e+07 ,               0 ,     3.11071e+08 ,         73812.5 ,          437832 ,         453.632 ,     5.61745e+08 ,     6.55365e+06 ,          289611 ,         3378.76 ,             504 ,         148.367 ,          438451 ,     4.21846e+06 ,            1577 ,         16202.3 ,          143730 ,     8.38685e+06 ,          716421 ,     9.03407e+06 ,          895389 ,     1.12909e+07 ,            1128 ,          169499 ,           19971 ,     2.25119e+07 ,            5642 ,          197470 ,     1.47243e+06 ,         13220.6 ,          127526 ,          951231 ,             211 ,         46.6349 ,             765 ,         45307.3 ,          155228 ,               0 ,
        0.001975 ,         415.618 ,          977187 ,     6.53529e+07 ,               0 ,     3.18416e+08 ,         75566.2 ,          443795 ,         468.204 ,      5.7503e+08 ,     6.70875e+06 ,          301393 ,          3514.3 ,             555 ,          155.22 ,          450390 ,     4.33246e+06 ,            1659 ,         17073.9 ,          151075 ,     8.81905e+06 ,          734106 ,     9.25708e+06 ,          917537 ,     1.15701e+07 ,            1133 ,          169865 ,           20740 ,     2.31585e+07 ,            5730 ,          200550 ,     1.50859e+06 ,         13523.7 ,          131478 ,          980685 ,             230 ,         63.0169 ,             811 ,         45432.2 ,          159771 ,               0 ,
        0.002025 ,         415.474 ,          957095 ,      6.7191e+07 ,               0 ,     3.26322e+08 ,         77430.1 ,          449390 ,         498.365 ,     5.89354e+08 ,      6.8758e+06 ,          310033 ,         3616.39 ,             642 ,         183.165 ,          460619 ,     4.42899e+06 ,            1807 ,         18454.4 ,          158705 ,     9.18551e+06 ,          751111 ,     9.47151e+06 ,          940588 ,     1.18608e+07 ,            1165 ,          174959 ,           21507 ,     2.38169e+07 ,            5866 ,          205310 ,     1.54569e+06 ,         13861.8 ,          134272 ,      1.0021e+06 ,             267 ,         69.7326 ,             891 ,         54886.4 ,          153813 ,               0 ,
        0.002075 ,         415.827 ,          936910 ,     6.86215e+07 ,               0 ,     3.34233e+08 ,         79350.8 ,          455886 ,         520.936 ,     6.03338e+08 ,     7.03904e+06 ,          323867 ,         3777.89 ,             712 ,         200.334 ,          472905 ,     4.54771e+06 ,            1896 ,         19498.3 ,          164949 ,     9.71338e+06 ,          769474 ,     9.70307e+06 ,          963392 ,     1.21484e+07 ,            1142 ,          169757 ,           21721 ,     2.38878e+07 ,            5980 ,          209300 ,     1.58161e+06 ,         14209.5 ,          138316 ,     1.03142e+06 ,             286 ,         66.3935 ,             925 ,         54061.1 ,          163337 ,               0 ,
