#P=2mTorr,,P=5mTorr,
#Energy(eV),Intensity(a.u.),Energy(eV),Intensity(a.u.)
5.4068,1551.3525,5.5168,969.99
5.402,1505.1825,5.512,1004.71
5.3972,1500.525,5.5072,980.22
5.3924,1547.3025,5.5024,975.88
5.3876,1569.1725,5.4976,959.14
5.3828,1566.54,5.4928,985.18
5.378,1572.21,5.488,957.59
5.3732,1581.7275,5.4832,942.71
5.3684,1536.7725,5.4784,964.41
5.3636,1525.23,5.4736,961.62
5.3588,1513.6875,5.4688,992
5.354,1555.2,5.464,975.88
5.3492,1530.9,5.4592,958.52
5.3444,1532.925,5.4544,1021.45
5.3396,1486.35,5.4496,972.78
5.3348,1545.885,5.4448,1005.95
5.33,1524.2175,5.44,983.63
5.3252,1503.36,5.4352,983.32
5.3204,1571.1975,5.4304,954.18
5.3156,1536.165,5.4256,998.51
5.3108,1501.9425,5.4208,1018.35
5.306,1503.5625,5.416,947.05
5.3012,1556.2125,5.4112,978.67
5.2964,1520.9775,5.4064,998.2
5.2916,1526.6475,5.4016,980.53
5.2868,1506.3975,5.3968,971.23
5.282,1546.4925,5.392,1005.95
5.2772,1546.0875,5.3872,962.86
5.2724,1558.44,5.3824,1000.99
5.2676,1538.3925,5.3776,1003.16
5.2628,1530.2925,5.3728,990.76
5.258,1543.2525,5.368,970.61
5.2532,1525.0275,5.3632,965.65
5.2484,1513.2825,5.3584,1007.5
5.2436,1536.165,5.3536,1014.63
5.2388,1534.95,5.3488,993.55
5.234,1503.765,5.344,1031.37
5.2292,1527.8625,5.3392,982.7
5.2244,1541.835,5.3344,979.29
5.2196,1541.6325,5.3296,999.13
5.2148,1499.715,5.3248,995.1
5.21,1577.475,5.32,997.58
5.2052,1512.8775,5.3152,996.03
5.2004,1576.0575,5.3104,1001.3
5.1956,1577.475,5.3056,984.87
5.1908,1553.175,5.3008,1016.8
5.186,1532.7225,5.296,989.83
5.1812,1578.4875,5.2912,972.78
5.1764,1477.845,5.2864,955.42
5.1716,1540.4175,5.2816,977.43
5.1668,1483.3125,5.2768,1017.73
5.162,1525.8375,5.272,992.93
5.1572,1589.4225,5.2672,1003.16
5.1524,1583.145,5.2624,983.94
5.1476,1516.9275,5.2576,967.51
5.1428,1511.6625,5.2528,968.13
5.138,1581.525,5.248,962.55
5.1332,1603.5975,5.2432,986.42
5.1284,1537.9875,5.2384,1037.57
5.1236,1553.7825,5.2336,992.31
5.1188,1554.9975,5.2288,1028.27
5.114,1538.19,5.224,1023.31
5.1092,1526.04,5.2192,1002.54
5.1044,1554.39,5.2144,1032.92
5.0996,1567.755,5.2096,965.34
5.0948,1550.1375,5.2048,998.51
5.09,1543.455,5.2,1020.21
5.0852,1533.5325,5.1952,986.11
5.0804,1507.41,5.1904,990.45
5.0756,1563.3,5.1856,993.24
5.0708,1549.3275,5.1808,966.58
5.066,1512.0675,5.176,976.5
5.0612,1624.455,5.1712,960.07
5.0564,1588.2075,5.1664,1005.02
5.0516,1547.1,5.1616,979.6
5.0468,1502.955,5.1568,996.34
5.042,1503.1575,5.152,1016.49
5.0372,1528.47,5.1472,1063.61
5.0324,1540.215,5.1424,1014.01
5.0276,1571.6025,5.1376,996.65
5.0228,1548.1125,5.1328,1002.23
5.018,1505.385,5.128,1039.12
5.0132,1556.2125,5.1232,976.81
5.0084,1553.58,5.1184,1059.27
5.0036,1523.8125,5.1136,1012.15
4.9988,1513.89,5.1088,1027.34
4.994,1586.9925,5.104,1021.14
4.9892,1516.725,5.0992,1025.79
4.9844,1519.3575,5.0944,1014.63
4.9796,1529.28,5.0896,971.23
4.9748,1599.1425,5.0848,1030.44
4.97,1505.5875,5.08,1023.93
4.9652,1550.9475,5.0752,1021.76
4.9604,1554.5925,5.0704,1028.27
4.9556,1565.1225,5.0656,1020.83
4.9508,1482.0975,5.0608,999.75
4.946,1550.9475,5.056,970.92
4.9412,1597.5225,5.0512,1023.62
4.9364,1559.0475,5.0464,1025.48
4.9316,1566.135,5.0416,1000.68
4.9268,1533.735,5.0368,1012.15
4.922,1573.02,5.032,1030.13
4.9172,1553.985,5.0272,1009.98
4.9124,1557.225,5.0224,1018.04
4.9076,1564.92,5.0176,1017.11
4.9028,1546.8975,5.0128,1040.98
4.898,1567.1475,5.008,1012.77
4.8932,1584.765,5.0032,1036.64
4.8884,1559.8575,4.9984,1040.98
4.8836,1564.11,4.9936,1018.66
4.8788,1537.38,4.9888,1031.99
4.874,1528.47,4.984,978.98
4.8692,1550.745,4.9792,1019.28
4.8644,1582.74,4.9744,1019.28
4.8596,1581.12,4.9696,1012.46
4.8548,1600.155,4.9648,1017.11
4.85,1536.165,4.96,966.58
4.8452,1532.115,4.9552,995.41
4.8404,1556.6175,4.9504,1057.41
4.8356,1589.8275,4.9456,1004.4
4.8308,1596.915,4.9408,1094.3
4.826,1564.515,4.936,997.89
4.8212,1549.3275,4.9312,1049.04
4.8164,1568.565,4.9264,1047.8
4.8116,1564.515,4.9216,1033.23
4.8068,1582.1325,4.9168,1046.25
4.802,1600.965,4.912,998.82
4.7972,1592.865,4.9072,1038.5
4.7924,1518.1425,4.9024,1071.36
4.7876,1545.48,4.8976,1000.37
4.7828,1568.97,4.8928,1009.05
4.778,1573.2225,4.888,1012.46
4.7732,1589.625,4.8832,1026.72
4.7684,1593.675,4.8784,1057.72
4.7636,1564.3125,4.8736,1058.65
4.7588,1564.11,4.8688,1009.98
4.754,1602.585,4.864,1060.51
4.7492,1588.6125,4.8592,1030.13
4.7444,1551.96,4.8544,1035.09
4.7396,1577.475,4.8496,1081.9
4.7348,1545.885,4.8448,1036.95
4.73,1572.21,4.84,1070.12
4.7252,1611.09,4.8352,1008.74
4.7204,1581.12,4.8304,1058.03
4.7156,1590.2325,4.8256,992.62
4.7108,1597.725,4.8208,1044.39
4.706,1598.535,4.816,1053.69
4.7012,1602.3825,4.8112,1064.23
4.6964,1616.9625,4.8064,1023
4.6916,1539.81,4.8016,1060.51
4.6868,1599.1425,4.7968,1049.35
4.682,1566.945,4.792,1009.05
4.6772,1562.2875,4.7872,1077.25
4.6724,1556.6175,4.7824,1049.66
4.6676,1580.31,4.7776,1041.91
4.6628,1590.6375,4.7728,1053.69
4.658,1608.66,4.768,1061.75
4.6532,1579.7025,4.7632,1027.34
4.6484,1590.84,4.7584,991.38
4.6436,1584.1575,4.7536,1039.12
4.6388,1543.2525,4.7488,1041.91
4.634,1537.38,4.744,1064.85
4.6292,1570.7925,4.7392,1087.17
4.6244,1551.15,4.7344,1064.85
4.6196,1572.8175,4.7296,1035.4
4.6148,1511.6625,4.7248,1055.24
4.61,1580.31,4.72,1048.11
4.6052,1613.7225,4.7152,1018.66
4.6004,1528.6725,4.7104,1062.99
4.5956,1566.945,4.7056,1046.56
4.5908,1561.275,4.7008,1028.89
4.586,1591.245,4.696,1047.8
4.5812,1545.6825,4.6912,1058.34
4.5764,1535.1525,4.6864,1095.85
4.5716,1566.135,4.6816,1054
4.5668,1584.5625,4.6768,1031.99
4.562,1556.6175,4.672,1031.99
4.5572,1620,4.6672,1092.44
4.5524,1616.76,4.6624,1056.79
4.5476,1564.3125,4.6576,1021.76
4.5428,1602.3825,4.6528,1062.68
4.538,1515.51,4.648,1002.85
4.5332,1575.045,4.6432,1070.43
4.5284,1601.775,4.6384,1062.06
4.5236,1609.065,4.6336,1069.81
4.5188,1548.5175,4.6288,1055.86
4.514,1565.9325,4.624,1064.23
4.5092,1616.5575,4.6192,1071.67
4.5044,1582.335,4.6144,1077.25
4.4996,1594.08,4.6096,1076.63
4.4948,1576.0575,4.6048,1082.83
4.49,1596.3075,4.6,1057.41
4.4852,1582.74,4.5952,1000.99
4.4804,1593.4725,4.5904,1093.99
4.4756,1603.1925,4.5856,1052.45
4.4708,1622.43,4.5808,1052.14
4.466,1587.8025,4.576,1046.25
4.4612,1584.36,4.5712,1072.6
4.4564,1614.33,4.5664,1086.86
4.4516,1615.14,4.5616,1078.8
4.4468,1605.2175,4.5568,1070.12
4.442,1524.6225,4.552,1118.79
4.4372,1623.4425,4.5472,1063.61
4.4324,1586.1825,4.5424,1067.95
4.4276,1573.425,4.5376,1111.35
4.4228,1529.8875,4.5328,1117.24
4.418,1548.5175,4.528,1067.02
4.4132,1585.17,4.5232,1073.84
4.4084,1578.69,4.5184,1094.92
4.4036,1607.04,4.5136,1038.81
4.3988,1578.0825,4.5088,1067.33
4.394,1606.23,4.504,1053.38
4.3892,1583.145,4.4992,1067.02
4.3844,1564.3125,4.4944,1072.91
4.3796,1572.615,4.4896,1089.65
4.3748,1596.51,4.4848,1096.78
4.37,1589.8275,4.48,1098.95
4.3652,1605.2175,4.4752,1052.14
4.3604,1576.665,4.4704,1107.32
4.3556,1583.145,4.4656,1091.2
4.3508,1569.9825,4.4608,1087.17
4.346,1578.8925,4.456,1039.12
4.3412,1580.715,4.4512,1078.18
4.3364,1637.82,4.4464,1097.71
4.3316,1570.185,4.4416,1064.54
4.3268,1584.36,4.4368,1095.85
4.322,1603.8,4.432,1138.01
4.3172,1585.7775,4.4272,1066.71
4.3124,1564.7175,4.4224,1076.01
4.3076,1586.9925,4.4176,1104.22
4.3028,1578.0825,4.4128,1132.12
4.298,1635.795,4.408,1061.75
4.2932,1601.775,4.4032,1085.93
4.2884,1550.1375,4.3984,1102.98
4.2836,1626.075,4.3936,1078.18
4.2788,1599.9525,4.3888,1094.61
4.274,1594.89,4.384,1126.85
4.2692,1585.98,4.3792,1068.88
4.2644,1578.285,4.3744,1082.52
4.2596,1599.5475,4.3696,1101.74
4.2548,1579.7025,4.3648,1107.94
4.25,1557.225,4.36,1055.55
4.2452,1609.2675,4.3552,1117.86
4.2404,1552.9725,4.3504,1116.93
4.2356,1583.3475,4.3456,1042.84
4.2308,1564.7175,4.3408,1110.42
4.226,1616.1525,4.336,1102.05
4.2212,1627.29,4.3312,1114.14
4.2164,1570.3875,4.3264,1054.93
4.2116,1560.2625,4.3216,1101.74
4.2068,1571.1975,4.3168,1078.49
4.202,1570.995,4.312,1098.02
4.1972,1590.6375,4.3072,1116.31
4.1924,1583.55,4.3024,1093.99
4.1876,1581.93,4.2976,1097.71
4.1828,1571.4,4.2928,1054.62
4.178,1594.6875,4.288,1105.46
4.1732,1539.405,4.2832,1111.04
4.1684,1597.32,4.2784,1085.93
4.1636,1590.03,4.2736,1111.35
4.1588,1654.6275,4.2688,1098.33
4.154,1654.6275,4.264,1111.35
4.1492,1549.7325,4.2592,1110.73
4.1444,1568.16,4.2544,1121.89
4.1396,1592.6625,4.2496,1072.91
4.1348,1528.065,4.2448,1098.64
4.13,1641.465,4.24,1076.32
4.1252,1619.595,4.2352,1088.1
4.1204,1625.265,4.2304,1062.06
4.1156,1570.7925,4.2256,1078.49
4.1108,1543.86,4.2208,1119.1
4.106,1595.4975,4.216,1049.97
4.1012,1624.455,4.2112,1080.97
4.0964,1576.26,4.2064,1119.41
4.0916,1598.535,4.2016,1104.22
4.0868,1616.9625,4.1968,1136.46
4.082,1618.5825,4.192,1147.62
4.0772,1602.585,4.1872,1061.75
4.0724,1614.735,4.1824,1137.08
4.0676,1616.9625,4.1776,1081.59
4.0628,1611.6975,4.1728,1142.35
4.058,1580.715,4.168,1049.97
4.0532,1666.3725,4.1632,1116
4.0484,1583.145,4.1584,1104.84
4.0436,1589.8275,4.1536,1124.37
4.0388,1638.63,4.1488,1104.53
4.034,1613.115,4.144,1087.79
4.0292,1639.6425,4.1392,1091.2
4.0244,1637.01,4.1344,1129.02
4.0196,1614.735,4.1296,1119.72
4.0148,1613.52,4.1248,1099.88
4.01,1575.855,4.12,1123.44
4.0052,1626.075,4.1152,1106.08
4.0004,1591.65,4.1104,1099.88
3.9956,1638.4275,4.1056,1107.01
3.9908,1605.6225,4.1008,1115.38
3.986,1602.18,4.096,1121.89
3.9812,1574.64,4.0912,1133.05
3.9764,1577.475,4.0864,1102.36
3.9716,1613.7225,4.0816,1081.59
3.9668,1573.6275,4.0768,1109.8
3.962,1580.1075,4.072,1092.44
3.9572,1587.3975,4.0672,1080.66
3.9524,1624.86,4.0624,1123.13
3.9476,1603.5975,4.0576,1155.68
3.9428,1589.8275,4.0528,1150.1
3.938,1605.42,4.048,1124.37
3.9332,1550.9475,4.0432,1128.09
3.9284,1617.57,4.0384,1116
3.9236,1597.1175,4.0336,1147.62
3.9188,1647.54,4.0288,1165.91
3.914,1590.435,4.024,1121.89
3.9092,1632.3525,4.0192,1142.04
3.9044,1605.6225,4.0144,1166.84
3.8996,1628.3025,4.0096,1146.38
3.8948,1608.0525,4.0048,1222.95
3.89,1553.7825,4,1159.09
3.8852,1582.335,3.9952,1174.28
3.8804,1585.575,3.9904,1088.72
3.8756,1620.81,3.9856,1122.51
3.8708,1619.7975,3.9808,1107.01
3.866,1574.4375,3.976,1169.32
3.8612,1611.6975,3.9712,1128.4
3.8564,1597.725,3.9664,1183.58
3.8516,1604.205,3.9616,1204.35
3.8468,1607.2425,3.9568,1161.26
3.842,1626.6825,3.952,1175.21
3.8372,1589.4225,3.9472,1147.93
3.8324,1643.6925,3.9424,1197.22
3.8276,1600.7625,3.9376,1168.7
3.8228,1642.0725,3.9328,1134.29
3.818,1617.165,3.928,1145.76
3.8132,1614.5325,3.9232,1160.33
3.8084,1580.9175,3.9184,1130.57
3.8036,1660.2975,3.9136,1163.12
3.7988,1639.845,3.9088,1178.31
3.794,1569.5775,3.904,1146.69
3.7892,1636.8075,3.8992,1125.3
3.7844,1646.325,3.8944,1153.2
3.7796,1639.6425,3.8896,1147.62
3.7748,1632.7575,3.8848,1164.05
3.77,1604.205,3.88,1139.87
3.7652,1656.855,3.8752,1144.21
3.7604,1644.705,3.8704,1140.18
3.7556,1623.24,3.8656,1173.97
3.7508,1582.5375,3.8608,1211.79
3.746,1667.5875,3.856,1162.5
3.7412,1620.6075,3.8512,1193.5
3.7364,1649.7675,3.8464,1197.84
3.7316,1597.9275,3.8416,1217.37
3.7268,1602.7875,3.8368,1146.69
3.722,1636.2,3.832,1165.91
3.7172,1653.615,3.8272,1164.98
3.7124,1568.7675,3.8224,1182.34
3.7076,1664.55,3.8176,1215.82
3.7028,1637.6175,3.8128,1134.91
3.698,1596.3075,3.808,1197.22
3.6932,1631.34,3.8032,1154.75
3.6884,1616.5575,3.7984,1191.64
3.6836,1681.56,3.7936,1190.71
3.6788,1678.32,3.7888,1202.8
3.674,1658.475,3.784,1167.46
3.6692,1671.84,3.7792,1142.35
3.6644,1637.01,3.7744,1135.22
3.6596,1655.4375,3.7696,1167.15
3.6548,1603.8,3.7648,1120.96
3.65,1620.405,3.76,1208.69
3.6452,1677.105,3.7552,1119.41
3.6404,1639.44,3.7504,1203.73
3.6356,1621.4175,3.7456,1176.45
3.6308,1592.865,3.7408,1147
3.626,1673.46,3.736,1182.03
3.6212,1610.685,3.7312,1161.26
3.6164,1649.16,3.7264,1205.28
3.6116,1667.5875,3.7216,1195.67
3.6068,1630.7325,3.7168,1197.22
3.602,1637.01,3.712,1182.96
3.5972,1658.6775,3.7072,1207.14
3.5924,1674.675,3.7024,1167.46
3.5876,1661.715,3.6976,1178.31
3.5828,1608.255,3.6928,1185.44
3.578,1602.3825,3.688,1181.1
3.5732,1686.2175,3.6832,1168.39
3.5684,1630.935,3.6784,1169.01
3.5636,1612.1025,3.6736,1184.51
3.5588,1624.455,3.6688,1201.56
3.554,1584.765,3.664,1182.96
3.5492,1608.255,3.6592,1171.18
3.5444,1638.0225,3.6544,1134.29
3.5396,1632.3525,3.6496,1251.78
3.5348,1651.995,3.6448,1207.14
3.53,1634.3775,3.64,1176.14
3.5252,1626.2775,3.6352,1156.61
3.5204,1671.2325,3.6304,1216.13
3.5156,1675.485,3.6256,1187.3
3.5108,1660.5,3.6208,1201.87
3.506,1598.7375,3.616,1205.9
3.5012,1641.6675,3.6112,1195.05
3.4964,1723.8825,3.6064,1153.82
3.4916,1695.735,3.6016,1152.58
3.4868,1640.0475,3.5968,1243.1
3.482,1624.05,3.592,1213.34
3.4772,1647.7425,3.5872,1223.57
3.4724,1683.99,3.5824,1171.18
3.4676,1675.6875,3.5776,1196.91
3.4628,1677.3075,3.5728,1198.77
3.458,1704.8475,3.568,1226.05
3.4532,1667.385,3.5632,1217.06
3.4484,1704.4425,3.5584,1203.42
3.4436,1648.35,3.5536,1177.38
3.4388,1643.085,3.5488,1189.47
3.434,1632.96,3.544,1173.97
3.4292,1644.705,3.5392,1181.41
3.4244,1658.07,3.5344,1169.94
3.4196,1691.0775,3.5296,1216.75
3.4148,1667.79,3.5248,1190.71
3.41,1677.7125,3.52,1250.54
3.4052,1637.82,3.5152,1211.79
3.4004,1663.9425,3.5104,1175.21
3.3956,1658.6775,3.5056,1174.59
3.3908,1648.1475,3.5008,1220.16
3.386,1648.9575,3.496,1224.81
3.3812,1643.49,3.4912,1182.03
3.3764,1633.5675,3.4864,1233.8
3.3716,1648.35,3.4816,1254.57
3.3668,1681.56,3.4768,1231.94
3.362,1642.0725,3.472,1174.59
3.3572,1674.27,3.4672,1211.17
3.3524,1630.53,3.4624,1191.95
3.3476,1624.05,3.4576,1208.07
3.3428,1655.235,3.4528,1161.26
3.338,1709.1,3.448,1206.52
3.3332,1680.9525,3.4432,1199.08
3.3284,1614.9375,3.4384,1249.61
3.3236,1677.3075,3.4336,1243.41
3.3188,1640.4525,3.4288,1189.78
3.314,1653.8175,3.424,1239.38
3.3092,1681.56,3.4192,1177.69
3.3044,1643.085,3.4144,1238.45
3.2996,1679.94,3.4096,1242.48
3.2948,1675.08,3.4048,1195.67
3.29,1658.2725,3.4,1228.22
3.2852,1653.8175,3.3952,1226.67
3.2804,1603.8,3.3904,1240.93
3.2756,1655.64,3.3856,1260.77
3.2708,1626.48,3.3808,1209
3.266,1679.535,3.376,1178.93
3.2612,1635.39,3.3712,1176.14
3.2564,1652.1975,3.3664,1151.03
3.2516,1654.02,3.3616,1217.37
3.2468,1631.745,3.3568,1270.38
3.242,1661.31,3.352,1232.56
3.2372,1670.0175,3.3472,1263.25
3.2324,1678.9275,3.3424,1233.18
3.2276,1701,3.3376,1233.49
3.2228,1680.345,3.3328,1251.47
3.218,1614.1275,3.328,1238.45
3.2132,1680.9525,3.3232,1260.15
3.2084,1680.345,3.3184,1276.27
3.2036,1676.9025,3.3136,1204.04
3.1988,1675.08,3.3088,1225.12
3.194,1685.205,3.304,1195.36
3.1892,1661.31,3.2992,1217.37
3.1844,1668.195,3.2944,1280.3
3.1796,1714.1625,3.2896,1263.56
3.1748,1639.44,3.2848,1237.52
3.17,1662.12,3.28,1249.61
3.1652,1658.2725,3.2752,1260.15
3.1604,1663.335,3.2704,1237.21
3.1556,1691.4825,3.2656,1244.96
3.1508,1666.7775,3.2608,1275.65
3.146,1653.21,3.256,1228.53
3.1412,1677.105,3.2512,1227.29
3.1364,1685.205,3.2464,1248.37
3.1316,1637.6175,3.2416,1186.06
3.1268,1626.48,3.2368,1247.13
3.122,1624.05,3.232,1271.93
3.1172,1681.3575,3.2272,1254.26
3.1124,1651.995,3.2224,1221.71
3.1076,1616.9625,3.2176,1241.55
3.1028,1675.89,3.2128,1295.18
3.098,1721.4525,3.208,1249.61
3.0932,1678.5225,3.2032,1264.8
3.0884,1682.1675,3.1984,1230.08
3.0836,1677.915,3.1936,1234.73
3.0788,1628.3025,3.1888,1254.26
3.074,1676.4975,3.184,1262.32
3.0692,1686.6225,3.1792,1272.24
3.0644,1661.5125,3.1744,1258.6
3.0596,1677.105,3.1696,1288.05
3.0548,1704.24,3.1648,1262.94
3.05,1625.4675,3.16,1251.47
3.0452,1624.86,3.1552,1246.82
3.0404,1633.365,3.1504,1255.81
3.0356,1693.305,3.1456,1208.07
3.0308,1581.525,3.1408,1226.67
3.026,1620.405,3.136,1285.26
3.0212,1663.1325,3.1312,1247.75
3.0164,1663.1325,3.1264,1272.55
3.0116,1653.4125,3.1216,1261.39
3.0068,1660.095,3.1168,1283.09
3.002,1674.0675,3.112,1260.15
2.9972,1708.4925,3.1072,1338.27
2.9924,1707.2775,3.1024,1250.85
2.9876,1671.6375,3.0976,1285.88
2.9828,1671.435,3.0928,1251.16
2.978,1698.3675,3.088,1345.71
2.9732,1665.765,3.0832,1279.99
2.9684,1638.4275,3.0784,1278.75
2.9636,1649.3625,3.0736,1286.19
2.9588,1644.3,3.0688,1285.57
2.954,1645.3125,3.064,1297.04
2.9492,1708.4925,3.0592,1266.04
2.9444,1693.305,3.0544,1277.2
2.9396,1674.675,3.0496,1341.37
2.9348,1667.1825,3.0448,1320.6
2.93,1667.9925,3.04,1291.77
2.9252,1685.4075,3.0352,1252.71
2.9204,1669.005,3.0304,1274.1
2.9156,1671.03,3.0256,1292.39
2.9108,1685.8125,3.0208,1243.41
2.906,1661.9175,3.016,1319.67
2.9012,1671.03,3.0112,1293.63
2.8964,1684.5975,3.0064,1310.06
2.8916,1666.17,3.0016,1367.72
2.8868,1668.6,2.9968,1308.2
2.882,1726.11,2.992,1299.83
2.8772,1683.99,2.9872,1346.33
2.8724,1699.5825,2.9824,1324.32
2.8676,1674.8775,2.9776,1302.62
2.8628,1615.7475,2.9728,1311.61
2.858,1693.305,2.968,1335.48
2.8532,1664.55,2.9632,1364
2.8484,1676.7,2.9584,1321.53
2.8436,1745.55,2.9536,1290.53
2.8388,1719.4275,2.9488,1287.74
2.834,1710.9225,2.944,1317.5
2.8292,1651.3875,2.9392,1346.64
2.8244,1669.6125,2.9344,1337.03
2.8196,1712.34,2.9296,1315.95
2.8148,1679.7375,2.9248,1325.25
2.81,1667.5875,2.92,1296.11
2.8052,1717.4025,2.9152,1358.42
2.8004,1681.155,2.9104,1309.13
2.7956,1730.97,2.9056,1319.05
2.7908,1682.37,2.9008,1305.41
2.786,1672.65,2.896,1322.46
2.7812,1712.9475,2.8912,1318.12
2.7764,1704.4425,2.8864,1280.61
2.7716,1662.7275,2.8816,1299.21
2.7668,1717.4025,2.8768,1288.05
2.762,1689.255,2.872,1259.53
2.7572,1737.2475,2.8672,1302.31
2.7524,1666.7775,2.8624,1298.9
2.7476,1697.355,2.8576,1299.21
2.7428,1711.935,2.8528,1344.16
2.738,1757.0925,2.848,1349.43
2.7332,1716.39,2.8432,1320.91
2.7284,1669.005,2.8384,1300.76
2.7236,1672.245,2.8336,1337.96
2.7188,1673.46,2.8288,1327.11
2.714,1686.015,2.824,1371.75
2.7092,1711.7325,2.8192,1337.34
2.7044,1694.3175,2.8144,1306.65
2.6996,1708.29,2.8096,1372.06
2.6948,1735.6275,2.8048,1390.04
2.69,1674.27,2.8,1333.31
2.6852,1690.2675,2.7952,1323.7
2.6804,1690.47,2.7904,1350.05
2.6756,1631.5425,2.7856,1297.66
2.6708,1742.1075,2.7808,1335.17
2.666,1658.07,2.776,1413.29
2.6612,1658.6775,2.7712,1366.17
2.6564,1706.265,2.7664,1359.97
2.6516,1743.12,2.7616,1350.36
2.6468,1674.8775,2.7568,1355.94
2.642,1656.855,2.752,1355.32
2.6372,1697.355,2.7472,1329.9
2.6324,1689.66,2.7424,1350.05
2.6276,1715.985,2.7376,1335.79
2.6228,1634.175,2.7328,1350.36
2.618,1719.0225,2.728,1316.26
2.6132,1694.115,2.7232,1406.78
2.6084,1682.37,2.7184,1342.61
2.6036,1621.62,2.7136,1310.06
2.5988,1689.66,2.7088,1385.08
2.594,1702.215,2.704,1346.33
2.5892,1682.5725,2.6992,1345.09
2.5844,1705.2525,2.6944,1416.08
2.5796,1701,2.6896,1381.36
2.5748,1659.8925,2.6848,1305.1
2.57,1708.695,2.68,1392.83
2.5652,1665.765,2.6752,1392.21
2.5604,1655.8425,2.6704,1348.19
2.5556,1693.1025,2.6656,1430.34
2.5508,1730.7675,2.6608,1410.19
2.546,1698.57,2.656,1364.93
2.5412,1675.08,2.6512,1368.03
2.5364,1677.7125,2.6464,1380.74
2.5316,1713.3525,2.6416,1353.77
2.5268,1709.3025,2.6368,1344.78
2.522,1723.0725,2.632,1427.55
2.5172,1698.975,2.6272,1371.75
2.5124,1699.1775,2.6224,1397.17
2.5076,1700.3925,2.6176,1299.52
2.5028,1686.015,2.6128,1348.5
2.498,1709.505,2.608,1357.8
2.4932,1735.83,2.6032,1407.09
2.4884,1728.945,2.5984,1411.12
2.4836,1694.7225,2.5936,1378.26
2.4788,1651.7925,2.5888,1381.05
2.474,1708.29,2.584,1389.11
2.4692,1719.225,2.5792,1352.53
2.4644,1677.915,2.5744,1413.6
2.4596,1733.1975,2.5696,1370.82
2.4548,1694.115,2.5648,1374.85
2.45,1712.1375,2.56,1384.46
2.4452,1721.655,2.5552,1353.46
2.4404,1715.985,2.5504,1385.08
2.4356,1665.765,2.5456,1401.51
2.4308,1712.745,2.5408,1374.23
2.426,1687.8375,2.536,1395
2.4212,1686.42,2.5312,1370.51
2.4164,1713.15,2.5264,1411.12
2.4116,1723.68,2.5216,1381.98
2.4068,1700.7975,2.5168,1373.3
2.402,1733.4,2.512,1377.95
2.3972,1748.1825,2.5072,1417.94
2.3924,1679.535,2.5024,1432.2
2.3876,1699.1775,2.4976,1386.94
2.3828,1730.3625,2.4928,1386.94
2.378,1678.5225,2.488,1373.92
2.3732,1731.1725,2.4832,1396.86
2.3684,1727.325,2.4784,1436.85
2.3636,1657.4625,2.4736,1394.69
2.3588,1730.3625,2.4688,1401.2
2.354,1708.0875,2.464,1414.22
2.3492,1733.805,2.4592,1424.45
2.3444,1704.4425,2.4544,1444.6
2.3396,1680.5475,2.4496,1458.86
2.3348,1727.325,2.4448,1443.67
2.33,1701.2025,2.44,1384.46
2.3252,1727.5275,2.4352,1357.18
2.3204,1710.5175,2.4304,1430.34
2.3156,1710.315,2.4256,1456.69
2.3108,1704.8475,2.4208,1415.15
2.306,1751.4225,2.416,1446.46
2.3012,1762.7625,2.4112,1426.93
2.2964,1735.425,2.4064,1425.69
2.2916,1757.7,2.4016,1429.1
2.2868,1711.935,2.3968,1435.61
2.282,1726.3125,2.392,1475.6
2.2772,1711.935,2.3872,1435.61
2.2724,1721.0475,2.3824,1398.1
2.2676,1744.335,2.3776,1402.44
2.2628,1704.8475,2.3728,1375.47
2.258,1677.915,2.368,1420.42
2.2532,1718.82,2.3632,1381.05
2.2484,1763.5725,2.3584,1422.59
2.2436,1719.4275,2.3536,1467.54
2.2388,1704.4425,2.3488,1534.5
2.234,1765.5975,2.344,1428.79
2.2292,1742.9175,2.3392,1450.18
2.2244,1715.3775,2.3344,1410.81
2.2196,1703.6325,2.3296,1458.86
2.2148,1711.935,2.3248,1422.9
2.21,1741.5,2.32,1434.68
2.2052,1726.92,2.3152,1449.25
2.2004,1753.245,2.3104,1461.96
2.1956,1726.3125,2.3056,1444.6
2.1908,1734.4125,2.3008,1465.68
2.186,1725.3,2.296,1461.03
2.1812,1690.065,2.2912,1446.15
2.1764,1693.9125,2.2864,1512.8
2.1716,1692.495,2.2816,1412.05
2.1668,1693.71,2.2768,1452.35
2.162,1697.5575,2.272,1452.35
2.1572,1766.205,2.2672,1432.82
2.1524,1791.5175,2.2624,1430.96
2.1476,1713.555,2.2576,1450.18
2.1428,1788.075,2.2528,1468.78
2.138,1784.835,2.248,1430.34
2.1332,1733.805,2.2432,1488
2.1284,1802.0475,2.2384,1421.66
2.1236,1730.565,2.2336,1488
2.1188,1737.855,2.2288,1419.49
2.114,1772.0775,2.224,1441.19
2.1092,1777.7475,2.2192,1490.17
2.1044,1734.21,2.2144,1417.94
2.0996,1743.12,2.2096,1458.24
2.0948,1770.0525,2.2048,1472.5
2.09,1733.805,2.2,1454.83
2.0852,1765.1925,2.1952,1503.81
2.0804,1759.1175,2.1904,1412.67
2.0756,1747.7775,2.1856,1444.29
2.0708,1750.6125,2.1808,1448.32
2.066,1754.46,2.176,1466.61
2.0612,1782.2025,2.1712,1434.68
