         x(mm) ,           EdepX ,   EdepX UnkNown ,        EdepX e- ,        EdepX e+ ,  Transportation ,         Elastic ,      ExcitRotat ,     ExcitVibrat ,      Excitation ,     DissocNeutr ,            Ioni ,      Attachment ,    Annihilation ,     Positronium ,
        0.002055 ,     3.80139e+08 ,               0 ,     2.11231e+08 ,     1.68908e+08 ,               0 ,     2.20476e+09 ,     3.99206e+09 ,     7.19711e+07 ,      1.7637e+06 ,     6.62026e+06 ,     1.31945e+07 ,          849427 ,             860 ,           32759 ,
        0.002065 ,     3.79827e+08 ,               0 ,      2.1105e+08 ,     1.68776e+08 ,               0 ,     2.20106e+09 ,     3.98505e+09 ,     7.18409e+07 ,     1.76085e+06 ,     6.61737e+06 ,     1.31855e+07 ,          846224 ,             905 ,           32644 ,
        0.002075 ,     3.78298e+08 ,               0 ,     2.10211e+08 ,     1.68088e+08 ,               0 ,     2.19329e+09 ,     3.97105e+09 ,     7.15889e+07 ,     1.75501e+06 ,     6.59224e+06 ,     1.31295e+07 ,          845335 ,             871 ,           33131 ,
        0.002085 ,     3.77131e+08 ,               0 ,     2.09476e+08 ,     1.67655e+08 ,               0 ,     2.18568e+09 ,     3.95741e+09 ,     7.13535e+07 ,     1.74974e+06 ,      6.5716e+06 ,     1.30837e+07 ,          842491 ,             891 ,           33731 ,
        0.002095 ,     3.76012e+08 ,               0 ,     2.08757e+08 ,     1.67255e+08 ,               0 ,     2.17853e+09 ,     3.94445e+09 ,     7.10969e+07 ,     1.74142e+06 ,     6.55424e+06 ,      1.3036e+07 ,          838380 ,             846 ,           33553 ,
        0.002105 ,     3.74848e+08 ,               0 ,     2.08336e+08 ,     1.66512e+08 ,               0 ,     2.17204e+09 ,     3.93257e+09 ,     7.09059e+07 ,     1.73778e+06 ,     6.53422e+06 ,     1.30097e+07 ,          836462 ,             879 ,           33865 ,
        0.002115 ,     3.73158e+08 ,               0 ,     2.07184e+08 ,     1.65974e+08 ,               0 ,     2.16245e+09 ,     3.91506e+09 ,      7.0593e+07 ,     1.72891e+06 ,     6.50259e+06 ,     1.29387e+07 ,          833514 ,             855 ,           33889 ,
        0.002125 ,     3.71923e+08 ,               0 ,     2.06311e+08 ,     1.65612e+08 ,               0 ,     2.15521e+09 ,     3.90212e+09 ,     7.03359e+07 ,     1.72507e+06 ,     6.47675e+06 ,     1.28916e+07 ,          830581 ,             928 ,           33858 ,
        0.002135 ,     3.71356e+08 ,               0 ,     2.06084e+08 ,     1.65272e+08 ,               0 ,     2.14957e+09 ,     3.89193e+09 ,     7.01696e+07 ,     1.72362e+06 ,     6.47376e+06 ,     1.28774e+07 ,          829315 ,             928 ,           34154 ,
        0.002145 ,     3.70095e+08 ,               0 ,     2.05355e+08 ,      1.6474e+08 ,               0 ,     2.14286e+09 ,     3.87986e+09 ,      6.9934e+07 ,     1.71732e+06 ,     6.44907e+06 ,     1.28332e+07 ,          826280 ,             918 ,           34173 ,
        0.002155 ,     3.68396e+08 ,               0 ,     2.04346e+08 ,      1.6405e+08 ,               0 ,     2.13356e+09 ,     3.86267e+09 ,     6.96505e+07 ,     1.71316e+06 ,     6.42143e+06 ,     1.27658e+07 ,          821065 ,             991 ,           34482 ,
        0.002165 ,     3.67191e+08 ,               0 ,     2.03653e+08 ,     1.63538e+08 ,               0 ,     2.12528e+09 ,      3.8478e+09 ,     6.93761e+07 ,     1.70436e+06 ,     6.40143e+06 ,     1.27267e+07 ,          817596 ,             894 ,           35081 ,
        0.002175 ,      3.6537e+08 ,               0 ,     2.02539e+08 ,     1.62831e+08 ,               0 ,     2.11512e+09 ,     3.82942e+09 ,     6.90562e+07 ,     1.69553e+06 ,     6.36867e+06 ,     1.26643e+07 ,          815542 ,             929 ,           34877 ,
        0.002185 ,     3.63882e+08 ,               0 ,     2.01749e+08 ,     1.62133e+08 ,               0 ,     2.10671e+09 ,     3.81461e+09 ,     6.87771e+07 ,     1.69211e+06 ,     6.34607e+06 ,     1.26078e+07 ,          811973 ,             953 ,           34879 ,
        0.002195 ,     3.62488e+08 ,               0 ,     2.00842e+08 ,     1.61645e+08 ,               0 ,     2.09812e+09 ,     3.79871e+09 ,     6.84869e+07 ,      1.6812e+06 ,     6.32309e+06 ,     1.25568e+07 ,          808064 ,             943 ,           35257 ,
        0.002205 ,     3.61215e+08 ,               0 ,     2.00126e+08 ,     1.61089e+08 ,               0 ,     2.08975e+09 ,     3.78342e+09 ,     6.82102e+07 ,     1.67793e+06 ,     6.29725e+06 ,     1.25094e+07 ,          804368 ,             855 ,           35435 ,
        0.002215 ,     3.59556e+08 ,               0 ,      1.9916e+08 ,     1.60396e+08 ,               0 ,     2.07984e+09 ,     3.76583e+09 ,     6.78873e+07 ,     1.66797e+06 ,      6.2706e+06 ,     1.24456e+07 ,          802119 ,             910 ,           35505 ,
        0.002225 ,      3.5803e+08 ,               0 ,     1.98207e+08 ,     1.59823e+08 ,               0 ,     2.06966e+09 ,     3.74745e+09 ,     6.75703e+07 ,      1.6609e+06 ,     6.24433e+06 ,     1.23935e+07 ,          796932 ,             923 ,           35749 ,
        0.002235 ,     3.56625e+08 ,               0 ,     1.97465e+08 ,      1.5916e+08 ,               0 ,     2.06124e+09 ,     3.73237e+09 ,     6.72965e+07 ,     1.65576e+06 ,     6.22042e+06 ,     1.23369e+07 ,          795586 ,             906 ,           36032 ,
        0.002245 ,     3.55311e+08 ,               0 ,     1.96729e+08 ,     1.58582e+08 ,               0 ,     2.05347e+09 ,     3.71772e+09 ,     6.70238e+07 ,     1.65003e+06 ,     6.19965e+06 ,     1.22978e+07 ,          790597 ,             981 ,           35945 ,
        0.002255 ,     3.53543e+08 ,               0 ,     1.95522e+08 ,     1.58021e+08 ,               0 ,     2.04208e+09 ,     3.69741e+09 ,     6.66416e+07 ,     1.64013e+06 ,     6.16685e+06 ,     1.22256e+07 ,          786754 ,             977 ,           36103 ,
        0.002265 ,     3.51692e+08 ,               0 ,     1.94511e+08 ,     1.57181e+08 ,               0 ,     2.03111e+09 ,     3.67763e+09 ,     6.62925e+07 ,     1.63124e+06 ,     6.13329e+06 ,      1.2157e+07 ,          781810 ,             955 ,           36624 ,
        0.002275 ,     3.49783e+08 ,               0 ,     1.93468e+08 ,     1.56315e+08 ,               0 ,     2.01991e+09 ,     3.65705e+09 ,     6.59315e+07 ,     1.62406e+06 ,     6.10214e+06 ,     1.20902e+07 ,          776091 ,             915 ,           36635 ,
        0.002285 ,     3.47577e+08 ,               0 ,     1.92286e+08 ,     1.55291e+08 ,               0 ,     2.00828e+09 ,     3.63618e+09 ,     6.55516e+07 ,     1.61291e+06 ,     6.06215e+06 ,     1.20195e+07 ,          773821 ,             974 ,           36341 ,
        0.002295 ,     3.46035e+08 ,               0 ,     1.91364e+08 ,     1.54671e+08 ,               0 ,     1.99853e+09 ,     3.61885e+09 ,     6.52419e+07 ,     1.60511e+06 ,     6.03722e+06 ,     1.19638e+07 ,          767970 ,            1005 ,           36862 ,
        0.002305 ,     3.44224e+08 ,               0 ,     1.90204e+08 ,      1.5402e+08 ,               0 ,     1.98704e+09 ,     3.59767e+09 ,     6.48725e+07 ,     1.60063e+06 ,     6.00643e+06 ,     1.18989e+07 ,          767674 ,             990 ,           36546 ,
        0.002315 ,     3.42772e+08 ,               0 ,     1.89314e+08 ,     1.53458e+08 ,               0 ,     1.97646e+09 ,     3.57887e+09 ,     6.45208e+07 ,     1.59123e+06 ,     5.98672e+06 ,     1.18416e+07 ,          762529 ,             957 ,           36647 ,
        0.002325 ,     3.40754e+08 ,               0 ,     1.88058e+08 ,     1.52696e+08 ,               0 ,     1.96556e+09 ,     3.55933e+09 ,     6.41527e+07 ,     1.58085e+06 ,     5.95052e+06 ,     1.17651e+07 ,          756105 ,             998 ,           37469 ,
        0.002335 ,     3.39151e+08 ,               0 ,     1.87262e+08 ,     1.51888e+08 ,               0 ,     1.95435e+09 ,     3.53916e+09 ,     6.37924e+07 ,     1.57387e+06 ,     5.92649e+06 ,     1.17046e+07 ,          752320 ,            1014 ,           37323 ,
        0.002345 ,      3.3737e+08 ,               0 ,     1.86202e+08 ,     1.51168e+08 ,               0 ,     1.94362e+09 ,     3.51954e+09 ,     6.34414e+07 ,     1.56541e+06 ,     5.89378e+06 ,     1.16444e+07 ,          749608 ,             972 ,           37547 ,
        0.002355 ,     3.35119e+08 ,               0 ,     1.84889e+08 ,      1.5023e+08 ,               0 ,     1.93233e+09 ,     3.49931e+09 ,       6.307e+07 ,     1.55446e+06 ,     5.85014e+06 ,     1.15643e+07 ,          744326 ,            1010 ,           37321 ,
        0.002365 ,     3.33402e+08 ,               0 ,     1.83907e+08 ,     1.49495e+08 ,               0 ,     1.92049e+09 ,     3.47751e+09 ,     6.26926e+07 ,     1.55023e+06 ,     5.82181e+06 ,     1.15045e+07 ,          740295 ,             950 ,           37728 ,
        0.002375 ,      3.3106e+08 ,               0 ,     1.82603e+08 ,     1.48457e+08 ,               0 ,     1.90761e+09 ,     3.45382e+09 ,     6.22588e+07 ,     1.53704e+06 ,     5.78465e+06 ,     1.14193e+07 ,          735159 ,            1015 ,           37572 ,
        0.002385 ,     3.29031e+08 ,               0 ,     1.81343e+08 ,     1.47688e+08 ,               0 ,     1.89451e+09 ,     3.43084e+09 ,     6.18517e+07 ,     1.52847e+06 ,     5.74667e+06 ,     1.13453e+07 ,          729983 ,            1008 ,           38073 ,
        0.002395 ,     3.27091e+08 ,               0 ,     1.80181e+08 ,      1.4691e+08 ,               0 ,     1.88316e+09 ,     3.40977e+09 ,     6.14802e+07 ,      1.5169e+06 ,     5.71549e+06 ,     1.12758e+07 ,          726188 ,             962 ,           38132 ,
        0.002405 ,      3.2528e+08 ,               0 ,     1.79029e+08 ,     1.46252e+08 ,               0 ,     1.87079e+09 ,     3.38727e+09 ,     6.10634e+07 ,     1.50981e+06 ,     5.68444e+06 ,     1.12034e+07 ,          720734 ,             986 ,           38030 ,
        0.002415 ,     3.22733e+08 ,               0 ,     1.77758e+08 ,     1.44976e+08 ,               0 ,     1.85814e+09 ,     3.36447e+09 ,     6.06656e+07 ,     1.49876e+06 ,     5.64154e+06 ,     1.11147e+07 ,          715954 ,            1022 ,           38111 ,
        0.002425 ,     3.20814e+08 ,               0 ,     1.76572e+08 ,     1.44242e+08 ,               0 ,     1.84489e+09 ,      3.3402e+09 ,     6.02222e+07 ,     1.48901e+06 ,     5.60743e+06 ,     1.10442e+07 ,          710945 ,             997 ,           38294 ,
        0.002435 ,     3.18237e+08 ,               0 ,     1.75067e+08 ,      1.4317e+08 ,               0 ,     1.82993e+09 ,     3.31348e+09 ,     5.97336e+07 ,     1.47691e+06 ,     5.56168e+06 ,     1.09562e+07 ,          705771 ,             985 ,           38218 ,
        0.002445 ,     3.15746e+08 ,               0 ,     1.73659e+08 ,     1.42087e+08 ,               0 ,     1.81531e+09 ,     3.28734e+09 ,     5.92641e+07 ,     1.46679e+06 ,     5.52017e+06 ,     1.08648e+07 ,          699382 ,             969 ,           38186 ,
        0.002455 ,     3.13819e+08 ,               0 ,     1.72431e+08 ,     1.41388e+08 ,               0 ,     1.80369e+09 ,     3.26602e+09 ,       5.888e+07 ,      1.4575e+06 ,     5.48982e+06 ,     1.07932e+07 ,          694061 ,            1009 ,           38818 ,
        0.002465 ,     3.11602e+08 ,               0 ,     1.71278e+08 ,     1.40324e+08 ,               0 ,     1.78974e+09 ,     3.24069e+09 ,     5.84239e+07 ,     1.44578e+06 ,     5.45456e+06 ,     1.07195e+07 ,          690120 ,            1034 ,           38147 ,
        0.002475 ,     3.09236e+08 ,               0 ,     1.69867e+08 ,     1.39369e+08 ,               0 ,     1.77589e+09 ,     3.21563e+09 ,     5.79588e+07 ,     1.43555e+06 ,     5.40643e+06 ,     1.06341e+07 ,          683729 ,             976 ,           38238 ,
        0.002485 ,      3.0662e+08 ,               0 ,     1.68544e+08 ,     1.38077e+08 ,               0 ,     1.76144e+09 ,     3.18979e+09 ,      5.7485e+07 ,     1.42351e+06 ,     5.36467e+06 ,     1.05405e+07 ,          678894 ,            1021 ,           38327 ,
        0.002495 ,      3.0452e+08 ,               0 ,     1.67279e+08 ,     1.37241e+08 ,               0 ,     1.74823e+09 ,     3.16553e+09 ,     5.70757e+07 ,     1.41527e+06 ,     5.32835e+06 ,     1.04665e+07 ,          674981 ,            1052 ,           38804 ,
        0.002505 ,     3.02406e+08 ,               0 ,     1.66018e+08 ,     1.36389e+08 ,               0 ,     1.73472e+09 ,     3.14105e+09 ,     5.66202e+07 ,     1.40279e+06 ,     5.29351e+06 ,     1.03909e+07 ,          668310 ,            1022 ,           38689 ,
        0.002515 ,      2.9976e+08 ,               0 ,     1.64467e+08 ,     1.35294e+08 ,               0 ,     1.71898e+09 ,      3.1126e+09 ,      5.6113e+07 ,     1.39147e+06 ,     5.24957e+06 ,     1.02911e+07 ,          662912 ,             965 ,           38725 ,
        0.002525 ,     2.97065e+08 ,               0 ,     1.62964e+08 ,     1.34101e+08 ,               0 ,     1.70388e+09 ,     3.08538e+09 ,     5.56158e+07 ,     1.37885e+06 ,     5.20152e+06 ,     1.01936e+07 ,          657025 ,            1013 ,           38577 ,
        0.002535 ,     2.94566e+08 ,               0 ,     1.61425e+08 ,     1.33141e+08 ,               0 ,     1.68784e+09 ,     3.05655e+09 ,     5.50966e+07 ,     1.36459e+06 ,     5.15554e+06 ,     1.01055e+07 ,          649420 ,             965 ,           38530 ,
        0.002545 ,     2.91929e+08 ,               0 ,      1.5995e+08 ,     1.31979e+08 ,               0 ,     1.67306e+09 ,     3.02972e+09 ,     5.45984e+07 ,     1.35348e+06 ,     5.11505e+06 ,     1.00203e+07 ,          644725 ,            1026 ,           38922 ,
        0.002555 ,     2.89471e+08 ,               0 ,     1.58475e+08 ,     1.30996e+08 ,               0 ,     1.65719e+09 ,     3.00064e+09 ,     5.40935e+07 ,     1.34513e+06 ,     5.07182e+06 ,     9.92366e+06 ,          638845 ,            1010 ,           38553 ,
        0.002565 ,     2.86499e+08 ,               0 ,     1.56866e+08 ,     1.29633e+08 ,               0 ,      1.6411e+09 ,     2.97184e+09 ,     5.35831e+07 ,     1.32808e+06 ,     5.01962e+06 ,     9.82199e+06 ,          632921 ,            1038 ,           38713 ,
        0.002575 ,      2.8434e+08 ,               0 ,       1.557e+08 ,      1.2864e+08 ,               0 ,     1.62696e+09 ,     2.94615e+09 ,     5.31029e+07 ,     1.32074e+06 ,     4.98128e+06 ,      9.7457e+06 ,          626408 ,            1051 ,           38542 ,
        0.002585 ,     2.81796e+08 ,               0 ,     1.54137e+08 ,      1.2766e+08 ,               0 ,     1.61169e+09 ,     2.91828e+09 ,     5.26324e+07 ,     1.30585e+06 ,     4.93911e+06 ,     9.65255e+06 ,          621835 ,            1029 ,           38637 ,
        0.002595 ,     2.78666e+08 ,               0 ,     1.52281e+08 ,     1.26386e+08 ,               0 ,     1.59386e+09 ,     2.88647e+09 ,     5.20412e+07 ,     1.29384e+06 ,     4.88276e+06 ,     9.53921e+06 ,          613673 ,            1004 ,           38787 ,
        0.002605 ,      2.7597e+08 ,               0 ,     1.50825e+08 ,     1.25145e+08 ,               0 ,      1.5784e+09 ,     2.85816e+09 ,     5.15279e+07 ,     1.27782e+06 ,     4.83765e+06 ,     9.44573e+06 ,          609198 ,             994 ,           38710 ,
        0.002615 ,     2.73892e+08 ,               0 ,     1.49641e+08 ,      1.2425e+08 ,               0 ,     1.56353e+09 ,     2.83137e+09 ,     5.10388e+07 ,     1.27107e+06 ,     4.80301e+06 ,     9.37028e+06 ,          603049 ,            1112 ,           38753 ,
        0.002625 ,      2.7073e+08 ,               0 ,      1.4781e+08 ,     1.22919e+08 ,               0 ,      1.5468e+09 ,     2.80106e+09 ,     5.04857e+07 ,     1.25598e+06 ,       4.749e+06 ,     9.25813e+06 ,          596251 ,             975 ,           38338 ,
        0.002635 ,     2.68076e+08 ,               0 ,     1.46359e+08 ,     1.21717e+08 ,               0 ,     1.53101e+09 ,     2.77232e+09 ,     4.99658e+07 ,     1.24398e+06 ,     4.70358e+06 ,     9.16996e+06 ,          588645 ,            1003 ,           38511 ,
        0.002645 ,     2.65346e+08 ,               0 ,     1.44779e+08 ,     1.20567e+08 ,               0 ,     1.51539e+09 ,     2.74437e+09 ,     4.94658e+07 ,     1.23071e+06 ,     4.65494e+06 ,     9.06576e+06 ,          583705 ,            1013 ,           38227 ,
        0.002655 ,     2.62755e+08 ,               0 ,     1.43337e+08 ,     1.19418e+08 ,               0 ,     1.49951e+09 ,     2.71536e+09 ,     4.89454e+07 ,     1.21659e+06 ,     4.61348e+06 ,     8.98069e+06 ,          577342 ,            1028 ,           38243 ,
        0.002665 ,     2.59905e+08 ,               0 ,     1.41726e+08 ,      1.1818e+08 ,               0 ,     1.48247e+09 ,      2.6846e+09 ,     4.83978e+07 ,     1.20466e+06 ,     4.56596e+06 ,     8.87643e+06 ,          570748 ,            1018 ,           38346 ,
        0.002675 ,     2.56917e+08 ,               0 ,     1.40069e+08 ,     1.16848e+08 ,               0 ,     1.46566e+09 ,     2.65415e+09 ,     4.78316e+07 ,     1.19193e+06 ,     4.50973e+06 ,     8.77166e+06 ,          565378 ,            1007 ,           37803 ,
        0.002685 ,     2.54326e+08 ,               0 ,     1.38571e+08 ,     1.15755e+08 ,               0 ,     1.44967e+09 ,     2.62525e+09 ,       4.732e+07 ,     1.17891e+06 ,     4.46295e+06 ,      8.6813e+06 ,          559896 ,            1020 ,           38383 ,
        0.002695 ,     2.51682e+08 ,               0 ,     1.37049e+08 ,     1.14633e+08 ,               0 ,     1.43374e+09 ,     2.59646e+09 ,     4.68092e+07 ,     1.16764e+06 ,     4.41908e+06 ,     8.58301e+06 ,          552693 ,            1033 ,           38149 ,
        0.002705 ,     2.48864e+08 ,               0 ,     1.35361e+08 ,     1.13503e+08 ,               0 ,     1.41695e+09 ,     2.56583e+09 ,     4.62506e+07 ,     1.15273e+06 ,     4.37241e+06 ,     8.48321e+06 ,          545503 ,             959 ,           37880 ,
        0.002715 ,     2.45524e+08 ,               0 ,       1.335e+08 ,     1.12024e+08 ,               0 ,     1.39825e+09 ,     2.53193e+09 ,     4.56478e+07 ,     1.13823e+06 ,     4.31441e+06 ,     8.36705e+06 ,          538566 ,            1010 ,           37711 ,
        0.002725 ,     2.42955e+08 ,               0 ,       1.321e+08 ,     1.10855e+08 ,               0 ,     1.38182e+09 ,     2.50174e+09 ,     4.51151e+07 ,     1.12682e+06 ,     4.26836e+06 ,      8.2779e+06 ,          532992 ,             982 ,           37649 ,
        0.002735 ,     2.39796e+08 ,               0 ,     1.30363e+08 ,     1.09433e+08 ,               0 ,      1.3636e+09 ,     2.46938e+09 ,     4.45186e+07 ,     1.11105e+06 ,     4.21534e+06 ,     8.16654e+06 ,          525439 ,             959 ,           37440 ,
        0.002745 ,     2.36538e+08 ,               0 ,      1.2839e+08 ,     1.08148e+08 ,               0 ,     1.34535e+09 ,     2.43646e+09 ,     4.39038e+07 ,     1.09395e+06 ,     4.15824e+06 ,     8.05219e+06 ,          517608 ,             992 ,           37607 ,
        0.002755 ,     2.33659e+08 ,               0 ,     1.26782e+08 ,     1.06877e+08 ,               0 ,     1.32818e+09 ,     2.40517e+09 ,     4.33526e+07 ,     1.08147e+06 ,     4.10903e+06 ,     7.95015e+06 ,          511072 ,             952 ,           37159 ,
        0.002765 ,      2.3054e+08 ,               0 ,     1.25117e+08 ,     1.05423e+08 ,               0 ,      1.3101e+09 ,     2.37255e+09 ,       4.277e+07 ,     1.06894e+06 ,     4.05357e+06 ,     7.84273e+06 ,          506117 ,             920 ,           36955 ,
        0.002775 ,      2.2766e+08 ,               0 ,     1.23503e+08 ,     1.04157e+08 ,               0 ,     1.29278e+09 ,     2.34101e+09 ,     4.21961e+07 ,     1.05583e+06 ,     4.00375e+06 ,     7.73766e+06 ,          497591 ,             952 ,           36856 ,
        0.002785 ,     2.24837e+08 ,               0 ,     1.21916e+08 ,     1.02922e+08 ,               0 ,     1.27607e+09 ,     2.31045e+09 ,     4.16628e+07 ,     1.04004e+06 ,     3.95564e+06 ,     7.64487e+06 ,          490209 ,             942 ,           36547 ,
        0.002795 ,     2.21645e+08 ,               0 ,     1.20153e+08 ,     1.01492e+08 ,               0 ,     1.25799e+09 ,     2.27828e+09 ,     4.10543e+07 ,     1.02685e+06 ,      3.8991e+06 ,     7.53089e+06 ,          484049 ,             889 ,           36631 ,
        0.002805 ,      2.1834e+08 ,               0 ,     1.18296e+08 ,     1.00044e+08 ,               0 ,     1.23905e+09 ,     2.24407e+09 ,     4.04531e+07 ,     1.01215e+06 ,     3.84043e+06 ,     7.41874e+06 ,          477830 ,             979 ,           36369 ,
        0.002815 ,     2.15305e+08 ,               0 ,     1.16563e+08 ,     9.87423e+07 ,               0 ,     1.22062e+09 ,     2.21067e+09 ,      3.9841e+07 ,          997509 ,      3.7916e+06 ,     7.30679e+06 ,          471568 ,             970 ,           36363 ,
        0.002825 ,     2.12325e+08 ,               0 ,     1.14886e+08 ,     9.74391e+07 ,               0 ,     1.20317e+09 ,     2.17867e+09 ,     3.92947e+07 ,          982765 ,     3.73637e+06 ,     7.20466e+06 ,          463516 ,             970 ,           36028 ,
        0.002835 ,     2.09404e+08 ,               0 ,     1.13331e+08 ,     9.60729e+07 ,               0 ,     1.18647e+09 ,      2.1487e+09 ,     3.87427e+07 ,          968945 ,     3.68571e+06 ,     7.10715e+06 ,          457441 ,             925 ,           35824 ,
        0.002845 ,     2.06301e+08 ,               0 ,     1.11629e+08 ,     9.46722e+07 ,               0 ,     1.16887e+09 ,     2.11672e+09 ,     3.81675e+07 ,          956644 ,     3.63504e+06 ,     6.99893e+06 ,          451187 ,             968 ,           35315 ,
        0.002855 ,     2.03337e+08 ,               0 ,     1.09824e+08 ,     9.35137e+07 ,               0 ,     1.15075e+09 ,      2.0842e+09 ,     3.75663e+07 ,          941165 ,     3.58293e+06 ,     6.88876e+06 ,          444526 ,             949 ,           35282 ,
        0.002865 ,     2.00165e+08 ,               0 ,     1.08122e+08 ,     9.20434e+07 ,               0 ,     1.13282e+09 ,     2.05161e+09 ,     3.69854e+07 ,          928352 ,     3.52492e+06 ,     6.78288e+06 ,          436910 ,             948 ,           35155 ,
        0.002875 ,      1.9712e+08 ,               0 ,     1.06507e+08 ,     9.06132e+07 ,               0 ,      1.1147e+09 ,     2.01883e+09 ,     3.63827e+07 ,          912812 ,     3.47552e+06 ,     6.67945e+06 ,          429929 ,             918 ,           34639 ,
        0.002885 ,     1.93713e+08 ,               0 ,     1.04511e+08 ,     8.92019e+07 ,               0 ,     1.09578e+09 ,     1.98452e+09 ,      3.5769e+07 ,          898077 ,     3.41405e+06 ,     6.55939e+06 ,          421614 ,             846 ,           34427 ,
        0.002895 ,      1.9091e+08 ,               0 ,     1.02905e+08 ,     8.80055e+07 ,               0 ,     1.07831e+09 ,     1.95269e+09 ,     3.52067e+07 ,          882266 ,     3.36574e+06 ,     6.45728e+06 ,          416163 ,             864 ,           34077 ,
        0.002905 ,     1.87972e+08 ,               0 ,     1.01303e+08 ,     8.66693e+07 ,               0 ,     1.06171e+09 ,     1.92262e+09 ,      3.4655e+07 ,          869655 ,     3.31454e+06 ,     6.35281e+06 ,          408671 ,             941 ,           33800 ,
        0.002915 ,     1.85141e+08 ,               0 ,     9.98008e+07 ,     8.53401e+07 ,               0 ,     1.04485e+09 ,     1.89256e+09 ,     3.41052e+07 ,          856244 ,     3.26355e+06 ,     6.26456e+06 ,          402273 ,             886 ,           33574 ,
        0.002925 ,     1.81843e+08 ,               0 ,     9.79011e+07 ,     8.39419e+07 ,               0 ,     1.02653e+09 ,      1.8594e+09 ,     3.35154e+07 ,          840790 ,     3.20611e+06 ,     6.14224e+06 ,          395318 ,             892 ,           32878 ,
        0.002935 ,      1.7872e+08 ,               0 ,     9.61902e+07 ,       8.253e+07 ,               0 ,     1.00786e+09 ,     1.82533e+09 ,      3.2901e+07 ,          826910 ,     3.15351e+06 ,     6.04027e+06 ,          387796 ,             866 ,           33047 ,
        0.002945 ,     1.75633e+08 ,               0 ,       9.455e+07 ,     8.10825e+07 ,               0 ,     9.90804e+08 ,     1.79457e+09 ,     3.23304e+07 ,          812868 ,      3.0996e+06 ,     5.93348e+06 ,          381036 ,             857 ,           32479 ,
        0.002955 ,     1.72808e+08 ,               0 ,     9.28092e+07 ,     7.99986e+07 ,               0 ,      9.7373e+08 ,     1.76361e+09 ,     3.18004e+07 ,          799776 ,     3.04989e+06 ,     5.83069e+06 ,          373966 ,             847 ,           32446 ,
        0.002965 ,     1.69661e+08 ,               0 ,     9.11589e+07 ,     7.85021e+07 ,               0 ,     9.55951e+08 ,     1.73143e+09 ,     3.12082e+07 ,          786122 ,     2.99283e+06 ,     5.72249e+06 ,          367972 ,             864 ,           32276 ,
        0.002975 ,      1.6655e+08 ,               0 ,     8.94627e+07 ,     7.70873e+07 ,               0 ,     9.38079e+08 ,     1.69897e+09 ,     3.06228e+07 ,          771201 ,     2.93662e+06 ,     5.62092e+06 ,          362177 ,             815 ,           31855 ,
        0.002985 ,     1.63435e+08 ,               0 ,     8.77932e+07 ,     7.56421e+07 ,               0 ,     9.20563e+08 ,     1.66747e+09 ,     3.00561e+07 ,          756113 ,     2.88278e+06 ,     5.51165e+06 ,          354550 ,             855 ,           31732 ,
        0.002995 ,     1.60344e+08 ,               0 ,     8.60707e+07 ,     7.42732e+07 ,               0 ,     9.02875e+08 ,     1.63499e+09 ,     2.94806e+07 ,          741208 ,     2.83249e+06 ,     5.40726e+06 ,          348080 ,             840 ,           31127 ,
        0.003005 ,     1.57435e+08 ,               0 ,     8.44593e+07 ,     7.29756e+07 ,               0 ,     8.86054e+08 ,      1.6046e+09 ,     2.89312e+07 ,          728119 ,     2.78085e+06 ,     5.30542e+06 ,          341354 ,             785 ,           30842 ,
        0.003015 ,      1.5453e+08 ,               0 ,     8.29013e+07 ,     7.16284e+07 ,               0 ,     8.69484e+08 ,      1.5747e+09 ,     2.83915e+07 ,          714608 ,     2.73119e+06 ,     5.20422e+06 ,          334325 ,             796 ,           30489 ,
        0.003025 ,     1.51183e+08 ,               0 ,     8.09662e+07 ,     7.02164e+07 ,               0 ,     8.50706e+08 ,     1.54087e+09 ,     2.77803e+07 ,          700149 ,     2.66731e+06 ,     5.08977e+06 ,          326126 ,             746 ,           30068 ,
        0.003035 ,     1.48441e+08 ,               0 ,     7.96096e+07 ,     6.88317e+07 ,               0 ,     8.34605e+08 ,      1.5116e+09 ,     2.72491e+07 ,          686946 ,      2.6249e+06 ,     4.99876e+06 ,          322285 ,             819 ,           29651 ,
        0.003045 ,     1.45653e+08 ,               0 ,     7.80075e+07 ,     6.76453e+07 ,               0 ,     8.17963e+08 ,     1.48114e+09 ,     2.67038e+07 ,          673984 ,     2.57591e+06 ,     4.90164e+06 ,          315191 ,             770 ,           29548 ,
        0.003055 ,     1.42422e+08 ,               0 ,     7.62988e+07 ,     6.61229e+07 ,               0 ,      8.0028e+08 ,     1.44951e+09 ,     2.61346e+07 ,          658025 ,     2.51834e+06 ,     4.79184e+06 ,          308190 ,             779 ,           29009 ,
        0.003065 ,     1.39514e+08 ,               0 ,     7.46872e+07 ,     6.48268e+07 ,               0 ,     7.82911e+08 ,     1.41795e+09 ,     2.55625e+07 ,          646467 ,     2.46759e+06 ,     4.68896e+06 ,          301748 ,             767 ,           28820 ,
        0.003075 ,     1.36333e+08 ,               0 ,     7.29125e+07 ,     6.34209e+07 ,               0 ,     7.65653e+08 ,     1.38689e+09 ,     2.49965e+07 ,          631882 ,     2.40959e+06 ,     4.58462e+06 ,          294430 ,             726 ,           28306 ,
