
#A            B      C
#E(keV)     el0   el20
 701.5      580      0	      701500               0 
 702.5      531      0	      702500               0 
 703.5      282      0	      703500               0 
 704.5      366      0	      704500               0 
 705.5      376      0	      705500               0 
 706.5      534      0	      706500               0 
 707.5      312      0	      707500               0 
 708.5      237      0	      708500               0 
 709.5      366      0	      709500               0 
 710.5      280      0	      710500               0 
 711.5      476      0	      711500               0 
 712.5        0      0	      712500               0 
 713.5        0      0	      713500               0 
 714.5        0      0	      714500               0 
